# Population fl	R05,Y01,Y02,Y03
# Population pl	PL01,PL02,PL03,PL04,PL05,PL06,PL07,PL08,PL09,PL10
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
151	fl	pl	NC_036838.1	2700884	0.01099	0.17708	0.00000	0.00302	0.16655	0.00000	-0.02610	0.21392	0.00000
164	fl	pl	NC_036838.1	2946656	-0.13649	0.10969	0.00000	-0.01216	0.07879	0.00000	-0.01034	0.16509	0.00000
168	fl	pl	NC_036838.1	2979901	0.15344	0.11787	0.00000	0.10781	0.08086	0.00000	0.01724	0.17904	0.00000
175	fl	pl	NC_036838.1	3062091	0.80851	0.13301	0.00000	0.31933	0.08559	0.00000	0.64203	0.20789	0.00000
177	fl	pl	NC_036838.1	3064112	-0.26554	0.13327	0.00000	-0.05536	0.08573	0.00000	0.25357	0.20841	0.00000
188	fl	pl	NC_036838.1	3211044	-0.06883	0.14818	0.00000	-0.00811	0.11875	0.00000	-0.01659	0.23445	0.00000
205	fl	pl	NC_036838.1	3407677	-0.14286	0.40225	0.00000	-0.06667	0.42694	0.00000	0.05104	0.45861	0.00000
212	fl	pl	NC_036838.1	3488930	1.00000	0.53928	0.00000	1.00000	0.56555	0.00000	0.94780	0.57672	0.00000
289	fl	pl	NC_036838.1	4568127	-0.17557	-0.18815	0.00000	-0.06838	-0.13612	0.00000	0.20483	0.09229	0.00000
312	fl	pl	NC_036838.1	4758530	-0.03932	-0.19120	0.00000	-0.04159	-0.13941	0.00000	-0.12426	0.05905	0.00000
313	fl	pl	NC_036838.1	4758601	-0.39130	-0.19120	0.00000	-0.46286	-0.13940	0.00000	0.09091	0.05905	0.00000
319	fl	pl	NC_036838.1	4838157	-0.32847	-0.19422	0.00000	-0.03662	-0.12537	0.00000	0.12844	0.07363	0.00000
321	fl	pl	NC_036838.1	4842647	-0.00800	-0.19457	0.00000	-0.00570	-0.12437	0.00000	0.11136	0.07516	0.00000
335	fl	pl	NC_036838.1	5130093	-0.33043	-0.23055	0.00000	-0.02838	-0.07754	0.00000	0.41064	0.28801	0.00000
339	fl	pl	NC_036838.1	5164316	-0.26746	-0.20843	0.00000	-0.10110	-0.08584	0.00000	0.29455	0.28462	0.00000
371	fl	pl	NC_036838.1	5431862	0.70124	0.04791	0.00000	0.31947	-0.18364	0.00000	0.34028	0.11725	0.00000
373	fl	pl	NC_036838.1	5437334	-0.39130	0.04983	0.00000	-0.46286	-0.18444	0.00000	0.00000	0.11534	0.00000
374	fl	pl	NC_036838.1	5437331	-0.44626	0.04983	0.00000	-0.91453	-0.18444	0.00000	-0.30392	0.11534	0.00000
406	fl	pl	NC_036838.1	5822928	0.01099	0.04759	0.00000	0.00302	-0.00416	0.00000	-0.02610	0.00661	0.00000
417	fl	pl	NC_036838.1	5908526	0.12637	0.01163	0.00000	0.01100	-0.00331	0.00000	0.00000	0.04495	0.00000
443	fl	pl	NC_036838.1	6140810	-0.23711	-0.23109	0.00000	-0.06825	-0.03673	0.00000	0.06904	0.30308	0.00000
450	fl	pl	NC_036838.1	6210742	-0.17557	-0.26612	0.00000	-0.06838	-0.03928	0.00000	0.34783	0.35273	0.00000
451	fl	pl	NC_036838.1	6210807	-0.33043	-0.26614	0.00000	-0.02838	-0.03928	0.00000	0.41064	0.35276	0.00000
454	fl	pl	NC_036838.1	6218128	-0.33043	-0.26860	0.00000	-0.02838	-0.03936	0.00000	0.41064	0.35692	0.00000
459	fl	pl	NC_036838.1	6334130	-0.33043	-0.27877	0.00000	-0.02838	-0.04041	0.00000	0.55512	0.40487	0.00000
487	fl	pl	NC_036838.1	6685034	0.47625	-0.02378	0.00000	0.26996	-0.16282	0.00000	0.46110	0.25364	0.00000
490	fl	pl	NC_036838.1	6709281	-0.39130	-0.02824	0.00000	-0.46286	-0.16842	0.00000	0.60709	0.24903	0.00000
491	fl	pl	NC_036838.1	6709320	-0.45455	-0.02825	0.00000	-0.64103	-0.16843	0.00000	-0.94872	0.24903	0.00000
512	fl	pl	NC_036838.1	7100117	-0.38241	-0.17190	0.00000	-0.45032	-0.02322	0.00000	0.10199	0.26010	0.00000
517	fl	pl	NC_036838.1	7132286	-0.31765	-0.16849	0.00000	-0.06413	-0.01474	0.00000	-0.02151	0.24872	0.00000
518	fl	pl	NC_036838.1	7132348	0.06814	-0.16849	0.00000	0.39651	-0.01473	0.00000	0.75765	0.24869	0.00000
531	fl	pl	NC_036838.1	7271812	-0.13475	-0.14425	0.00000	-0.01337	0.01069	0.00000	-0.07846	0.18064	0.00000
557	fl	pl	NC_036838.1	7646363	-0.04000	0.29118	0.00000	0.00000	0.33409	0.00000	0.64286	0.48181	0.00000
560	fl	pl	NC_036838.1	7677900	-0.17557	0.32113	0.00000	-0.06838	0.35885	0.00000	0.09897	0.49657	0.00000
563	fl	pl	NC_036838.1	7704187	1.00000	0.34992	0.00000	1.00000	0.38224	0.00000	0.76398	0.51039	0.00000
573	fl	pl	NC_036838.1	7795470	-0.12941	0.48265	0.00000	-0.06077	0.48563	0.00000	0.24000	0.57399	0.00000
587	fl	pl	NC_036838.1	7945313	1.00000	0.71675	0.00000	1.00000	0.64775	0.00000	1.00000	0.67053	0.00000
590	fl	pl	NC_036838.1	7962746	1.00000	0.73470	0.00000	1.00000	0.65812	0.00000	0.89560	0.67524	0.00000
600	fl	pl	NC_036838.1	8029209	0.70124	0.76967	0.00000	0.31947	0.67374	0.00000	0.34028	0.67346	0.00000
626	fl	pl	NC_036838.1	8341511	0.68725	0.25083	0.00000	0.81037	0.39337	0.00000	0.68991	0.37892	0.00000
629	fl	pl	NC_036838.1	8352717	-0.03311	0.23563	0.00000	0.38235	0.37970	0.00000	0.39037	0.36995	0.00000
641	fl	pl	NC_036838.1	8455159	-0.04348	0.12971	0.00000	-0.01266	0.25365	0.00000	-0.02530	0.29967	0.00000
656	fl	pl	NC_036838.1	8618760	0.03883	-0.01940	0.00000	0.03047	0.06032	0.00000	0.42656	0.20363	0.00000
671	fl	pl	NC_036838.1	8793516	-0.32663	-0.06355	0.00000	-0.04279	0.01916	0.00000	0.24465	0.07490	0.00000
678	fl	pl	NC_036838.1	8815081	-0.08213	-0.05617	0.00000	-0.01715	0.02485	0.00000	-0.04015	0.06659	0.00000
684	fl	pl	NC_036838.1	8900532	-0.13649	-0.00077	0.00000	-0.01216	0.07175	0.00000	-0.01034	0.06307	0.00000
686	fl	pl	NC_036838.1	8902962	-0.04348	0.00125	0.00000	-0.01266	0.07346	0.00000	-0.02530	0.06348	0.00000
693	fl	pl	NC_036838.1	8955786	0.03030	0.05248	0.00000	0.00809	0.11797	0.00000	-0.05773	0.08068	0.00000
706	fl	pl	NC_036838.1	9074350	1.00000	0.21538	0.00000	1.00000	0.26813	0.00000	0.60959	0.17804	0.00000
707	fl	pl	NC_036838.1	9074331	-0.13649	0.21535	0.00000	-0.01216	0.26810	0.00000	-0.01034	0.17802	0.00000
722	fl	pl	NC_036838.1	9201615	0.21127	0.40635	0.00000	0.16729	0.45676	0.00000	0.05869	0.34827	0.00000
726	fl	pl	NC_036838.1	9278424	1.00000	0.46499	0.00000	1.00000	0.51672	0.00000	0.88199	0.43145	0.00000
732	fl	pl	NC_036838.1	9327670	0.70850	0.45909	0.00000	1.00000	0.50949	0.00000	0.73883	0.45564	0.00000
742	fl	pl	NC_036838.1	9451181	-0.41176	0.37731	0.00000	-0.51579	0.40653	0.00000	-0.03980	0.43854	0.00000
758	fl	pl	NC_036838.1	9609338	-0.32964	0.36309	0.00000	-0.03198	0.39200	0.00000	0.27045	0.42041	0.00000
760	fl	pl	NC_036838.1	9624011	1.00000	0.36219	0.00000	1.00000	0.39459	0.00000	0.89560	0.42022	0.00000
767	fl	pl	NC_036838.1	9642288	0.40496	0.35948	0.00000	0.06372	0.39697	0.00000	0.10261	0.41971	0.00000
771	fl	pl	NC_036838.1	9685503	1.00000	0.34447	0.00000	1.00000	0.39690	0.00000	0.73080	0.41679	0.00000
779	fl	pl	NC_036838.1	9766511	0.24644	0.27808	0.00000	0.84011	0.36466	0.00000	0.76900	0.39912	0.00000
780	fl	pl	NC_036838.1	9766408	0.15344	0.27819	0.00000	0.10781	0.36473	0.00000	0.01724	0.39915	0.00000
795	fl	pl	NC_036838.1	9895570	-0.33043	0.12853	0.00000	-0.02838	0.24950	0.00000	0.41064	0.34506	0.00000
811	fl	pl	NC_036838.1	10009962	1.00000	0.06332	0.00000	1.00000	0.16978	0.00000	0.89560	0.29451	0.00000
812	fl	pl	NC_036838.1	10009825	-0.13649	0.06335	0.00000	-0.01216	0.16984	0.00000	-0.01034	0.29457	0.00000
816	fl	pl	NC_036838.1	10029150	-0.26554	0.06067	0.00000	-0.05536	0.16186	0.00000	0.25357	0.28643	0.00000
819	fl	pl	NC_036838.1	10050109	-0.40000	0.06001	0.00000	-0.48485	0.15494	0.00000	-0.18182	0.27769	0.00000
848	fl	pl	NC_036838.1	10309920	0.50000	0.16317	0.00000	0.53333	0.15084	0.00000	0.32743	0.14887	0.00000
855	fl	pl	NC_036838.1	10356832	0.11927	0.16213	0.00000	0.04693	0.13944	0.00000	0.14925	0.12260	0.00000
859	fl	pl	NC_036838.1	10462401	0.09044	0.12537	0.00000	0.05235	0.09508	0.00000	0.01019	0.07524	0.00000
865	fl	pl	NC_036838.1	10497299	0.03030	0.11137	0.00000	0.01370	0.08047	0.00000	-0.06400	0.06629	0.00000
878	fl	pl	NC_036838.1	10689125	0.09044	-0.03800	0.00000	0.07059	-0.07564	0.00000	0.09414	0.13333	0.00000
888	fl	pl	NC_036838.1	10885844	-0.40000	-0.08448	0.00000	-0.48485	-0.13777	0.00000	-0.03101	0.28603	0.00000
889	fl	pl	NC_036838.1	10886004	-0.38462	-0.08432	0.00000	-0.44643	-0.13761	0.00000	0.59236	0.28608	0.00000
901	fl	pl	NC_036838.1	11075434	1.00000	0.12336	0.00000	1.00000	0.09151	0.00000	0.88219	0.23533	0.00000
905	fl	pl	NC_036838.1	11122047	-0.21212	0.13452	0.00000	-0.25654	0.11463	0.00000	-0.20635	0.20491	0.00000
907	fl	pl	NC_036838.1	11127134	0.09312	0.13452	0.00000	0.00925	0.11614	0.00000	0.00931	0.20162	0.00000
923	fl	pl	NC_036838.1	11304249	-0.04661	0.09981	0.00000	-0.05882	0.15373	0.00000	0.00000	0.15619	0.00000
927	fl	pl	NC_036838.1	11312709	-0.32663	0.10185	0.00000	-0.04279	0.15919	0.00000	-0.00377	0.15981	0.00000
943	fl	pl	NC_036838.1	11475106	0.77649	0.20435	0.00000	0.93237	0.26329	0.00000	0.70859	0.31148	0.00000
974	fl	pl	NC_036838.1	11697678	0.33597	-0.01136	0.00000	0.05948	-0.02407	0.00000	0.02018	0.34249	0.00000
976	fl	pl	NC_036838.1	11739099	-0.03292	-0.04947	0.00000	-0.43182	-0.05423	0.00000	0.62154	0.34277	0.00000
977	fl	pl	NC_036838.1	11738960	-0.32847	-0.04936	0.00000	-0.03662	-0.05415	0.00000	0.26949	0.34276	0.00000
983	fl	pl	NC_036838.1	11802728	-0.33043	-0.09276	0.00000	-0.02838	-0.08021	0.00000	0.41064	0.34734	0.00000
1002	fl	pl	NC_036838.1	12134443	-0.15385	-0.03080	0.00000	-0.17978	-0.02810	0.00000	0.32601	0.31604	0.00000
1012	fl	pl	NC_036838.1	12169932	-0.09346	-0.01753	0.00000	-0.04985	-0.01788	0.00000	0.39400	0.31400	0.00000
1021	fl	pl	NC_036838.1	12235450	0.04079	0.00849	0.00000	-0.00232	0.00098	0.00000	0.07425	0.31110	0.00000
1023	fl	pl	NC_036838.1	12236180	0.17647	0.00881	0.00000	0.17647	0.00120	0.00000	0.44444	0.31110	0.00000
1037	fl	pl	NC_036838.1	12394185	-0.09346	0.14204	0.00000	-0.04985	0.08711	0.00000	0.39400	0.30136	0.00000
1057	fl	pl	NC_036838.1	12549736	0.76271	0.31508	0.00000	0.31469	0.20087	0.00000	0.33883	0.23319	0.00000
1061	fl	pl	NC_036838.1	12591695	0.46463	0.33311	0.00000	0.49401	0.21961	0.00000	0.32294	0.21925	0.00000
1069	fl	pl	NC_036838.1	12670976	0.17949	0.34920	0.00000	0.02141	0.25191	0.00000	-0.00264	0.22011	0.00000
1073	fl	pl	NC_036838.1	12737644	0.03030	0.37016	0.00000	0.01370	0.29610	0.00000	-0.06400	0.26197	0.00000
1085	fl	pl	NC_036838.1	12867236	0.89157	0.43618	0.00000	0.93951	0.41367	0.00000	0.85968	0.40073	0.00000
1091	fl	pl	NC_036838.1	12920297	0.25561	0.45551	0.00000	0.01252	0.45298	0.00000	0.04633	0.44591	0.00000
1095	fl	pl	NC_036838.1	12985213	0.68992	0.46277	0.00000	0.74790	0.48416	0.00000	0.52970	0.47502	0.00000
1098	fl	pl	NC_036838.1	13007487	0.81102	0.46109	0.00000	0.87288	0.49111	0.00000	0.81962	0.47843	0.00000
1099	fl	pl	NC_036838.1	13007544	-0.25373	0.46109	0.00000	-0.06137	0.49113	0.00000	0.52101	0.47844	0.00000
1111	fl	pl	NC_036838.1	13109572	0.89700	0.43017	0.00000	1.00000	0.49578	0.00000	0.64263	0.45593	0.00000
1125	fl	pl	NC_036838.1	13205249	0.41463	0.37629	0.00000	0.48571	0.47283	0.00000	0.24695	0.42038	0.00000
1127	fl	pl	NC_036838.1	13229035	-0.13219	0.36306	0.00000	-0.01481	0.46617	0.00000	-0.11560	0.41699	0.00000
1137	fl	pl	NC_036838.1	13366505	0.85885	0.32619	0.00000	0.93531	0.45347	0.00000	0.89894	0.45756	0.00000
1140	fl	pl	NC_036838.1	13399107	-0.32847	0.32919	0.00000	-0.03662	0.45735	0.00000	0.36542	0.47222	0.00000
1146	fl	pl	NC_036838.1	13473749	0.49091	0.34138	0.00000	0.57940	0.45357	0.00000	0.47040	0.47737	0.00000
1166	fl	pl	NC_036838.1	13775208	0.44615	0.34707	0.00000	0.12775	0.26144	0.00000	0.06044	0.15252	0.00000
1171	fl	pl	NC_036838.1	13836441	1.00000	0.29158	0.00000	1.00000	0.22844	0.00000	0.55381	0.12946	0.00000
1176	fl	pl	NC_036838.1	13882837	-0.09992	0.24543	0.00000	-0.02309	0.20238	0.00000	-0.04587	0.11703	0.00000
1186	fl	pl	NC_036838.1	13980798	-0.07865	0.12987	0.00000	-0.00735	0.12754	0.00000	0.05316	0.08842	0.00000
1212	fl	pl	NC_036838.1	14206048	0.02041	0.01303	0.00000	0.00826	0.07226	0.00000	0.05904	0.10030	0.00000
1213	fl	pl	NC_036838.1	14206067	0.17949	0.01303	0.00000	0.02141	0.07227	0.00000	-0.00264	0.10031	0.00000
1219	fl	pl	NC_036838.1	14270938	-0.32964	0.03804	0.00000	-0.03198	0.11270	0.00000	0.27045	0.13353	0.00000
1220	fl	pl	NC_036838.1	14270851	-0.13219	0.03799	0.00000	-0.01481	0.11264	0.00000	-0.11560	0.13349	0.00000
1229	fl	pl	NC_036838.1	14403265	-0.13649	0.13241	0.00000	-0.01216	0.22871	0.00000	-0.01034	0.21619	0.00000
1230	fl	pl	NC_036838.1	14429184	-0.05882	0.15303	0.00000	-0.06061	0.25226	0.00000	0.34483	0.23201	0.00000
1231	fl	pl	NC_036838.1	14429136	0.27586	0.15299	0.00000	0.30332	0.25222	0.00000	0.22273	0.23198	0.00000
1236	fl	pl	NC_036838.1	14463337	0.82439	0.17921	0.00000	1.00000	0.28212	0.00000	0.73550	0.25185	0.00000
1237	fl	pl	NC_036838.1	14463407	0.79399	0.17926	0.00000	1.00000	0.28218	0.00000	0.40000	0.25189	0.00000
1257	fl	pl	NC_036838.1	14813201	-0.32847	-0.08914	0.00000	-0.03662	-0.02394	0.00000	0.12844	0.23498	0.00000
1275	fl	pl	NC_036838.1	14982549	-0.30146	0.18852	0.00000	-0.39636	0.06378	0.00000	0.21602	0.32553	0.00000
1283	fl	pl	NC_036838.1	15070283	0.78808	0.33012	0.00000	0.31733	0.18886	0.00000	0.49835	0.34755	0.00000
1301	fl	pl	NC_036838.1	15223619	1.00000	0.32670	0.00000	1.00000	0.24299	0.00000	0.76398	0.27949	0.00000
1306	fl	pl	NC_036838.1	15271542	0.37546	0.29004	0.00000	0.37546	0.22051	0.00000	0.30000	0.25192	0.00000
1308	fl	pl	NC_036838.1	15335652	-0.26316	0.23739	0.00000	-0.11628	0.18165	0.00000	-0.10169	0.22065	0.00000
1309	fl	pl	NC_036838.1	15335541	0.07609	0.23748	0.00000	0.10714	0.18172	0.00000	-0.22277	0.22070	0.00000
1310	fl	pl	NC_036838.1	15343727	0.05485	0.23091	0.00000	-0.00465	0.17667	0.00000	-0.01604	0.21749	0.00000
1311	fl	pl	NC_036838.1	15343918	0.29499	0.23076	0.00000	0.03516	0.17656	0.00000	0.13943	0.21742	0.00000
1313	fl	pl	NC_036838.1	15363494	-0.09346	0.21496	0.00000	-0.04985	0.16408	0.00000	0.39400	0.21046	0.00000
1334	fl	pl	NC_036838.1	15710507	-0.26554	0.01967	0.00000	-0.05536	0.04600	0.00000	0.37248	0.16270	0.00000
1335	fl	pl	NC_036838.1	15710527	-0.05274	0.01967	0.00000	0.31018	0.04600	0.00000	0.56196	0.16269	0.00000
1340	fl	pl	NC_036838.1	15777564	0.22581	0.02199	0.00000	0.18919	0.03343	0.00000	0.22131	0.13957	0.00000
1341	fl	pl	NC_036838.1	15777560	-0.00246	0.02199	0.00000	-0.00061	0.03343	0.00000	0.02149	0.13957	0.00000
1344	fl	pl	NC_036838.1	15808588	0.44615	0.02195	0.00000	0.12775	0.02637	0.00000	0.06044	0.12995	0.00000
1345	fl	pl	NC_036838.1	15808578	-0.17602	0.02195	0.00000	-0.06845	0.02637	0.00000	0.36227	0.12996	0.00000
1350	fl	pl	NC_036838.1	15849722	-0.08213	0.02121	0.00000	-0.01715	0.01563	0.00000	-0.04015	0.11769	0.00000
1352	fl	pl	NC_036838.1	15857509	-0.12821	0.02087	0.00000	-0.01650	0.01341	0.00000	-0.11111	0.11564	0.00000
1355	fl	pl	NC_036838.1	15880671	0.01099	0.01956	0.00000	0.00302	0.00649	0.00000	-0.02610	0.10997	0.00000
1366	fl	pl	NC_036838.1	15976893	-0.07480	0.01122	0.00000	-0.00779	-0.02451	0.00000	0.12721	0.09568	0.00000
1368	fl	pl	NC_036838.1	15993711	0.04000	0.01105	0.00000	-1.28571	-0.02820	0.00000	0.22973	0.09615	0.00000
1376	fl	pl	NC_036838.1	16164814	-0.00535	0.08730	0.00000	0.07981	0.04834	0.00000	0.16712	0.16525	0.00000
1394	fl	pl	NC_036838.1	16374583	0.42029	0.39900	0.00000	0.42029	0.39189	0.00000	0.23913	0.33760	0.00000
1398	fl	pl	NC_036838.1	16435662	0.59383	0.39835	0.00000	0.54740	0.39694	0.00000	0.52317	0.32765	0.00000
1418	fl	pl	NC_036838.1	16699584	-0.12150	0.18459	0.00000	-0.01839	0.23170	0.00000	-0.08813	0.16493	0.00000
1419	fl	pl	NC_036838.1	16699608	-0.12821	0.18458	0.00000	-0.01650	0.23169	0.00000	-0.10680	0.16492	0.00000
1425	fl	pl	NC_036838.1	16723681	1.00000	0.17347	0.00000	1.00000	0.22101	0.00000	0.80808	0.16135	0.00000
1426	fl	pl	NC_036838.1	16723633	-0.04348	0.17349	0.00000	-0.01266	0.22103	0.00000	-0.02530	0.16136	0.00000
1443	fl	pl	NC_036838.1	17032675	-0.40000	-0.09073	0.00000	-0.48485	-0.07843	0.00000	0.22161	0.17600	0.00000
1448	fl	pl	NC_036838.1	17129637	0.09434	-0.08934	0.00000	0.10000	-0.06707	0.00000	0.11699	0.15549	0.00000
1450	fl	pl	NC_036838.1	17139454	0.00826	-0.08768	0.00000	0.00208	-0.06419	0.00000	0.28030	0.15249	0.00000
1453	fl	pl	NC_036838.1	17150381	0.15789	-0.08555	0.00000	0.15789	-0.06110	0.00000	0.01042	0.15009	0.00000
1454	fl	pl	NC_036838.1	17150556	-0.23711	-0.08552	0.00000	-0.06825	-0.06105	0.00000	0.16667	0.15003	0.00000
1467	fl	pl	NC_036838.1	17350836	-0.07006	-0.06154	0.00000	-0.01664	-0.01607	0.00000	-0.11328	0.03843	0.00000
1515	fl	pl	NC_036838.1	18188980	0.93233	0.39247	0.00000	1.00000	0.33803	0.00000	0.90380	0.44448	0.00000
1519	fl	pl	NC_036838.1	18226626	0.20904	0.37151	0.00000	0.07197	0.30877	0.00000	0.15764	0.42846	0.00000
1520	fl	pl	NC_036838.1	18226236	0.17949	0.37173	0.00000	0.17949	0.30908	0.00000	0.32743	0.42863	0.00000
1532	fl	pl	NC_036838.1	18334937	1.00000	0.31150	0.00000	1.00000	0.21826	0.00000	0.51547	0.37450	0.00000
1536	fl	pl	NC_036838.1	18339212	-0.36585	0.30932	0.00000	-0.66737	0.21482	0.00000	0.24336	0.37218	0.00000
1549	fl	pl	NC_036838.1	18536957	-0.02595	0.28900	0.00000	-0.00509	0.13416	0.00000	0.07639	0.28014	0.00000
1550	fl	pl	NC_036838.1	18536914	0.53091	0.28898	0.00000	0.26857	0.13416	0.00000	0.44429	0.28015	0.00000
1567	fl	pl	NC_036838.1	18688323	0.80851	0.34336	0.00000	0.31933	0.14496	0.00000	0.64203	0.23068	0.00000
1573	fl	pl	NC_036838.1	18720512	-0.06743	0.35784	0.00000	-0.01296	0.15205	0.00000	-0.03448	0.22188	0.00000
1580	fl	pl	NC_036838.1	18829626	0.56989	0.40619	0.00000	0.30636	0.18684	0.00000	0.01544	0.21220	0.00000
1584	fl	pl	NC_036838.1	18883611	0.40496	0.43824	0.00000	0.06372	0.22828	0.00000	0.10261	0.24569	0.00000
1593	fl	pl	NC_036838.1	19091208	0.68750	0.50483	0.00000	0.55696	0.46667	0.00000	0.64552	0.57242	0.00000
1598	fl	pl	NC_036838.1	19144966	1.00000	0.47940	0.00000	1.00000	0.48333	0.00000	0.94780	0.61669	0.00000
1604	fl	pl	NC_036838.1	19198525	-0.27434	0.44632	0.00000	-0.05024	0.47981	0.00000	0.39873	0.63821	0.00000
1646	fl	pl	NC_036838.1	19660118	0.11033	0.35433	0.00000	0.01023	0.42380	0.00000	-0.00927	0.29261	0.00000
1650	fl	pl	NC_036838.1	19674166	0.65459	0.35574	0.00000	1.00000	0.42621	0.00000	0.46479	0.29972	0.00000
1655	fl	pl	NC_036838.1	19748055	1.00000	0.36117	0.00000	1.00000	0.43728	0.00000	0.60959	0.33891	0.00000
1658	fl	pl	NC_036838.1	19774312	-0.13475	0.36086	0.00000	-0.01337	0.43915	0.00000	-0.07846	0.35226	0.00000
1659	fl	pl	NC_036838.1	19774393	-0.08213	0.36086	0.00000	-0.01715	0.43916	0.00000	-0.03406	0.35231	0.00000
1665	fl	pl	NC_036838.1	19833172	1.00000	0.35731	0.00000	1.00000	0.44087	0.00000	0.89560	0.38126	0.00000
1666	fl	pl	NC_036838.1	19833094	1.00000	0.35732	0.00000	1.00000	0.44088	0.00000	0.73080	0.38122	0.00000
1667	fl	pl	NC_036838.1	19866105	-0.32964	0.35144	0.00000	-0.03198	0.43816	0.00000	0.53859	0.39468	0.00000
1690	fl	pl	NC_036838.1	20026539	0.10448	0.23572	0.00000	0.21875	0.33537	0.00000	0.28030	0.36464	0.00000
1720	fl	pl	NC_036838.1	20210404	-0.08127	-0.03871	0.00000	-0.00688	0.06422	0.00000	0.01223	0.09568	0.00000
1739	fl	pl	NC_036838.1	20451104	-0.32353	0.08202	0.00000	-0.05140	0.21115	0.00000	-0.08251	0.17674	0.00000
1753	fl	pl	NC_036838.1	20669608	1.00000	0.39790	0.00000	1.00000	0.41606	0.00000	0.89560	0.35967	0.00000
1758	fl	pl	NC_036838.1	20763564	-0.12500	0.42003	0.00000	-0.13793	0.42208	0.00000	-0.14765	0.36735	0.00000
1779	fl	pl	NC_036838.1	21030246	0.87421	0.65466	0.00000	1.00000	0.65605	0.00000	0.91121	0.58926	0.00000
1782	fl	pl	NC_036838.1	21041873	0.90273	0.65561	0.00000	1.00000	0.65749	0.00000	0.92762	0.59080	0.00000
1783	fl	pl	NC_036838.1	21041857	1.00000	0.65561	0.00000	1.00000	0.65749	0.00000	0.89560	0.59080	0.00000
1784	fl	pl	NC_036838.1	21052187	0.20354	0.65560	0.00000	0.02270	0.65816	0.00000	-0.01544	0.59145	0.00000
1795	fl	pl	NC_036838.1	21193464	1.00000	0.58901	0.00000	1.00000	0.60758	0.00000	0.89560	0.54167	0.00000
