# Population lc	G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,G14,G15,G16,G23,G24
# Population fl	R05,Y01,Y02,Y03
# Population pl	PL01,PL02,PL03,PL04,PL05,PL06,PL07,PL08,PL09,PL10
# Group defaultgrp	lc,fl,pl
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
99	10133|10|367	-365	0.31851	0.26013	0.00000	0.01577	0.06411	0.00000	0.08455	0.17407	0.00000
100	10134|10|438	-436	-0.06677	-0.06677	0.00000	-0.00553	-0.00553	0.00000	0.02457	0.02457	0.00000
104	10138|13|477	151	0.16766	0.16766	0.00000	0.03239	0.03239	0.00000	0.10882	0.10882	0.00000
116	10150|8|407	-405	0.02519	0.02519	0.00000	0.01211	0.01211	0.00000	0.48321	0.48321	0.00000
117	10151|10|420	-418	-0.04783	-0.04783	0.00000	-0.00186	-0.00186	0.00000	0.02839	0.02839	0.00000
120	10155|10|375	-373	0.00197	0.17298	0.00000	0.00019	0.02712	0.00000	-0.01266	0.14067	0.00000
121	10157|19|376	-374	0.31716	0.17298	0.00000	0.04982	0.02712	0.00000	0.26995	0.14067	0.00000
122	10158|14|455	-425	0.00952	0.00952	0.00000	0.00126	0.00126	0.00000	0.01133	0.01133	0.00000
124	10160|16|480	-478	1.00000	0.57770	0.00000	0.83721	0.46732	0.00000	0.68143	0.68143	0.00000
125	10162|8|466	-463	0.04712	0.57770	0.00000	0.00260	0.46732	0.00000	-nan	0.68143	0.00000
127	10165|14|472	-470	0.55449	0.55449	0.00000	0.71857	0.71857	0.00000	0.50086	0.50086	0.00000
129	10169|9|425	-423	0.11763	0.11763	0.00000	0.03716	0.03716	0.00000	0.59290	0.59290	0.00000
131	10176|23|496	-493	0.50666	0.50666	0.00000	0.36409	0.36409	0.00000	0.23524	0.23524	0.00000
134	1018|8|486	-483	-0.18987	-0.18987	0.00000	-0.21552	-0.21552	0.00000	0.04892	0.04892	0.00000
137	10185|14|485	-483	-0.05439	-0.05439	0.00000	-0.00278	-0.00278	0.00000	0.07431	0.07431	0.00000
139	10189|13|533	-531	-0.20000	-0.20000	0.00000	-0.23529	-0.23529	0.00000	0.31913	0.31913	0.00000
140	1019|8|412	-410	-0.04629	-0.04629	0.00000	-0.00238	-0.00238	0.00000	-0.05448	-0.05448	0.00000
142	10193|16|521	-478	-0.00386	-0.00386	0.00000	-0.00016	-0.00016	0.00000	0.00774	0.00774	0.00000
144	10197|13|453	-451	0.22075	0.22075	0.00000	0.09368	0.09368	0.00000	0.07035	0.07035	0.00000
146	10201|14|453	-451	-0.11250	-0.11250	0.00000	-0.12400	-0.12400	0.00000	0.02790	0.02790	0.00000
149	10203|15|406	-404	0.03951	0.03951	0.00000	0.00621	0.00621	0.00000	0.22356	0.22356	0.00000
155	10208|11|405	-403	-0.00239	-0.00239	0.00000	-0.00023	-0.00023	0.00000	-nan	-nan	0.00000
157	10210|13|481	-479	0.90045	0.72309	0.00000	0.79277	0.67908	0.00000	0.56599	0.52281	0.00000
158	10211|12|444	-442	0.54573	0.72309	0.00000	0.56538	0.67908	0.00000	0.47964	0.52281	0.00000
159	10212|17|452	-450	-0.11063	0.17675	0.00000	-0.12965	0.02544	0.00000	0.17862	0.32885	0.00000
160	10213|16|458	-456	0.49896	0.17675	0.00000	0.19933	0.02544	0.00000	0.49729	0.32885	0.00000
164	10218|15|432	-430	-0.04031	-0.04031	0.00000	-0.00158	-0.00158	0.00000	0.00117	0.00117	0.00000
165	1022|14|457	-455	-0.02315	-0.02315	0.00000	-0.00103	-0.00103	0.00000	-nan	-nan	0.00000
167	10221|10|212	-210	0.31085	0.31085	0.00000	0.01519	0.01519	0.00000	0.09333	0.09333	0.00000
170	10223|17|509	-507	-0.10558	0.25126	0.00000	-0.12260	0.03014	0.00000	0.19217	0.40349	0.00000
171	10224|14|446	-444	0.53218	0.25126	0.00000	0.15039	0.03014	0.00000	0.56985	0.40349	0.00000
172	10225|15|479	-458	-0.05797	-0.05797	0.00000	-0.00280	-0.00280	0.00000	-0.04095	-0.04095	0.00000
174	1023|15|404	-402	0.01396	0.01396	0.00000	-0.01104	-0.01104	0.00000	0.04025	0.04025	0.00000
177	10234|19|445	-443	0.04192	0.04192	0.00000	0.00198	0.00198	0.00000	-nan	-nan	0.00000
180	1024|14|409	-407	0.29084	0.09893	0.00000	0.16714	0.06936	0.00000	0.21171	0.09048	0.00000
181	10240|10|368	-366	-0.04031	0.09893	0.00000	-0.00158	0.06936	0.00000	0.00254	0.09048	0.00000
183	10242|9|326	-324	1.00000	1.00000	0.00000	0.90164	0.90164	0.00000	0.72188	0.72188	0.00000
184	10244|17|468	-466	-0.09908	0.24434	0.00000	-0.12197	0.46510	0.00000	0.33398	0.48124	0.00000
185	10246|13|382	-380	0.45781	0.24434	0.00000	0.83003	0.46510	0.00000	0.57278	0.48124	0.00000
188	1025|25|497	-495	0.14289	0.14289	0.00000	0.47160	0.47160	0.00000	0.40282	0.40282	0.00000
191	10252|10|469	-467	-0.11801	-0.00198	0.00000	-0.12944	-0.01668	0.00000	-0.00597	0.03414	0.00000
192	10253|13|478	-476	0.07903	-0.00198	0.00000	0.06204	-0.01668	0.00000	0.06215	0.03414	0.00000
195	10257|16|469	-467	-0.09761	-0.09761	0.00000	-0.00540	-0.00540	0.00000	0.15875	0.15875	0.00000
198	10261|16|424	-422	0.52202	0.52202	0.00000	0.76746	0.76746	0.00000	0.84543	0.84543	0.00000
207	10270|9|425	-423	0.81196	0.81196	0.00000	0.28946	0.28946	0.00000	0.63715	0.63715	0.00000
208	10272|13|476	-474	0.10204	0.23934	0.00000	0.04828	0.07695	0.00000	0.24860	0.29160	0.00000
209	10273|19|397	-395	0.31561	0.23934	0.00000	0.09288	0.07695	0.00000	0.31549	0.29160	0.00000
213	10276|15|447	-445	-0.07428	-0.00621	0.00000	-0.08030	-0.02256	0.00000	0.34802	0.11373	0.00000
214	10277|13|538	-502	0.02420	-0.00621	0.00000	0.00324	-0.02256	0.00000	0.00904	0.11373	0.00000
215	10278|17|497	-495	0.60229	0.37144	0.00000	0.51122	0.26472	0.00000	0.37330	0.29502	0.00000
216	10281|12|365	-363	0.18016	0.37144	0.00000	0.06047	0.26472	0.00000	0.23017	0.29502	0.00000
217	10282|8|457	-422	0.21225	0.09854	0.00000	0.13583	0.05843	0.00000	0.13876	0.17441	0.00000
218	10283|8|381	-379	-0.00408	0.09854	0.00000	-0.01142	0.05843	0.00000	0.20658	0.17441	0.00000
219	10284|17|494	-492	0.25347	0.27221	0.00000	0.10149	0.13637	0.00000	0.42020	0.32860	0.00000
220	10285|14|455	-453	0.29383	0.27221	0.00000	0.17662	0.13637	0.00000	0.22291	0.32860	0.00000
221	10288|9|341	-339	-0.07270	-0.07270	0.00000	-0.00656	-0.00656	0.00000	-0.02622	-0.02622	0.00000
223	10290|17|437	-435	0.35818	0.38735	0.00000	0.28037	0.35453	0.00000	0.43180	0.46837	0.00000
224	10292|23|508	-491	0.41653	0.38735	0.00000	0.42869	0.35453	0.00000	0.50494	0.46837	0.00000
225	10294|14|468	-466	0.05223	0.11856	0.00000	0.00995	0.07651	0.00000	-0.03448	0.18668	0.00000
226	10295|9|373	-371	0.19136	0.11856	0.00000	0.14957	0.07651	0.00000	0.42942	0.18668	0.00000
229	10299|18|378	-376	0.16698	0.16698	0.00000	0.02274	0.02274	0.00000	0.06424	0.06424	0.00000
233	10304|17|390	-388	0.03960	0.03960	0.00000	-0.00399	-0.00399	0.00000	0.60441	0.60441	0.00000
236	10309|21|497	-495	0.63874	0.63874	0.00000	0.54320	0.54320	0.00000	0.34402	0.34402	0.00000
240	10310|16|483	-481	0.44510	0.44510	0.00000	0.37057	0.37057	0.00000	0.30374	0.30374	0.00000
244	10314|18|507	-460	0.69502	0.69502	0.00000	0.56431	0.56431	0.00000	0.54614	0.54614	0.00000
246	10322|14|490	-488	0.64317	0.64317	0.00000	0.58181	0.58181	0.00000	0.43997	0.43997	0.00000
248	10323|30|468	-466	0.03967	-0.03752	0.00000	0.04230	-0.04226	0.00000	0.24314	0.07697	0.00000
250	10324|27|455	-453	-0.13235	-0.03752	0.00000	-0.14614	-0.04226	0.00000	-0.12718	0.07697	0.00000
252	10327|19|471	-469	-0.11111	-0.11111	0.00000	-0.12179	-0.12179	0.00000	0.36489	0.36489	0.00000
253	10329|10|454	-452	0.00490	-0.00534	0.00000	0.00021	0.01204	0.00000	0.03097	0.18379	0.00000
254	1033|12|481	-475	-0.03175	-0.00534	0.00000	0.04255	0.01204	0.00000	0.57789	0.18379	0.00000
255	10330|10|421	-419	-0.07793	0.57200	0.00000	0.20094	0.18374	0.00000	0.54710	0.53470	0.00000
256	10331|20|502	-500	1.00000	0.57200	0.00000	0.17241	0.18374	0.00000	0.52654	0.53470	0.00000
261	10337|26|472	-470	0.00891	0.00891	0.00000	0.00036	0.00036	0.00000	0.03259	0.03259	0.00000
263	1034|12|486	-484	0.10444	0.00263	0.00000	0.04296	-0.03739	0.00000	0.18884	0.05748	0.00000
264	10341|21|507	-505	-0.10468	0.00263	0.00000	-0.12207	-0.03739	0.00000	-0.08098	0.05748	0.00000
268	10344|13|396	-394	0.42233	0.42233	0.00000	0.27715	0.27715	0.00000	0.36844	0.36844	0.00000
270	10347|10|439	-434	-0.01796	-0.01796	0.00000	-0.00081	-0.00081	0.00000	0.03248	0.03248	0.00000
271	10348|14|480	-478	0.71429	0.71429	0.00000	0.58784	0.58784	0.00000	0.43660	0.43660	0.00000
274	10351|15|390	-388	0.33226	0.59404	0.00000	0.17842	0.48379	0.00000	0.46965	0.53187	0.00000
275	10352|17|410	-408	0.82503	0.59404	0.00000	0.75323	0.48379	0.00000	0.58676	0.53187	0.00000
276	10353|19|504	-474	0.76484	0.47017	0.00000	0.62340	0.42406	0.00000	0.65358	0.48667	0.00000
277	10354|22|546	-472	0.17551	0.47017	0.00000	0.22472	0.42406	0.00000	0.31975	0.48667	0.00000
285	1036|8|431	-429	-0.03202	-0.03202	0.00000	-0.02168	-0.02168	0.00000	0.04901	0.04901	0.00000
286	10360|9|416	-414	0.54672	0.54672	0.00000	0.68265	0.68265	0.00000	0.66322	0.66322	0.00000
291	10368|15|447	-445	0.44505	0.44505	0.00000	0.42697	0.42697	0.00000	0.33321	0.33321	0.00000
295	10372|32|557	-555	-0.08800	-0.08800	0.00000	-0.09505	-0.09505	0.00000	0.02087	0.02087	0.00000
297	10375|14|527	-525	-0.05344	-0.02948	0.00000	-0.00247	-0.00134	0.00000	0.22592	0.12289	0.00000
298	10376|15|397	-395	-0.00845	-0.02948	0.00000	-0.00035	-0.00134	0.00000	0.03248	0.12289	0.00000
299	10377|21|444	-442	0.49331	0.49331	0.00000	0.25110	0.25110	0.00000	0.21659	0.21659	0.00000
301	10380|15|441	-439	-0.12326	-0.12326	0.00000	-0.13660	-0.13660	0.00000	0.27730	0.27730	0.00000
307	10388|9|319	-317	-0.05287	-0.04401	0.00000	-0.00223	-0.00289	0.00000	0.02143	0.02143	0.00000
308	10389|11|420	-418	-0.03140	-0.04401	0.00000	-0.00382	-0.00289	0.00000	-nan	0.02143	0.00000
309	1039|12|418	-416	0.13803	0.13803	0.00000	0.05461	0.05461	0.00000	0.63775	0.63775	0.00000
313	10399|15|408	-406	0.41818	0.19591	0.00000	0.23923	0.10913	0.00000	-nan	0.19187	0.00000
315	10400|15|467	-465	-0.04071	0.19591	0.00000	-0.02936	0.10913	0.00000	0.19187	0.19187	0.00000
316	10403|21|464	-462	0.06883	0.03885	0.00000	0.06675	0.03768	0.00000	0.39569	0.41246	0.00000
317	10405|10|456	-453	0.00000	0.03885	0.00000	0.00000	0.03768	0.00000	0.43419	0.41246	0.00000
318	10406|12|417	-406	-0.06967	-0.06967	0.00000	-0.00602	-0.00602	0.00000	-0.01701	-0.01701	0.00000
323	10410|8|424	-422	-0.06967	0.27284	0.00000	-0.00602	0.27798	0.00000	-0.01701	0.33021	0.00000
324	10412|16|515	-505	0.66548	0.27284	0.00000	0.60354	0.27798	0.00000	0.72824	0.33021	0.00000
325	10413|9|448	-435	0.00583	-0.02140	0.00000	0.00028	-0.00085	0.00000	0.05742	0.03835	0.00000
326	10415|14|432	-427	-0.04529	-0.02140	0.00000	-0.00184	-0.00085	0.00000	0.02161	0.03835	0.00000
330	10420|17|434	-432	1.00000	1.00000	0.00000	0.20000	0.20000	0.00000	0.45337	0.45337	0.00000
331	10423|15|435	-433	1.00000	0.54304	0.00000	0.15094	0.07753	0.00000	0.57550	0.30816	0.00000
332	10425|16|461	-459	0.06664	0.54304	0.00000	0.00100	0.07753	0.00000	0.02943	0.30816	0.00000
333	10426|10|544	-514	-0.04935	-0.04935	0.00000	-0.00200	-0.00200	0.00000	0.41786	0.41786	0.00000
335	10429|10|373	-371	0.56162	0.56162	0.00000	0.38021	0.38021	0.00000	0.25591	0.25591	0.00000
338	10432|20|447	-445	-0.13102	-0.13102	0.00000	-0.08841	-0.08841	0.00000	0.16261	0.16261	0.00000
339	10434|38|569	-541	-0.10753	-0.10753	0.00000	-0.11727	-0.11727	0.00000	0.10810	0.10810	0.00000
341	10437|15|398	-396	-0.11896	0.36198	0.00000	-0.02484	0.41024	0.00000	0.07618	0.38502	0.00000
342	10438|11|473	-471	0.76047	0.36198	0.00000	0.77074	0.41024	0.00000	0.64091	0.38502	0.00000
346	10444|26|489	-487	-0.06327	-0.06327	0.00000	-0.00265	-0.00265	0.00000	0.30029	0.30029	0.00000
349	10446|9|354	-352	0.00457	0.00457	0.00000	0.00019	0.00019	0.00000	0.03259	0.03259	0.00000
350	10447|17|325	-323	0.11219	0.11219	0.00000	0.06590	0.06590	0.00000	0.17933	0.17933	0.00000
352	10449|15|489	-487	-0.01521	-0.01521	0.00000	-0.00085	-0.00085	0.00000	0.15467	0.15467	0.00000
354	10452|9|465	-463	0.51049	0.28698	0.00000	0.80159	0.40930	0.00000	0.55592	0.37353	0.00000
355	10453|19|515	-513	0.06347	0.28698	0.00000	0.01700	0.40930	0.00000	0.19113	0.37353	0.00000
356	10454|13|387	-385	-0.06211	-0.06211	0.00000	-0.00285	-0.00285	0.00000	0.27432	0.27432	0.00000
361	10458|9|359	-357	0.69036	0.19787	0.00000	1.00000	0.37162	0.00000	0.98202	0.43825	0.00000
362	10459|14|499	-497	-0.09761	0.19787	0.00000	-0.00540	0.37162	0.00000	0.11199	0.43825	0.00000
365	10462|8|420	-418	-0.06994	-0.06994	0.00000	-0.05334	-0.05334	0.00000	0.35695	0.35695	0.00000
367	10464|13|485	-442	-0.15907	-0.01511	0.00000	-0.09680	-0.02675	0.00000	0.36873	0.28628	0.00000
368	10465|18|498	-496	0.06859	-0.01511	0.00000	0.01397	-0.02675	0.00000	0.23835	0.28628	0.00000
369	10466|11|532	-446	0.09661	0.09661	0.00000	0.00664	0.00664	0.00000	-nan	-nan	0.00000
372	1047|9|414	-412	-0.11421	-0.11421	0.00000	-0.12164	-0.12164	0.00000	-0.01735	-0.01735	0.00000
377	10475|12|496	-494	-0.02722	-0.02722	0.00000	-0.00258	-0.00258	0.00000	0.28972	0.28972	0.00000
382	10482|14|375	-373	0.60147	0.60147	0.00000	0.50516	0.50516	0.00000	0.72470	0.72470	0.00000
390	10493|13|551	-540	-0.03182	0.30005	0.00000	0.02141	0.28832	0.00000	0.21997	0.46707	0.00000
393	10494|18|418	-416	0.53931	0.30005	0.00000	0.48075	0.28832	0.00000	0.64521	0.46707	0.00000
401	10503|10|430	-428	0.75689	0.46144	0.00000	0.28817	0.17123	0.00000	0.57011	0.41755	0.00000
402	10504|19|489	-487	0.15225	0.46144	0.00000	0.04886	0.17123	0.00000	0.25790	0.41755	0.00000
404	10506|14|470	-468	0.52122	0.52122	0.00000	0.40402	0.40402	0.00000	0.29628	0.29628	0.00000
408	10510|10|487	-480	-0.05287	-0.05287	0.00000	-0.00223	-0.00223	0.00000	-0.00853	-0.00853	0.00000
410	10514|17|431	-429	-0.01116	-0.01116	0.00000	0.00338	0.00338	0.00000	0.03803	0.03803	0.00000
412	10517|9|384	-382	0.08141	0.08141	0.00000	0.01737	0.01737	0.00000	-0.03659	-0.03659	0.00000
417	10522|17|459	-457	-0.11621	-0.11621	0.00000	-0.13984	-0.13984	0.00000	0.13241	0.13241	0.00000
421	10528|10|431	-429	-0.02223	-0.02223	0.00000	-0.00222	-0.00222	0.00000	0.18694	0.18694	0.00000
424	1053|27|486	-484	-0.01021	-0.01021	0.00000	-0.00089	-0.00089	0.00000	0.01729	0.01729	0.00000
426	10533|16|441	-439	-0.13339	-0.07745	0.00000	0.22161	0.07550	0.00000	0.31864	0.12886	0.00000
427	10535|16|554	-508	-0.04783	-0.07745	0.00000	-0.00186	0.07550	0.00000	0.02839	0.12886	0.00000
430	10537|12|472	-470	0.11632	0.11632	0.00000	0.18999	0.18999	0.00000	0.64432	0.64432	0.00000
439	10552|21|458	-456	0.01095	-0.04718	0.00000	0.00112	-0.06126	0.00000	-0.00319	0.00883	0.00000
440	10553|14|517	-515	-0.11940	-0.04718	0.00000	-0.13877	-0.06126	0.00000	0.02377	0.00883	0.00000
441	10555|16|440	-438	0.52684	0.36828	0.00000	0.43836	0.23189	0.00000	0.64139	0.47674	0.00000
442	10555|16|440	-231	0.04361	0.36828	0.00000	-0.19088	0.23189	0.00000	0.13958	0.47674	0.00000
447	10562|8|502	-472	0.39670	0.39670	0.00000	0.34858	0.34858	0.00000	0.31509	0.31509	0.00000
449	10565|24|354	-347	-0.12453	-0.12453	0.00000	-0.14379	-0.14379	0.00000	0.29841	0.29841	0.00000
452	10567|9|452	-450	-0.03135	-0.03135	0.00000	-0.00155	-0.00155	0.00000	0.33760	0.33760	0.00000
453	1057|16|535	-502	0.25895	0.25895	0.00000	0.56767	0.56767	0.00000	0.76798	0.76798	0.00000
457	10576|18|456	-454	-0.11893	-0.11893	0.00000	-0.13984	-0.13984	0.00000	0.17860	0.17860	0.00000
460	10580|15|453	-444	0.35500	0.35500	0.00000	0.18225	0.18225	0.00000	0.49890	0.49890	0.00000
466	10588|13|497	-419	0.01150	0.01150	0.00000	0.00129	0.00129	0.00000	0.49507	0.49507	0.00000
467	10589|17|497	-482	0.00997	-0.00827	0.00000	0.00203	0.00070	0.00000	0.20510	0.10136	0.00000
468	1059|11|428	-426	-0.02576	-0.00827	0.00000	-0.00056	0.00070	0.00000	0.00186	0.10136	0.00000
469	10595|19|471	-469	0.08916	0.03273	0.00000	0.00767	0.00276	0.00000	0.04603	0.13445	0.00000
470	10596|23|460	-458	-0.03123	0.03273	0.00000	-0.00281	0.00276	0.00000	0.23467	0.13445	0.00000
471	10598|17|378	-376	0.64004	0.27814	0.00000	0.19031	0.08539	0.00000	0.60486	0.43708	0.00000
472	10599|10|517	-478	-0.01941	0.27814	0.00000	-0.00088	0.08539	0.00000	0.29912	0.43708	0.00000
473	106|12|487	-485	-0.06024	-0.06024	0.00000	-0.06361	-0.06361	0.00000	-0.08215	-0.08215	0.00000
477	10602|23|434	-432	0.49934	0.42136	0.00000	0.24529	0.18470	0.00000	0.47007	0.45844	0.00000
478	10603|13|542	-507	0.33137	0.42136	0.00000	0.11479	0.18470	0.00000	0.44502	0.45844	0.00000
480	10606|28|531	-527	0.01396	0.01396	0.00000	-0.01607	-0.01607	0.00000	0.52028	0.52028	0.00000
481	1061|22|395	-393	0.19692	0.09682	0.00000	0.10027	0.04811	0.00000	0.09723	0.06371	0.00000
482	10610|17|463	-461	0.00490	0.09682	0.00000	0.00021	0.04811	0.00000	0.03293	0.06371	0.00000
484	10615|11|372	-370	-0.05463	-0.05463	0.00000	-0.00241	-0.00241	0.00000	0.29438	0.29438	0.00000
486	10617|10|417	-415	0.31085	0.31085	0.00000	0.01519	0.01519	0.00000	0.09333	0.09333	0.00000
487	10618|15|486	-484	0.38381	0.38381	0.00000	0.14393	0.14393	0.00000	0.13636	0.13636	0.00000
491	10626|15|454	-452	0.27611	0.27611	0.00000	0.14239	0.14239	0.00000	0.04570	0.04570	0.00000
494	10629|23|482	-480	0.68798	0.68798	0.00000	0.44852	0.44852	0.00000	0.36784	0.36784	0.00000
498	10632|13|448	-446	-0.06977	-0.06977	0.00000	-0.07418	-0.07418	0.00000	-0.07514	-0.07514	0.00000
500	10635|11|414	-412	-0.00450	0.07884	0.00000	0.03310	0.01406	0.00000	0.51413	0.16877	0.00000
501	10636|17|399	-397	0.11976	0.07884	0.00000	0.00472	0.01406	0.00000	-0.00077	0.16877	0.00000
507	10646|13|350	-348	-0.06794	-0.06794	0.00000	-0.00326	-0.00326	0.00000	-0.00329	-0.00329	0.00000
508	10648|14|563	-503	-0.17829	-0.17829	0.00000	-0.04100	-0.04100	0.00000	0.08753	0.08753	0.00000
514	1065|18|517	-491	-0.01281	0.10883	0.00000	-0.00230	0.07341	0.00000	0.05928	0.22124	0.00000
515	10650|10|354	-352	0.25421	0.10883	0.00000	0.16389	0.07341	0.00000	0.41481	0.22124	0.00000
516	10651|13|448	-446	0.28850	0.06915	0.00000	0.29348	0.10330	0.00000	0.87042	0.33205	0.00000
517	10652|14|453	-451	-0.06067	0.06915	0.00000	-0.00925	0.10330	0.00000	0.01342	0.33205	0.00000
518	10655|14|435	-433	-0.09790	-0.09790	0.00000	-0.07692	-0.07692	0.00000	-0.23711	-0.23711	0.00000
