# Stacks v2.0b;  Phylip sequential; October 10, 2018
# Seq Pos	Locus ID	Column	Population
47	9	73	lc:R,fl:N,pl:R,
48	9	76	lc:R,fl:N,pl:R,
49	9	97	lc:R,fl:N,pl:R,
50	9	112	lc:S,fl:N,pl:S,
51	11	100	lc:W,fl:N,pl:N,
52	10	107	lc:R,fl:N,pl:R,
53	10	121	lc:C,fl:N,pl:Y,
54	10	147	lc:S,fl:N,pl:S,
55	10	148	lc:R,fl:N,pl:R,
56	13	29	lc:T,fl:K,pl:T,
57	13	36	lc:T,fl:Y,pl:T,
58	13	57	lc:G,fl:K,pl:G,
59	14	11	lc:R,fl:N,pl:R,
60	14	56	lc:K,fl:N,pl:N,
61	14	59	lc:Y,fl:N,pl:N,
62	14	62	lc:R,fl:N,pl:N,
63	14	71	lc:Y,fl:N,pl:N,
64	14	89	lc:W,fl:N,pl:N,
65	16	95	lc:C,fl:N,pl:S,
66	14	119	lc:K,fl:N,pl:K,
67	14	124	lc:R,fl:N,pl:N,
68	14	125	lc:R,fl:N,pl:N,
69	14	130	lc:R,fl:N,pl:R,
70	16	131	lc:A,fl:N,pl:R,
71	14	174	lc:A,fl:A,pl:W,
72	20	130	lc:Y,fl:N,pl:Y,
73	24	32	lc:M,fl:C,pl:C,
74	26	191	lc:A,fl:A,pl:R,
75	27	36	lc:K,fl:N,pl:T,
76	28	56	lc:N,fl:N,pl:R,
77	34	48	lc:M,fl:A,pl:A,
78	35	268	lc:A,fl:N,pl:R,
79	38	66	lc:A,fl:W,pl:A,
80	38	241	lc:Y,fl:T,pl:T,
81	40	30	lc:Y,fl:C,pl:C,
82	44	185	lc:W,fl:N,pl:N,
83	44	186	lc:R,fl:N,pl:N,
84	45	11	lc:K,fl:N,pl:K,
85	45	16	lc:K,fl:N,pl:K,
86	45	17	lc:K,fl:N,pl:K,
87	45	38	lc:R,fl:N,pl:R,
88	45	163	lc:R,fl:N,pl:R,
89	46	220	lc:S,fl:N,pl:C,
90	45	295	lc:R,fl:N,pl:R,
91	45	313	lc:R,fl:N,pl:N,
92	45	322	lc:Y,fl:N,pl:Y,
93	51	59	lc:Y,fl:T,pl:C,
94	48	67	lc:Y,fl:N,pl:C,
95	48	124	lc:A,fl:A,pl:M,
96	48	209	lc:W,fl:N,pl:W,
97	48	251	lc:Y,fl:N,pl:C,
98	54	147	lc:A,fl:N,pl:W,
99	54	177	lc:G,fl:N,pl:R,
100	54	244	lc:G,fl:N,pl:S,
101	56	97	lc:A,fl:A,pl:R,
102	55	252	lc:N,fl:N,pl:M,
103	55	257	lc:N,fl:N,pl:M,
104	58	68	lc:N,fl:N,pl:K,
105	58	74	lc:N,fl:N,pl:R,
106	59	99	lc:R,fl:N,pl:R,
107	58	108	lc:N,fl:N,pl:W,
108	58	134	lc:N,fl:N,pl:K,
109	58	135	lc:N,fl:N,pl:K,
110	58	186	lc:N,fl:N,pl:K,
111	58	195	lc:N,fl:N,pl:Y,
112	62	101	lc:R,fl:N,pl:G,
113	62	185	lc:M,fl:N,pl:A,
114	62	200	lc:R,fl:N,pl:A,
115	62	212	lc:M,fl:N,pl:C,
116	62	254	lc:W,fl:N,pl:W,
117	64	200	lc:R,fl:A,pl:A,
118	64	287	lc:R,fl:N,pl:G,
119	64	310	lc:Y,fl:N,pl:T,
120	67	111	lc:T,fl:T,pl:K,
121	67	113	lc:G,fl:G,pl:K,
122	70	21	lc:W,fl:N,pl:A,
123	70	96	lc:N,fl:N,pl:Y,
124	70	97	lc:N,fl:N,pl:K,
125	70	180	lc:Y,fl:N,pl:C,
126	71	25	lc:A,fl:R,pl:A,
127	71	49	lc:C,fl:Y,pl:C,
128	71	52	lc:G,fl:S,pl:G,
129	72	61	lc:K,fl:T,pl:K,
130	71	113	lc:T,fl:Y,pl:T,
131	72	191	lc:T,fl:T,pl:Y,
132	72	234	lc:A,fl:A,pl:W,
133	72	259	lc:G,fl:N,pl:R,
134	72	304	lc:A,fl:N,pl:C,
135	73	15	lc:C,fl:S,pl:C,
136	73	51	lc:K,fl:T,pl:T,
137	73	53	lc:C,fl:Y,pl:C,
138	73	65	lc:T,fl:W,pl:T,
139	73	176	lc:T,fl:Y,pl:T,
140	74	203	lc:N,fl:A,pl:W,
141	73	216	lc:C,fl:Y,pl:C,
142	73	251	lc:A,fl:R,pl:A,
143	73	270	lc:A,fl:R,pl:A,
144	76	11	lc:Y,fl:N,pl:Y,
145	75	16	lc:R,fl:N,pl:G,
146	76	167	lc:K,fl:N,pl:N,
147	76	181	lc:R,fl:N,pl:N,
148	79	18	lc:W,fl:N,pl:W,
149	80	194	lc:A,fl:N,pl:W,
150	79	264	lc:A,fl:N,pl:T,
151	84	169	lc:W,fl:N,pl:A,
152	84	178	lc:A,fl:N,pl:C,
153	87	115	lc:Y,fl:N,pl:C,
154	88	141	lc:Y,fl:N,pl:Y,
155	87	197	lc:M,fl:N,pl:M,
156	90	130	lc:Y,fl:N,pl:Y,
157	89	162	lc:Y,fl:N,pl:C,
158	92	187	lc:Y,fl:N,pl:C,
159	95	233	lc:T,fl:N,pl:Y,
160	96	96	lc:T,fl:N,pl:W,
161	96	97	lc:A,fl:N,pl:R,
162	96	173	lc:Y,fl:N,pl:Y,
163	97	245	lc:W,fl:N,pl:N,
164	98	185	lc:M,fl:N,pl:C,
165	98	206	lc:S,fl:N,pl:G,
166	100	142	lc:W,fl:N,pl:W,
167	104	205	lc:G,fl:N,pl:R,
168	116	261	lc:N,fl:N,pl:R,
169	116	277	lc:G,fl:N,pl:R,
170	117	138	lc:R,fl:N,pl:G,
171	121	12	lc:C,fl:Y,pl:C,
172	121	45	lc:T,fl:W,pl:T,
173	121	139	lc:G,fl:K,pl:G,
174	120	212	lc:Y,fl:N,pl:T,
175	122	130	lc:Y,fl:N,pl:C,
176	125	179	lc:R,fl:N,pl:R,
177	125	185	lc:G,fl:N,pl:R,
178	125	186	lc:C,fl:N,pl:M,
179	124	230	lc:C,fl:N,pl:T,
180	127	83	lc:M,fl:N,pl:N,
181	127	109	lc:Y,fl:N,pl:N,
182	129	137	lc:R,fl:N,pl:G,
183	129	208	lc:Y,fl:N,pl:T,
184	129	320	lc:Y,fl:N,pl:N,
185	129	322	lc:Y,fl:N,pl:N,
186	131	146	lc:R,fl:N,pl:A,
187	134	6	lc:T,fl:Y,pl:T,
188	134	27	lc:Y,fl:N,pl:Y,
189	134	48	lc:S,fl:N,pl:S,
190	134	56	lc:C,fl:S,pl:C,
191	134	75	lc:Y,fl:N,pl:Y,
192	134	105	lc:K,fl:N,pl:K,
193	134	111	lc:Y,fl:N,pl:Y,
194	134	120	lc:G,fl:S,pl:G,
195	134	131	lc:Y,fl:N,pl:Y,
196	134	138	lc:R,fl:N,pl:R,
197	134	166	lc:Y,fl:N,pl:N,
198	134	186	lc:K,fl:N,pl:K,
199	134	187	lc:W,fl:N,pl:W,
200	134	188	lc:W,fl:N,pl:W,
201	134	209	lc:R,fl:R,pl:N,
202	134	214	lc:R,fl:R,pl:N,
203	134	250	lc:K,fl:N,pl:N,
204	134	271	lc:Y,fl:N,pl:N,
205	134	276	lc:S,fl:N,pl:N,
206	134	289	lc:W,fl:N,pl:N,
207	134	301	lc:M,fl:N,pl:N,
208	134	305	lc:K,fl:N,pl:N,
209	137	272	lc:R,fl:G,pl:N,
210	139	23	lc:R,fl:N,pl:R,
211	139	30	lc:S,fl:N,pl:S,
212	139	83	lc:M,fl:N,pl:M,
213	139	95	lc:M,fl:N,pl:M,
214	139	104	lc:K,fl:N,pl:K,
215	139	105	lc:S,fl:N,pl:S,
216	139	112	lc:Y,fl:N,pl:Y,
217	139	138	lc:W,fl:N,pl:W,
218	139	221	lc:K,fl:N,pl:N,
219	139	227	lc:R,fl:N,pl:N,
220	139	233	lc:M,fl:N,pl:N,
221	139	257	lc:R,fl:N,pl:N,
222	139	263	lc:K,fl:N,pl:N,
223	139	267	lc:M,fl:N,pl:N,
224	142	87	lc:G,fl:G,pl:K,
225	144	16	lc:Y,fl:N,pl:C,
226	146	62	lc:R,fl:N,pl:R,
227	146	70	lc:W,fl:N,pl:W,
228	146	79	lc:S,fl:N,pl:S,
229	146	106	lc:K,fl:N,pl:K,
230	146	109	lc:K,fl:N,pl:K,
231	146	114	lc:R,fl:N,pl:R,
232	146	117	lc:Y,fl:N,pl:Y,
233	146	119	lc:M,fl:N,pl:M,
234	146	141	lc:N,fl:N,pl:W,
235	146	147	lc:R,fl:N,pl:R,
236	146	153	lc:N,fl:N,pl:Y,
237	146	160	lc:N,fl:N,pl:W,
238	146	161	lc:N,fl:N,pl:W,
239	146	167	lc:R,fl:N,pl:R,
240	146	187	lc:W,fl:N,pl:W,
241	149	275	lc:Y,fl:N,pl:T,
242	155	112	lc:K,fl:N,pl:G,
243	158	104	lc:M,fl:N,pl:M,
244	158	105	lc:R,fl:N,pl:R,
245	157	211	lc:K,fl:K,pl:G,
246	158	213	lc:G,fl:G,pl:K,
247	157	235	lc:Y,fl:Y,pl:C,
248	159	13	lc:R,fl:R,pl:R,
249	159	37	lc:S,fl:N,pl:S,
250	159	52	lc:R,fl:N,pl:R,
251	159	61	lc:K,fl:N,pl:K,
252	159	76	lc:Y,fl:N,pl:Y,
253	159	91	lc:R,fl:N,pl:R,
254	159	112	lc:K,fl:N,pl:K,
255	159	121	lc:M,fl:N,pl:M,
256	159	145	lc:Y,fl:N,pl:Y,
257	159	154	lc:Y,fl:N,pl:Y,
258	159	157	lc:Y,fl:N,pl:Y,
259	159	163	lc:R,fl:N,pl:R,
260	159	166	lc:R,fl:N,pl:R,
261	159	167	lc:Y,fl:N,pl:Y,
262	159	184	lc:S,fl:N,pl:S,
263	159	193	lc:R,fl:N,pl:R,
264	159	215	lc:M,fl:N,pl:M,
265	159	236	lc:S,fl:N,pl:S,
266	164	26	lc:W,fl:A,pl:A,
267	164	83	lc:R,fl:G,pl:G,
268	165	107	lc:K,fl:N,pl:G,
269	170	10	lc:R,fl:R,pl:R,
270	170	64	lc:K,fl:K,pl:K,
271	170	67	lc:Y,fl:Y,pl:Y,
272	170	71	lc:R,fl:R,pl:R,
273	170	91	lc:R,fl:R,pl:R,
274	171	95	lc:K,fl:N,pl:G,
275	170	136	lc:R,fl:R,pl:R,
276	170	140	lc:Y,fl:Y,pl:Y,
277	170	145	lc:R,fl:R,pl:R,
278	170	171	lc:S,fl:S,pl:S,
279	170	188	lc:S,fl:S,pl:S,
280	171	213	lc:Y,fl:N,pl:T,
281	170	232	lc:R,fl:N,pl:R,
282	170	240	lc:Y,fl:N,pl:Y,
283	170	241	lc:K,fl:N,pl:K,
284	170	250	lc:N,fl:N,pl:R,
285	170	256	lc:N,fl:N,pl:R,
286	170	265	lc:K,fl:N,pl:K,
287	170	268	lc:Y,fl:N,pl:Y,
288	170	277	lc:N,fl:N,pl:Y,
289	172	282	lc:W,fl:N,pl:T,
290	172	283	lc:W,fl:N,pl:T,
291	174	88	lc:R,fl:N,pl:R,
292	177	22	lc:A,fl:N,pl:M,
293	181	65	lc:Y,fl:C,pl:C,
294	180	248	lc:M,fl:N,pl:A,
295	183	99	lc:C,fl:N,pl:A,
296	184	81	lc:N,fl:N,pl:Y,
297	184	103	lc:N,fl:N,pl:S,
298	185	197	lc:M,fl:N,pl:C,
299	188	60	lc:S,fl:N,pl:S,
300	188	217	lc:S,fl:N,pl:N,
301	188	221	lc:R,fl:N,pl:R,
302	191	33	lc:R,fl:N,pl:R,
303	191	46	lc:R,fl:N,pl:R,
304	192	54	lc:S,fl:C,pl:C,
305	191	102	lc:M,fl:N,pl:M,
306	191	106	lc:K,fl:N,pl:K,
307	191	112	lc:W,fl:N,pl:W,
308	191	157	lc:M,fl:N,pl:M,
309	191	200	lc:K,fl:N,pl:N,
310	191	205	lc:M,fl:N,pl:N,
311	191	218	lc:Y,fl:N,pl:N,
312	191	229	lc:M,fl:N,pl:N,
313	191	232	lc:W,fl:N,pl:N,
314	191	239	lc:R,fl:N,pl:N,
315	191	244	lc:M,fl:N,pl:N,
316	195	307	lc:K,fl:N,pl:N,
317	198	34	lc:G,fl:N,pl:R,
318	198	37	lc:T,fl:N,pl:K,
319	198	47	lc:T,fl:N,pl:K,
320	198	65	lc:C,fl:N,pl:M,
321	198	68	lc:Y,fl:N,pl:C,
322	198	72	lc:G,fl:N,pl:K,
323	198	74	lc:C,fl:N,pl:Y,
324	198	79	lc:G,fl:N,pl:K,
325	198	93	lc:C,fl:N,pl:M,
326	198	96	lc:C,fl:N,pl:Y,
327	207	330	lc:K,fl:N,pl:N,
328	209	74	lc:A,fl:N,pl:M,
329	208	163	lc:M,fl:N,pl:N,
330	208	165	lc:Y,fl:N,pl:T,
331	208	166	lc:M,fl:N,pl:C,
332	208	168	lc:K,fl:N,pl:G,
333	208	169	lc:Y,fl:N,pl:T,
334	208	170	lc:S,fl:N,pl:N,
335	208	325	lc:R,fl:N,pl:A,
336	213	9	lc:N,fl:N,pl:S,
337	214	175	lc:S,fl:C,pl:C,
338	216	77	lc:Y,fl:N,pl:T,
339	216	95	lc:R,fl:N,pl:G,
340	217	37	lc:W,fl:N,pl:N,
341	217	40	lc:W,fl:N,pl:N,
342	218	135	lc:G,fl:G,pl:R,
343	218	157	lc:M,fl:N,pl:M,
344	219	8	lc:R,fl:G,pl:G,
345	219	164	lc:C,fl:N,pl:M,
346	220	209	lc:K,fl:N,pl:T,
347	221	254	lc:W,fl:N,pl:W,
348	223	61	lc:Y,fl:N,pl:C,
349	224	87	lc:S,fl:N,pl:S,
350	223	187	lc:A,fl:N,pl:W,
351	224	200	lc:K,fl:G,pl:G,
352	223	208	lc:A,fl:N,pl:M,
353	223	234	lc:A,fl:N,pl:M,
354	224	236	lc:Y,fl:C,pl:C,
355	226	58	lc:R,fl:N,pl:R,
356	225	65	lc:M,fl:N,pl:C,
357	229	110	lc:C,fl:C,pl:Y,
358	233	250	lc:R,fl:N,pl:N,
359	233	268	lc:R,fl:N,pl:R,
360	233	282	lc:R,fl:N,pl:A,
361	233	286	lc:N,fl:N,pl:R,
362	233	325	lc:K,fl:N,pl:G,
363	236	103	lc:M,fl:N,pl:A,
364	240	226	lc:T,fl:T,pl:K,
365	240	236	lc:K,fl:N,pl:N,
366	240	244	lc:A,fl:N,pl:W,
367	244	81	lc:R,fl:N,pl:R,
368	246	15	lc:R,fl:N,pl:A,
369	246	223	lc:T,fl:N,pl:K,
370	250	60	lc:M,fl:N,pl:N,
371	250	85	lc:R,fl:N,pl:N,
372	250	108	lc:Y,fl:N,pl:N,
373	248	173	lc:S,fl:N,pl:S,
374	248	201	lc:T,fl:N,pl:Y,
375	250	231	lc:Y,fl:N,pl:Y,
376	252	20	lc:K,fl:N,pl:K,
377	252	97	lc:M,fl:N,pl:M,
378	252	99	lc:W,fl:N,pl:W,
379	252	106	lc:Y,fl:N,pl:Y,
380	252	165	lc:Y,fl:N,pl:Y,
381	252	186	lc:M,fl:N,pl:M,
382	252	197	lc:Y,fl:N,pl:Y,
383	252	227	lc:K,fl:N,pl:K,
384	254	10	lc:N,fl:N,pl:Y,
385	253	56	lc:G,fl:N,pl:K,
386	254	101	lc:N,fl:N,pl:Y,
387	254	106	lc:N,fl:N,pl:Y,
388	254	245	lc:R,fl:N,pl:A,
389	254	266	lc:Y,fl:N,pl:N,
390	255	28	lc:K,fl:N,pl:K,
391	255	76	lc:M,fl:N,pl:N,
392	255	141	lc:M,fl:N,pl:M,
393	255	162	lc:R,fl:N,pl:R,
394	255	254	lc:G,fl:N,pl:R,
395	255	310	lc:W,fl:N,pl:N,
396	261	183	lc:T,fl:T,pl:K,
397	264	8	lc:Y,fl:Y,pl:Y,
398	263	28	lc:W,fl:N,pl:W,
399	263	39	lc:K,fl:N,pl:K,
400	264	45	lc:Y,fl:Y,pl:Y,
401	264	46	lc:R,fl:R,pl:R,
402	264	48	lc:R,fl:R,pl:R,
403	264	65	lc:W,fl:W,pl:W,
404	264	78	lc:Y,fl:Y,pl:Y,
405	263	92	lc:R,fl:N,pl:A,
406	263	120	lc:W,fl:N,pl:W,
407	263	128	lc:R,fl:N,pl:R,
408	264	134	lc:Y,fl:Y,pl:Y,
409	264	153	lc:R,fl:R,pl:R,
410	264	156	lc:W,fl:N,pl:W,
411	264	159	lc:R,fl:R,pl:R,
412	264	169	lc:W,fl:N,pl:W,
413	264	170	lc:Y,fl:N,pl:Y,
414	264	176	lc:R,fl:N,pl:R,
415	263	202	lc:N,fl:N,pl:W,
416	263	259	lc:A,fl:N,pl:R,
417	268	272	lc:R,fl:N,pl:G,
418	270	139	lc:G,fl:N,pl:K,
419	271	19	lc:Y,fl:C,pl:C,
420	275	23	lc:S,fl:N,pl:G,
421	274	43	lc:K,fl:N,pl:G,
422	275	125	lc:R,fl:N,pl:G,
423	274	198	lc:C,fl:N,pl:Y,
424	277	44	lc:R,fl:N,pl:N,
425	276	54	lc:R,fl:N,pl:N,
426	277	173	lc:R,fl:R,pl:N,
427	277	178	lc:R,fl:N,pl:G,
428	285	39	lc:N,fl:N,pl:W,
429	285	113	lc:N,fl:N,pl:W,
430	285	118	lc:N,fl:N,pl:M,
431	285	135	lc:N,fl:N,pl:W,
432	286	139	lc:N,fl:N,pl:K,
433	286	208	lc:W,fl:N,pl:W,
434	291	67	lc:K,fl:G,pl:G,
435	291	96	lc:Y,fl:N,pl:C,
436	291	252	lc:C,fl:C,pl:Y,
437	295	27	lc:R,fl:R,pl:R,
438	295	175	lc:K,fl:N,pl:K,
439	297	210	lc:K,fl:N,pl:G,
440	298	252	lc:T,fl:N,pl:Y,
441	299	86	lc:G,fl:N,pl:R,
442	301	14	lc:N,fl:N,pl:K,
443	301	80	lc:N,fl:N,pl:R,
444	307	209	lc:Y,fl:N,pl:T,
445	308	226	lc:R,fl:N,pl:N,
446	309	136	lc:A,fl:N,pl:M,
447	309	149	lc:A,fl:N,pl:M,
448	309	166	lc:C,fl:N,pl:M,
449	309	179	lc:C,fl:N,pl:M,
450	309	180	lc:T,fl:N,pl:K,
451	309	190	lc:C,fl:N,pl:S,
452	313	83	lc:N,fl:N,pl:S,
453	315	353	lc:N,fl:N,pl:W,
454	315	355	lc:N,fl:N,pl:M,
455	315	357	lc:N,fl:N,pl:R,
456	316	14	lc:W,fl:A,pl:W,
457	316	175	lc:G,fl:K,pl:G,
458	316	192	lc:G,fl:K,pl:G,
459	316	332	lc:R,fl:N,pl:N,
460	318	142	lc:S,fl:N,pl:S,
461	324	29	lc:M,fl:N,pl:C,
462	323	48	lc:K,fl:N,pl:K,
463	326	95	lc:Y,fl:C,pl:C,
464	325	286	lc:G,fl:G,pl:R,
465	332	48	lc:C,fl:M,pl:C,
466	332	84	lc:T,fl:Y,pl:T,
467	332	136	lc:G,fl:R,pl:G,
468	332	223	lc:W,fl:A,pl:A,
469	332	263	lc:Y,fl:T,pl:T,
470	333	130	lc:R,fl:N,pl:G,
471	338	7	lc:K,fl:K,pl:K,
472	338	14	lc:N,fl:N,pl:M,
473	338	16	lc:N,fl:N,pl:K,
474	338	20	lc:N,fl:N,pl:R,
475	338	36	lc:N,fl:N,pl:R,
476	338	37	lc:N,fl:N,pl:Y,
477	338	44	lc:N,fl:N,pl:W,
478	338	47	lc:N,fl:N,pl:M,
479	338	73	lc:N,fl:N,pl:K,
480	338	85	lc:N,fl:N,pl:K,
481	338	88	lc:N,fl:N,pl:R,
482	338	102	lc:N,fl:N,pl:R,
483	338	107	lc:N,fl:N,pl:Y,
484	338	110	lc:N,fl:N,pl:R,
485	338	129	lc:N,fl:N,pl:M,
486	338	131	lc:N,fl:N,pl:K,
487	338	132	lc:N,fl:N,pl:W,
488	338	149	lc:S,fl:N,pl:S,
489	338	153	lc:N,fl:N,pl:K,
490	338	162	lc:N,fl:N,pl:S,
491	338	169	lc:N,fl:N,pl:W,
492	338	173	lc:N,fl:N,pl:W,
493	338	176	lc:N,fl:N,pl:Y,
494	339	98	lc:R,fl:R,pl:R,
495	339	152	lc:Y,fl:N,pl:Y,
496	339	176	lc:R,fl:N,pl:R,
497	339	248	lc:R,fl:N,pl:R,
498	341	10	lc:N,fl:N,pl:R,
499	341	18	lc:K,fl:N,pl:K,
500	341	26	lc:N,fl:N,pl:R,
501	341	46	lc:R,fl:N,pl:R,
502	341	109	lc:Y,fl:N,pl:Y,
503	342	145	lc:G,fl:N,pl:K,
504	341	147	lc:Y,fl:N,pl:Y,
505	341	163	lc:N,fl:N,pl:S,
506	342	166	lc:R,fl:N,pl:N,
507	346	50	lc:M,fl:N,pl:C,
508	346	52	lc:K,fl:N,pl:T,
509	346	85	lc:K,fl:N,pl:G,
510	346	96	lc:K,fl:N,pl:T,
511	346	136	lc:Y,fl:N,pl:T,
512	346	186	lc:S,fl:N,pl:C,
513	346	188	lc:W,fl:N,pl:T,
514	346	194	lc:R,fl:N,pl:A,
515	349	192	lc:G,fl:G,pl:R,
516	350	67	lc:S,fl:N,pl:C,
517	350	238	lc:T,fl:N,pl:Y,
518	350	276	lc:R,fl:N,pl:N,
519	352	283	lc:T,fl:N,pl:Y,
520	354	67	lc:W,fl:N,pl:N,
521	354	68	lc:W,fl:N,pl:N,
522	355	95	lc:N,fl:M,pl:M,
523	355	124	lc:A,fl:A,pl:M,
524	355	322	lc:Y,fl:N,pl:N,
525	356	237	lc:S,fl:N,pl:C,
526	361	169	lc:T,fl:T,pl:W,
527	361	184	lc:Y,fl:T,pl:T,
528	361	191	lc:Y,fl:T,pl:T,
529	361	198	lc:A,fl:W,pl:N,
530	361	243	lc:N,fl:C,pl:T,
531	362	321	lc:Y,fl:N,pl:N,
532	365	195	lc:N,fl:N,pl:Y,
533	367	14	lc:S,fl:S,pl:S,
534	367	15	lc:K,fl:K,pl:N,
535	367	67	lc:R,fl:R,pl:N,
536	367	68	lc:M,fl:M,pl:N,
537	367	72	lc:R,fl:R,pl:N,
538	367	101	lc:R,fl:R,pl:N,
539	367	117	lc:Y,fl:N,pl:N,
540	367	118	lc:R,fl:N,pl:N,
541	367	121	lc:W,fl:N,pl:N,
542	367	122	lc:K,fl:N,pl:N,
543	367	128	lc:Y,fl:N,pl:N,
544	367	143	lc:W,fl:N,pl:N,
545	367	173	lc:K,fl:N,pl:N,
546	367	195	lc:R,fl:N,pl:N,
547	367	201	lc:W,fl:N,pl:N,
548	367	204	lc:Y,fl:N,pl:N,
549	367	206	lc:R,fl:N,pl:N,
550	367	229	lc:M,fl:N,pl:N,
551	367	230	lc:Y,fl:N,pl:N,
552	367	231	lc:Y,fl:N,pl:N,
553	367	241	lc:R,fl:N,pl:N,
554	367	253	lc:R,fl:N,pl:N,
555	367	264	lc:K,fl:N,pl:N,
556	372	40	lc:K,fl:N,pl:K,
557	372	75	lc:G,fl:N,pl:K,
558	372	152	lc:N,fl:N,pl:Y,
559	372	155	lc:N,fl:N,pl:K,
560	372	156	lc:N,fl:N,pl:R,
561	377	226	lc:W,fl:N,pl:A,
562	382	149	lc:T,fl:N,pl:Y,
563	393	34	lc:M,fl:N,pl:A,
564	390	55	lc:M,fl:N,pl:M,
565	390	78	lc:W,fl:N,pl:W,
566	393	102	lc:Y,fl:N,pl:T,
567	390	148	lc:M,fl:N,pl:A,
568	402	121	lc:S,fl:N,pl:C,
569	401	257	lc:R,fl:N,pl:G,
570	404	29	lc:R,fl:N,pl:A,
571	404	201	lc:R,fl:N,pl:G,
572	408	158	lc:M,fl:N,pl:A,
573	410	50	lc:M,fl:N,pl:M,
574	410	51	lc:M,fl:N,pl:M,
575	410	66	lc:R,fl:N,pl:R,
576	410	76	lc:K,fl:N,pl:K,
577	410	159	lc:W,fl:N,pl:A,
578	412	243	lc:R,fl:N,pl:G,
579	417	7	lc:Y,fl:Y,pl:Y,
580	417	10	lc:Y,fl:N,pl:Y,
581	417	28	lc:K,fl:N,pl:K,
582	417	43	lc:Y,fl:N,pl:Y,
583	417	70	lc:Y,fl:N,pl:Y,
584	417	98	lc:M,fl:N,pl:M,
585	417	102	lc:Y,fl:N,pl:Y,
586	417	119	lc:K,fl:N,pl:K,
587	417	125	lc:Y,fl:N,pl:Y,
588	417	130	lc:R,fl:N,pl:R,
589	417	144	lc:Y,fl:N,pl:Y,
590	417	156	lc:M,fl:N,pl:M,
591	417	163	lc:R,fl:N,pl:R,
592	417	175	lc:R,fl:N,pl:R,
593	417	183	lc:K,fl:N,pl:K,
594	417	208	lc:R,fl:N,pl:R,
595	417	215	lc:M,fl:N,pl:M,
596	417	216	lc:Y,fl:N,pl:Y,
597	417	240	lc:N,fl:N,pl:Y,
598	421	27	lc:T,fl:W,pl:T,
599	421	28	lc:G,fl:K,pl:G,
600	421	39	lc:C,fl:Y,pl:C,
601	421	252	lc:M,fl:N,pl:C,
602	424	198	lc:R,fl:A,pl:A,
603	426	9	lc:W,fl:W,pl:W,
604	426	16	lc:S,fl:S,pl:S,
605	426	22	lc:R,fl:R,pl:R,
606	426	23	lc:R,fl:R,pl:R,
607	426	35	lc:R,fl:R,pl:R,
608	426	48	lc:S,fl:S,pl:S,
609	426	50	lc:Y,fl:Y,pl:Y,
610	426	51	lc:M,fl:M,pl:M,
611	426	52	lc:R,fl:R,pl:R,
612	426	64	lc:R,fl:G,pl:G,
613	426	85	lc:K,fl:K,pl:K,
614	426	101	lc:S,fl:S,pl:S,
615	426	105	lc:W,fl:W,pl:W,
616	426	114	lc:M,fl:M,pl:M,
617	426	122	lc:R,fl:R,pl:R,
618	426	129	lc:R,fl:R,pl:R,
619	426	144	lc:N,fl:N,pl:R,
620	426	146	lc:N,fl:N,pl:R,
621	426	148	lc:N,fl:N,pl:Y,
