# Stacks v2.0b;  Phylip sequential; October 02, 2018
# Seq Pos	Locus ID	Column	Population
276	88745	166	fc:A,fl:N,pl:C,
277	88747	29	fc:G,fl:N,pl:A,
278	88967	185	fc:G,fl:N,pl:A,
279	89272	112	fc:T,fl:A,pl:T,
280	90237	72	fc:C,fl:C,pl:T,
281	90287	45	fc:T,fl:C,pl:T,
282	91365	274	fc:T,fl:C,pl:T,
283	93170	188	fc:C,fl:T,pl:C,
284	93642	176	fc:A,fl:T,pl:A,
285	93745	6	fc:T,fl:C,pl:T,
286	93958	207	fc:C,fl:N,pl:A,
287	94044	31	fc:A,fl:T,pl:N,
288	96463	181	fc:C,fl:N,pl:T,
289	96784	87	fc:G,fl:N,pl:T,
290	97479	289	fc:C,fl:N,pl:G,
291	97492	142	fc:C,fl:N,pl:T,
292	98102	93	fc:A,fl:N,pl:C,
293	98245	84	fc:G,fl:T,pl:G,
294	98445	270	fc:A,fl:N,pl:C,
295	98583	33	fc:T,fl:N,pl:C,
296	98942	163	fc:T,fl:N,pl:G,
297	99075	72	fc:C,fl:T,pl:C,
298	100494	19	fc:G,fl:N,pl:A,
299	100494	15	fc:A,fl:N,pl:G,
300	100494	14	fc:G,fl:N,pl:A,
301	102530	21	fc:G,fl:A,pl:A,
302	102564	111	fc:C,fl:N,pl:G,
303	102873	142	fc:A,fl:N,pl:T,
304	103857	340	fc:G,fl:N,pl:C,
305	104041	12	fc:T,fl:N,pl:C,
306	104872	29	fc:G,fl:N,pl:A,
307	104899	45	fc:A,fl:N,pl:T,
308	105582	130	fc:C,fl:T,pl:C,
309	105768	287	fc:A,fl:N,pl:T,
310	105933	138	fc:T,fl:N,pl:C,
311	105932	117	fc:G,fl:N,pl:T,
312	105952	122	fc:A,fl:T,pl:A,
313	107086	238	fc:A,fl:G,pl:A,
314	107298	162	fc:A,fl:N,pl:C,
315	107406	75	fc:T,fl:N,pl:G,
316	107408	185	fc:C,fl:T,pl:T,
317	107407	114	fc:C,fl:T,pl:T,
318	107407	315	fc:A,fl:N,pl:C,
319	107413	53	fc:A,fl:G,pl:G,
320	107415	183	fc:A,fl:N,pl:C,
321	107415	185	fc:A,fl:N,pl:T,
322	107415	289	fc:C,fl:N,pl:T,
323	107458	252	fc:G,fl:N,pl:T,
324	107458	48	fc:G,fl:N,pl:A,
325	107457	116	fc:C,fl:T,pl:T,
326	107457	315	fc:A,fl:N,pl:G,
327	107526	7	fc:G,fl:G,pl:A,
328	107533	210	fc:G,fl:N,pl:A,
329	107533	91	fc:C,fl:N,pl:T,
330	107532	290	fc:G,fl:N,pl:T,
331	107881	23	fc:G,fl:G,pl:A,
332	107881	22	fc:G,fl:G,pl:A,
333	107881	18	fc:A,fl:A,pl:G,
334	107880	70	fc:C,fl:N,pl:A,
335	107880	169	fc:C,fl:N,pl:A,
336	107880	188	fc:G,fl:N,pl:T,
337	107889	139	fc:G,fl:N,pl:C,
338	107998	269	fc:A,fl:N,pl:G,
339	108145	102	fc:G,fl:G,pl:T,
340	108582	217	fc:T,fl:C,pl:N,
341	108721	147	fc:T,fl:N,pl:C,
342	108884	207	fc:T,fl:N,pl:G,
343	109447	33	fc:T,fl:T,pl:C,
344	109692	173	fc:T,fl:N,pl:C,
345	110870	263	fc:T,fl:N,pl:C,
346	110931	295	fc:C,fl:N,pl:T,
347	111864	160	fc:C,fl:N,pl:T,
348	112217	142	fc:G,fl:T,pl:G,
349	112226	161	fc:T,fl:C,pl:T,
350	112285	187	fc:G,fl:G,pl:A,
351	112479	138	fc:G,fl:N,pl:T,
352	112551	176	fc:T,fl:G,pl:T,
353	112781	87	fc:C,fl:T,pl:C,
354	113081	108	fc:C,fl:T,pl:C,
355	113371	191	fc:T,fl:G,pl:T,
356	113389	47	fc:T,fl:C,pl:T,
357	114144	240	fc:T,fl:N,pl:G,
358	114673	293	fc:A,fl:N,pl:T,
359	114791	86	fc:G,fl:T,pl:G,
360	115929	126	fc:C,fl:T,pl:C,
361	115937	246	fc:C,fl:T,pl:C,
362	116499	204	fc:T,fl:N,pl:C,
363	116516	196	fc:G,fl:T,pl:T,
364	116577	255	fc:T,fl:N,pl:A,
365	116577	169	fc:A,fl:N,pl:G,
366	116577	84	fc:T,fl:N,pl:C,
367	118031	266	fc:T,fl:G,pl:T,
368	119104	164	fc:N,fl:C,pl:T,
369	119109	239	fc:C,fl:N,pl:T,
370	119954	144	fc:C,fl:N,pl:T,
371	119958	28	fc:T,fl:N,pl:C,
372	120807	102	fc:T,fl:G,pl:T,
373	121659	13	fc:A,fl:N,pl:G,
374	121965	185	fc:T,fl:N,pl:A,
375	121965	186	fc:C,fl:N,pl:T,
376	122523	122	fc:C,fl:T,pl:C,
377	123330	101	fc:C,fl:N,pl:T,
378	123689	63	fc:C,fl:A,pl:C,
379	123689	61	fc:C,fl:T,pl:C,
380	123702	181	fc:T,fl:C,pl:T,
381	123958	213	fc:G,fl:N,pl:A,
382	124098	130	fc:T,fl:G,pl:T,
383	124854	164	fc:C,fl:N,pl:T,
384	125774	208	fc:G,fl:A,pl:G,
385	126108	165	fc:T,fl:N,pl:C,
386	126321	191	fc:A,fl:N,pl:G,
387	126377	23	fc:C,fl:C,pl:A,
388	126377	24	fc:C,fl:C,pl:T,
389	126419	17	fc:C,fl:N,pl:T,
390	126429	258	fc:T,fl:N,pl:A,
391	126463	41	fc:A,fl:A,pl:C,
392	126463	43	fc:A,fl:A,pl:T,
393	127298	52	fc:C,fl:N,pl:T,
394	127541	158	fc:C,fl:N,pl:T,
395	127736	31	fc:T,fl:N,pl:A,
396	127789	12	fc:T,fl:A,pl:T,
397	127789	159	fc:C,fl:T,pl:C,
398	127845	201	fc:T,fl:T,pl:C,
399	128318	84	fc:T,fl:C,pl:T,
400	129155	101	fc:C,fl:T,pl:C,
401	129507	164	fc:C,fl:T,pl:T,
402	131011	375	fc:T,fl:N,pl:C,
403	131265	135	fc:A,fl:N,pl:G,
404	131268	32	fc:A,fl:N,pl:G,
405	131358	68	fc:A,fl:T,pl:T,
406	132807	123	fc:T,fl:N,pl:C,
407	132949	275	fc:A,fl:N,pl:G,
408	132952	115	fc:C,fl:N,pl:T,
409	133335	70	fc:A,fl:N,pl:T,
410	133350	177	fc:G,fl:N,pl:A,
411	134121	51	fc:A,fl:N,pl:G,
412	134144	154	fc:C,fl:N,pl:G,
413	134144	150	fc:T,fl:N,pl:A,
414	134148	202	fc:G,fl:N,pl:A,
415	134151	147	fc:G,fl:N,pl:C,
416	134245	133	fc:C,fl:N,pl:A,
417	134251	156	fc:T,fl:A,pl:A,
418	134368	88	fc:G,fl:G,pl:C,
419	134857	233	fc:C,fl:A,pl:C,
420	134872	7	fc:A,fl:N,pl:G,
421	134872	250	fc:A,fl:N,pl:T,
422	135092	178	fc:T,fl:N,pl:C,
423	135112	242	fc:A,fl:G,pl:A,
424	135386	188	fc:C,fl:T,pl:C,
425	136088	287	fc:T,fl:N,pl:C,
426	136206	172	fc:G,fl:N,pl:T,
427	137486	112	fc:G,fl:A,pl:G,
428	137858	138	fc:T,fl:G,pl:T,
429	138318	246	fc:C,fl:N,pl:G,
430	138322	29	fc:T,fl:N,pl:A,
431	138900	154	fc:G,fl:T,pl:G,
432	139326	164	fc:G,fl:A,pl:G,
433	139711	169	fc:C,fl:T,pl:N,
434	139785	130	fc:C,fl:N,pl:A,
435	140084	91	fc:C,fl:T,pl:C,
436	140084	34	fc:G,fl:T,pl:G,
437	140084	23	fc:G,fl:T,pl:G,
438	140743	134	fc:G,fl:N,pl:T,
439	141590	315	fc:G,fl:N,pl:A,
440	141590	320	fc:G,fl:N,pl:A,
441	141796	229	fc:T,fl:C,pl:C,
442	141806	195	fc:T,fl:N,pl:G,
443	142204	145	fc:T,fl:C,pl:T,
444	142939	76	fc:A,fl:C,pl:A,
445	143074	73	fc:T,fl:N,pl:C,
446	143458	7	fc:N,fl:A,pl:G,
447	143522	190	fc:A,fl:N,pl:G,
448	143529	184	fc:T,fl:N,pl:G,
449	143590	37	fc:G,fl:T,pl:T,
450	144131	250	fc:T,fl:C,pl:T,
451	144131	227	fc:A,fl:T,pl:A,
452	144131	225	fc:A,fl:T,pl:A,
453	144131	215	fc:G,fl:A,pl:G,
454	144223	63	fc:G,fl:N,pl:A,
455	144292	219	fc:T,fl:N,pl:C,
456	144386	171	fc:T,fl:N,pl:A,
457	144386	35	fc:A,fl:G,pl:G,
458	144385	120	fc:C,fl:N,pl:A,
459	144842	82	fc:G,fl:A,pl:G,
460	144842	83	fc:G,fl:C,pl:G,
461	145473	108	fc:C,fl:N,pl:A,
462	145766	324	fc:T,fl:N,pl:G,
463	145820	295	fc:C,fl:N,pl:A,
464	145820	294	fc:C,fl:N,pl:A,
465	145820	241	fc:C,fl:N,pl:T,
466	145820	185	fc:T,fl:T,pl:G,
467	145820	158	fc:A,fl:A,pl:G,
468	145820	118	fc:A,fl:A,pl:T,
469	145820	67	fc:C,fl:C,pl:G,
470	145819	61	fc:A,fl:N,pl:G,
471	145819	62	fc:T,fl:N,pl:C,
472	145819	73	fc:A,fl:N,pl:G,
473	145819	86	fc:G,fl:N,pl:A,
474	145819	87	fc:A,fl:N,pl:G,
475	145819	179	fc:T,fl:N,pl:C,
476	145819	257	fc:C,fl:N,pl:T,
477	145819	261	fc:T,fl:N,pl:C,
478	145819	287	fc:G,fl:N,pl:A,
479	145819	300	fc:G,fl:N,pl:A,
480	145819	313	fc:G,fl:N,pl:T,
481	146260	21	fc:C,fl:N,pl:T,
482	146632	120	fc:T,fl:N,pl:C,
483	147135	121	fc:C,fl:N,pl:T,
484	147449	233	fc:A,fl:G,pl:A,
485	148052	89	fc:G,fl:A,pl:G,
486	149820	180	fc:G,fl:G,pl:C,
487	149820	240	fc:G,fl:N,pl:T,
488	150323	91	fc:G,fl:N,pl:C,
489	151180	79	fc:A,fl:T,pl:T,
490	151180	183	fc:T,fl:N,pl:A,
491	151180	184	fc:C,fl:N,pl:T,
492	151180	256	fc:T,fl:G,pl:G,
493	151568	301	fc:T,fl:N,pl:C,
494	151826	162	fc:G,fl:N,pl:A,
495	151880	151	fc:A,fl:C,pl:C,
496	152524	45	fc:T,fl:N,pl:C,
497	152733	200	fc:G,fl:T,pl:N,
498	153022	212	fc:G,fl:N,pl:A,
499	153297	63	fc:T,fl:T,pl:A,
500	153297	70	fc:G,fl:G,pl:A,
501	153813	281	fc:T,fl:N,pl:A,
502	153813	231	fc:A,fl:A,pl:C,
503	154144	132	fc:C,fl:T,pl:C,
504	154402	93	fc:C,fl:N,pl:T,
505	154505	251	fc:T,fl:N,pl:C,
506	154892	304	fc:A,fl:N,pl:C,
507	155535	224	fc:G,fl:T,pl:G,
508	157251	273	fc:C,fl:N,pl:T,
509	157438	154	fc:A,fl:N,pl:T,
510	157644	316	fc:G,fl:N,pl:A,
511	157644	178	fc:G,fl:N,pl:T,
512	158957	125	fc:G,fl:G,pl:A,
513	158986	182	fc:G,fl:N,pl:A,
514	159033	90	fc:T,fl:C,pl:T,
515	160313	24	fc:T,fl:A,pl:T,
516	160445	291	fc:A,fl:N,pl:C,
517	160520	353	fc:C,fl:N,pl:A,
518	160520	24	fc:G,fl:A,pl:A,
519	160520	23	fc:A,fl:G,pl:G,
520	160520	16	fc:G,fl:A,pl:A,
521	160520	15	fc:T,fl:C,pl:C,
522	160543	152	fc:C,fl:T,pl:N,
523	160697	160	fc:N,fl:T,pl:G,
524	160697	156	fc:N,fl:G,pl:T,
525	160697	154	fc:N,fl:G,pl:A,
526	161036	39	fc:C,fl:T,pl:C,
527	162737	85	fc:C,fl:A,pl:C,
528	163331	196	fc:T,fl:A,pl:N,
529	163331	146	fc:C,fl:T,pl:N,
530	163331	129	fc:T,fl:A,pl:N,
531	163331	23	fc:C,fl:G,pl:N,
532	163979	26	fc:T,fl:C,pl:T,
533	164421	187	fc:C,fl:T,pl:C,
534	164589	202	fc:T,fl:N,pl:C,
535	164597	206	fc:T,fl:G,pl:T,
536	165948	257	fc:T,fl:G,pl:T,
537	166344	210	fc:A,fl:C,pl:C,
538	166788	271	fc:T,fl:N,pl:G,
539	167172	329	fc:T,fl:C,pl:N,
540	167172	100	fc:C,fl:T,pl:C,
541	167281	242	fc:G,fl:C,pl:N,
542	167684	222	fc:T,fl:N,pl:G,
543	167687	188	fc:A,fl:N,pl:G,
544	167687	116	fc:C,fl:N,pl:A,
545	167687	101	fc:G,fl:N,pl:A,
546	167686	79	fc:A,fl:N,pl:T,
547	167686	104	fc:G,fl:N,pl:A,
548	167686	105	fc:A,fl:N,pl:G,
549	168249	172	fc:T,fl:C,pl:C,
550	171173	180	fc:C,fl:N,pl:T,
551	171563	122	fc:A,fl:G,pl:N,
552	176460	20	fc:T,fl:N,pl:C,
553	177440	96	fc:A,fl:N,pl:G,
554	177440	164	fc:A,fl:N,pl:C,
555	177935	11	fc:A,fl:A,pl:C,
556	177938	92	fc:T,fl:N,pl:A,
557	178269	294	fc:G,fl:T,pl:N,
558	178659	210	fc:T,fl:N,pl:C,
559	179304	255	fc:A,fl:N,pl:G,
560	179304	279	fc:C,fl:N,pl:G,
561	179304	297	fc:G,fl:N,pl:C,
562	179304	314	fc:T,fl:N,pl:A,
563	179530	267	fc:G,fl:T,pl:G,
564	179631	43	fc:G,fl:A,pl:G,
565	181196	79	fc:N,fl:T,pl:G,
566	181196	77	fc:N,fl:A,pl:C,
567	181279	197	fc:A,fl:N,pl:G,
568	181282	174	fc:C,fl:T,pl:C,
569	181312	54	fc:C,fl:N,pl:G,
570	181442	244	fc:C,fl:G,pl:C,
571	181829	329	fc:G,fl:N,pl:A,
572	182309	114	fc:A,fl:C,pl:C,
573	182496	198	fc:T,fl:N,pl:C,
574	182528	300	fc:A,fl:N,pl:G,
575	182528	154	fc:G,fl:N,pl:T,
576	182528	137	fc:A,fl:A,pl:G,
577	182527	112	fc:C,fl:N,pl:G,
578	182529	225	fc:G,fl:N,pl:C,
579	182532	52	fc:C,fl:N,pl:G,
580	182532	101	fc:C,fl:N,pl:A,
581	182835	130	fc:G,fl:N,pl:A,
582	183533	49	fc:G,fl:C,pl:G,
