# Population fc	G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,G14,G15,G16,G23,G24
# Population pl	PL01,PL02,PL03,PL04,PL05,PL06,PL07,PL08,PL09,PL10
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
238	fc	pl	NC_036838.1	3745247	0.32788	0.06852	0.00000	0.17633	0.03130	0.00000	0.30165	0.07362	0.00000
244	fc	pl	NC_036838.1	3812474	0.02740	0.06218	0.00000	0.00351	0.03032	0.00000	-0.03084	0.05398	0.00000
245	fc	pl	NC_036838.1	3812338	-0.00368	0.06219	0.00000	0.02666	0.03032	0.00000	-0.00290	0.05401	0.00000
249	fc	pl	NC_036838.1	3860702	0.08571	0.05693	0.00000	0.01627	0.02812	0.00000	0.04249	0.04465	0.00000
251	fc	pl	NC_036838.1	3863990	-0.02179	0.05654	0.00000	-0.00102	0.02794	0.00000	0.00779	0.04412	0.00000
276	fc	pl	NC_036838.1	4289860	-0.01798	-0.02407	0.00000	0.00007	-0.00488	0.00000	-0.01027	0.02094	0.00000
289	fc	pl	NC_036838.1	4568127	-0.10486	-0.02519	0.00000	-0.06038	-0.03220	0.00000	0.34415	0.15749	0.00000
312	fc	pl	NC_036838.1	4758530	-0.05316	0.05094	0.00000	-0.05597	-0.00063	0.00000	-0.06861	0.15249	0.00000
313	fc	pl	NC_036838.1	4758601	-0.07177	0.05097	0.00000	-0.07729	-0.00061	0.00000	0.11957	0.15250	0.00000
319	fc	pl	NC_036838.1	4838157	-0.07480	0.08293	0.00000	-0.00779	0.01667	0.00000	0.36121	0.15581	0.00000
321	fc	pl	NC_036838.1	4842647	0.39677	0.08470	0.00000	0.15448	0.01769	0.00000	0.31873	0.15569	0.00000
335	fc	pl	NC_036838.1	5130093	0.17687	0.11433	0.00000	0.06382	0.04466	0.00000	0.06137	0.06896	0.00000
339	fc	pl	NC_036838.1	5164316	0.04317	0.10866	0.00000	0.00085	0.04206	0.00000	0.10765	0.06387	0.00000
340	fc	pl	NC_036838.1	5168446	0.07907	0.10790	0.00000	0.01338	0.04168	0.00000	0.01335	0.06332	0.00000
346	fc	pl	NC_036838.1	5200242	-0.01253	0.10132	0.00000	-0.00062	0.03828	0.00000	-0.00764	0.05938	0.00000
349	fc	pl	NC_036838.1	5202404	0.33882	0.10082	0.00000	0.20397	0.03801	0.00000	0.19159	0.05912	0.00000
350	fc	pl	NC_036838.1	5202339	0.16339	0.10084	0.00000	0.05285	0.03802	0.00000	0.05319	0.05913	0.00000
360	fc	pl	NC_036838.1	5343893	0.00065	0.05711	0.00000	0.00269	0.01157	0.00000	-0.00017	0.04244	0.00000
371	fc	pl	NC_036838.1	5431862	0.05513	0.03096	0.00000	0.00827	-0.00674	0.00000	0.00795	0.03444	0.00000
373	fc	pl	NC_036838.1	5437334	-0.05706	0.02982	0.00000	-0.06042	-0.00763	0.00000	-0.03529	0.03409	0.00000
374	fc	pl	NC_036838.1	5437331	-0.08787	0.02982	0.00000	-0.11819	-0.00762	0.00000	0.12584	0.03409	0.00000
397	fc	pl	NC_036838.1	5666307	0.09078	0.13444	0.00000	0.01866	0.08456	0.00000	0.01083	0.11020	0.00000
398	fc	pl	NC_036838.1	5666104	0.03375	0.13424	0.00000	0.00694	0.08437	0.00000	0.08301	0.11005	0.00000
406	fc	pl	NC_036838.1	5822928	0.17431	0.25806	0.00000	0.02680	0.21879	0.00000	0.04682	0.22830	0.00000
416	fc	pl	NC_036838.1	5908122	0.80461	0.26614	0.00000	0.80461	0.23944	0.00000	0.78388	0.25446	0.00000
417	fc	pl	NC_036838.1	5908526	-0.01428	0.26606	0.00000	-0.00059	0.23943	0.00000	-0.00000	0.25449	0.00000
419	fc	pl	NC_036838.1	5920954	0.71980	0.26346	0.00000	0.71980	0.23862	0.00000	0.61520	0.25512	0.00000
428	fc	pl	NC_036838.1	6044030	-0.09375	0.21243	0.00000	-0.10315	0.20304	0.00000	0.03992	0.23175	0.00000
430	fc	pl	NC_036838.1	6046759	-0.02795	0.21108	0.00000	-0.00182	0.20198	0.00000	0.08625	0.23081	0.00000
431	fc	pl	NC_036838.1	6046755	0.04964	0.21108	0.00000	0.00175	0.20198	0.00000	-0.00633	0.23081	0.00000
435	fc	pl	NC_036838.1	6091041	0.47253	0.18983	0.00000	0.17620	0.18499	0.00000	0.93287	0.21442	0.00000
443	fc	pl	NC_036838.1	6140810	0.47572	0.16829	0.00000	0.59540	0.16745	0.00000	0.49229	0.19457	0.00000
448	fc	pl	NC_036838.1	6204007	0.01344	0.14516	0.00000	0.00136	0.14773	0.00000	-0.00877	0.16891	0.00000
450	fc	pl	NC_036838.1	6210742	0.55518	0.14291	0.00000	0.56914	0.14576	0.00000	0.54734	0.16619	0.00000
451	fc	pl	NC_036838.1	6210807	0.01647	0.14289	0.00000	0.00084	0.14574	0.00000	0.01223	0.16617	0.00000
454	fc	pl	NC_036838.1	6218128	-0.04579	0.14048	0.00000	-0.00439	0.14360	0.00000	0.00345	0.16321	0.00000
459	fc	pl	NC_036838.1	6334130	0.01647	0.09885	0.00000	0.00084	0.10586	0.00000	-0.00718	0.11342	0.00000
480	fc	pl	NC_036838.1	6563290	-0.02315	-0.00985	0.00000	-0.00103	0.03311	0.00000	0.00329	0.03982	0.00000
487	fc	pl	NC_036838.1	6685034	0.02390	-0.02519	0.00000	0.01224	0.03543	0.00000	0.00431	0.04718	0.00000
490	fc	pl	NC_036838.1	6709281	-0.04999	-0.02565	0.00000	-0.05444	0.03676	0.00000	-0.03760	0.04921	0.00000
491	fc	pl	NC_036838.1	6709320	-0.08646	-0.02566	0.00000	0.37136	0.03676	0.00000	0.42794	0.04921	0.00000
512	fc	pl	NC_036838.1	7100117	-0.01527	0.01410	0.00000	-0.01345	-0.00230	0.00000	-0.05439	0.03962	0.00000
514	fc	pl	NC_036838.1	7111835	-0.01525	0.01477	0.00000	-0.00083	-0.00244	0.00000	0.02861	0.03998	0.00000
517	fc	pl	NC_036838.1	7132286	0.04775	0.01588	0.00000	0.00104	-0.00257	0.00000	0.22661	0.04067	0.00000
518	fc	pl	NC_036838.1	7132348	0.02908	0.01588	0.00000	-0.00439	-0.00257	0.00000	-0.02663	0.04067	0.00000
531	fc	pl	NC_036838.1	7271812	0.04192	0.02643	0.00000	0.00198	0.00062	0.00000	0.05316	0.05230	0.00000
557	fc	pl	NC_036838.1	7646363	0.07023	0.21433	0.00000	0.10557	0.13259	0.00000	0.62446	0.20038	0.00000
560	fc	pl	NC_036838.1	7677900	0.18614	0.21953	0.00000	0.04374	0.13856	0.00000	-0.00533	0.19672	0.00000
563	fc	pl	NC_036838.1	7704187	0.38995	0.22374	0.00000	0.25284	0.14404	0.00000	0.24041	0.19487	0.00000
570	fc	pl	NC_036838.1	7790476	-0.02011	0.24048	0.00000	-0.00099	0.16861	0.00000	0.03012	0.20038	0.00000
572	fc	pl	NC_036838.1	7795444	0.20145	0.24147	0.00000	0.08934	0.17019	0.00000	0.04192	0.20111	0.00000
573	fc	pl	NC_036838.1	7795470	0.27974	0.24148	0.00000	0.06888	0.17019	0.00000	0.10542	0.20111	0.00000
580	fc	pl	NC_036838.1	7829328	0.32940	0.24862	0.00000	0.25746	0.18149	0.00000	0.25216	0.20732	0.00000
586	fc	pl	NC_036838.1	7921542	0.15248	0.27249	0.00000	0.06856	0.21877	0.00000	0.18754	0.23534	0.00000
587	fc	pl	NC_036838.1	7945313	1.00000	0.28124	0.00000	1.00000	0.23140	0.00000	1.00000	0.24604	0.00000
588	fc	pl	NC_036838.1	7945403	0.03313	0.28127	0.00000	0.01614	0.23145	0.00000	0.06731	0.24608	0.00000
590	fc	pl	NC_036838.1	7962746	0.01459	0.28798	0.00000	0.00134	0.24111	0.00000	0.00092	0.25452	0.00000
591	fc	pl	NC_036838.1	7962852	-0.01492	0.28802	0.00000	-0.00070	0.24117	0.00000	0.00163	0.25458	0.00000
594	fc	pl	NC_036838.1	7971517	0.35219	0.29164	0.00000	0.22871	0.24634	0.00000	0.21036	0.25915	0.00000
612	fc	pl	NC_036838.1	8182832	0.61255	0.41858	0.00000	0.61255	0.44451	0.00000	0.62614	0.44443	0.00000
613	fc	pl	NC_036838.1	8182831	0.68029	0.41858	0.00000	0.65415	0.44451	0.00000	0.58890	0.44443	0.00000
626	fc	pl	NC_036838.1	8341511	0.18164	0.43226	0.00000	0.03386	0.48876	0.00000	0.07446	0.49052	0.00000
627	fc	pl	NC_036838.1	8341505	0.42625	0.43226	0.00000	0.89124	0.48876	0.00000	0.94117	0.49052	0.00000
629	fc	pl	NC_036838.1	8352717	0.06071	0.42959	0.00000	0.46328	0.48400	0.00000	0.52319	0.48641	0.00000
635	fc	pl	NC_036838.1	8374410	0.88464	0.42733	0.00000	0.90022	0.47637	0.00000	0.76131	0.47955	0.00000
641	fc	pl	NC_036838.1	8455159	0.17431	0.42073	0.00000	0.02680	0.43653	0.00000	0.04682	0.44404	0.00000
649	fc	pl	NC_036838.1	8541679	0.94337	0.37572	0.00000	0.92326	0.34799	0.00000	0.93066	0.36356	0.00000
656	fc	pl	NC_036838.1	8618760	0.42268	0.27633	0.00000	0.18894	0.22880	0.00000	0.21723	0.25334	0.00000
671	fc	pl	NC_036838.1	8793516	0.01249	0.08953	0.00000	-0.00264	0.06057	0.00000	0.02401	0.09279	0.00000
672	fc	pl	NC_036838.1	8793251	-0.05950	0.08962	0.00000	-0.00376	0.06062	0.00000	0.16284	0.09284	0.00000
673	fc	pl	NC_036838.1	8795716	-0.01834	0.08881	0.00000	-0.00078	0.06014	0.00000	0.00221	0.09234	0.00000
678	fc	pl	NC_036838.1	8815081	0.06904	0.08419	0.00000	0.00470	0.05753	0.00000	0.04344	0.08946	0.00000
679	fc	pl	NC_036838.1	8815517	0.01459	0.08412	0.00000	0.00134	0.05751	0.00000	0.00092	0.08944	0.00000
684	fc	pl	NC_036838.1	8900532	0.01647	0.09772	0.00000	0.00084	0.07830	0.00000	-0.01270	0.10752	0.00000
686	fc	pl	NC_036838.1	8902962	0.15706	0.09889	0.00000	0.02593	0.07960	0.00000	0.04682	0.10870	0.00000
693	fc	pl	NC_036838.1	8955786	-0.04646	0.13490	0.00000	-0.00469	0.11743	0.00000	0.04056	0.14366	0.00000
694	fc	pl	NC_036838.1	8955986	-0.02906	0.13508	0.00000	-0.00135	0.11761	0.00000	0.09247	0.14382	0.00000
706	fc	pl	NC_036838.1	9074350	0.94939	0.27961	0.00000	1.00000	0.26065	0.00000	0.93105	0.28071	0.00000
707	fc	pl	NC_036838.1	9074331	0.02116	0.27958	0.00000	0.00103	0.26063	0.00000	-0.00592	0.28068	0.00000
720	fc	pl	NC_036838.1	9188980	0.77277	0.41483	0.00000	0.78835	0.39669	0.00000	0.78975	0.42063	0.00000
722	fc	pl	NC_036838.1	9201615	0.50442	0.42124	0.00000	0.23393	0.40427	0.00000	0.32673	0.42978	0.00000
732	fc	pl	NC_036838.1	9327670	0.71812	0.33388	0.00000	1.00000	0.33575	0.00000	0.95412	0.38701	0.00000
742	fc	pl	NC_036838.1	9451181	-0.06667	0.14549	0.00000	-0.07087	0.15025	0.00000	0.23423	0.21601	0.00000
746	fc	pl	NC_036838.1	9465490	-0.02787	0.13068	0.00000	-0.00136	0.13489	0.00000	0.00939	0.20054	0.00000
749	fc	pl	NC_036838.1	9501969	0.18089	0.10214	0.00000	0.02532	0.10518	0.00000	0.09300	0.16936	0.00000
752	fc	pl	NC_036838.1	9589257	-0.04502	0.07798	0.00000	-0.00352	0.08156	0.00000	0.07119	0.13913	0.00000
758	fc	pl	NC_036838.1	9609338	0.02637	0.07899	0.00000	0.00142	0.08341	0.00000	0.01471	0.13960	0.00000
760	fc	pl	NC_036838.1	9624011	-0.01681	0.08078	0.00000	-0.00075	0.08582	0.00000	-0.00840	0.14108	0.00000
771	fc	pl	NC_036838.1	9685503	-0.02453	0.09232	0.00000	-0.00133	0.10073	0.00000	0.03864	0.15400	0.00000
779	fc	pl	NC_036838.1	9766511	0.41114	0.10291	0.00000	0.84482	0.11241	0.00000	0.88901	0.16626	0.00000
780	fc	pl	NC_036838.1	9766408	0.41160	0.10291	0.00000	0.17346	0.11241	0.00000	0.25781	0.16627	0.00000
793	fc	pl	NC_036838.1	9895028	-0.02308	0.07806	0.00000	0.00872	0.07576	0.00000	0.31485	0.12637	0.00000
795	fc	pl	NC_036838.1	9895570	0.01647	0.07792	0.00000	0.00084	0.07555	0.00000	0.01223	0.12613	0.00000
806	fc	pl	NC_036838.1	9997249	-0.01253	0.07139	0.00000	-0.00062	0.05239	0.00000	0.00127	0.09515	0.00000
812	fc	pl	NC_036838.1	10009825	-0.03397	0.07421	0.00000	-0.00563	0.05274	0.00000	-0.00082	0.09456	0.00000
815	fc	pl	NC_036838.1	10027984	-0.03435	0.08015	0.00000	-0.00185	0.05463	0.00000	0.02665	0.09503	0.00000
816	fc	pl	NC_036838.1	10029150	0.12157	0.08060	0.00000	0.01301	0.05482	0.00000	0.07639	0.09514	0.00000
819	fc	pl	NC_036838.1	10050109	-0.07005	0.09060	0.00000	-0.08333	0.05956	0.00000	-0.00303	0.09848	0.00000
824	fc	pl	NC_036838.1	10071533	0.07054	0.10392	0.00000	0.01425	0.06702	0.00000	0.02680	0.10481	0.00000
840	fc	pl	NC_036838.1	10228672	0.72240	0.26454	0.00000	0.56543	0.16478	0.00000	0.50291	0.20217	0.00000
848	fc	pl	NC_036838.1	10309920	0.76608	0.28899	0.00000	0.56710	0.17056	0.00000	0.69841	0.20937	0.00000
855	fc	pl	NC_036838.1	10356832	0.29099	0.26899	0.00000	0.06944	0.15078	0.00000	0.14925	0.18867	0.00000
859	fc	pl	NC_036838.1	10462401	0.32782	0.19290	0.00000	0.11374	0.09088	0.00000	0.14612	0.12418	0.00000
861	fc	pl	NC_036838.1	10470871	-0.06780	0.18681	0.00000	-0.07264	0.08648	0.00000	-0.10415	0.11941	0.00000
862	fc	pl	NC_036838.1	10471016	-0.05013	0.18671	0.00000	-0.00531	0.08641	0.00000	-0.01301	0.11933	0.00000
865	fc	pl	NC_036838.1	10497299	0.26804	0.16894	0.00000	0.06824	0.07379	0.00000	0.14925	0.10576	0.00000
866	fc	pl	NC_036838.1	10497375	-0.01681	0.16889	0.00000	-0.00075	0.07375	0.00000	0.00195	0.10573	0.00000
877	fc	pl	NC_036838.1	10689158	-0.02011	0.06703	0.00000	-0.00099	0.01130	0.00000	0.00158	0.05391	0.00000
878	fc	pl	NC_036838.1	10689125	0.19223	0.06704	0.00000	0.03447	0.01130	0.00000	0.05957	0.05391	0.00000
884	fc	pl	NC_036838.1	10803780	-0.01496	0.02813	0.00000	-0.00174	-0.01008	0.00000	0.22851	0.04572	0.00000
888	fc	pl	NC_036838.1	10885844	-0.06207	0.04050	0.00000	-0.06596	0.00359	0.00000	-0.07125	0.06218	0.00000
889	fc	pl	NC_036838.1	10886004	-0.05319	0.04056	0.00000	-0.05615	0.00365	0.00000	-0.04910	0.06224	0.00000
900	fc	pl	NC_036838.1	11075688	0.49425	0.30779	0.00000	0.13070	0.28032	0.00000	0.43709	0.31539	0.00000
901	fc	pl	NC_036838.1	11075434	0.00851	0.30721	0.00000	0.00082	0.27967	0.00000	0.00151	0.31480	0.00000
905	fc	pl	NC_036838.1	11122047	-0.08108	0.41521	0.00000	-0.08738	0.40461	0.00000	-0.11092	0.42683	0.00000
922	fc	pl	NC_036838.1	11304495	0.95283	0.71481	0.00000	0.96293	0.76947	0.00000	0.94567	0.75387	0.00000
923	fc	pl	NC_036838.1	11304249	0.48085	0.71461	0.00000	0.85415	0.76922	0.00000	0.66704	0.75364	0.00000
924	fc	pl	NC_036838.1	11306662	0.95489	0.71654	0.00000	0.96294	0.77167	0.00000	0.96304	0.75589	0.00000
925	fc	pl	NC_036838.1	11306323	0.90204	0.71627	0.00000	0.94950	0.77133	0.00000	0.87007	0.75557	0.00000
926	fc	pl	NC_036838.1	11312670	0.95283	0.72113	0.00000	0.96293	0.77753	0.00000	0.96410	0.76128	0.00000
927	fc	pl	NC_036838.1	11312709	0.50809	0.72116	0.00000	0.54137	0.77756	0.00000	0.68488	0.76131	0.00000
943	fc	pl	NC_036838.1	11475106	0.62248	0.73028	0.00000	0.74812	0.79570	0.00000	0.74661	0.78530	0.00000
962	fc	pl	NC_036838.1	11632050	0.89235	0.54636	0.00000	0.92292	0.57458	0.00000	0.93447	0.59028	0.00000
974	fc	pl	NC_036838.1	11697678	0.94796	0.46492	0.00000	0.95995	0.48035	0.00000	0.96172	0.50129	0.00000
976	fc	pl	NC_036838.1	11739099	-0.06379	0.42804	0.00000	-0.09070	0.43839	0.00000	-0.04569	0.46019	0.00000
977	fc	pl	NC_036838.1	11738960	-0.01158	0.42815	0.00000	-0.00095	0.43851	0.00000	0.11373	0.46031	0.00000
983	fc	pl	NC_036838.1	11802728	0.02116	0.39272	0.00000	0.00103	0.40049	0.00000	-0.00592	0.42143	0.00000
989	fc	pl	NC_036838.1	11982946	0.96773	0.47083	0.00000	1.00000	0.50022	0.00000	0.96932	0.51654	0.00000
1002	fc	pl	NC_036838.1	12134443	-0.07984	0.46178	0.00000	-0.11505	0.48973	0.00000	-0.04264	0.51206	0.00000
1003	fc	pl	NC_036838.1	12134359	0.20966	0.46180	0.00000	0.51426	0.48977	0.00000	0.54668	0.51210	0.00000
1012	fc	pl	NC_036838.1	12169932	0.70059	0.44983	0.00000	0.61415	0.47441	0.00000	0.62428	0.49749	0.00000
1015	fc	pl	NC_036838.1	12172151	0.91445	0.44909	0.00000	0.92864	0.47346	0.00000	0.92865	0.49657	0.00000
1021	fc	pl	NC_036838.1	12235450	-0.03699	0.42805	0.00000	-0.00906	0.44565	0.00000	0.00179	0.46902	0.00000
1022	fc	pl	NC_036838.1	12235546	0.91046	0.42802	0.00000	0.92318	0.44561	0.00000	0.91465	0.46897	0.00000
1023	fc	pl	NC_036838.1	12236180	-0.06780	0.42780	0.00000	-0.07264	0.44532	0.00000	0.07486	0.46868	0.00000
1032	fc	pl	NC_036838.1	12353876	-0.01834	0.39763	0.00000	-0.00078	0.39868	0.00000	0.00221	0.42100	0.00000
1037	fc	pl	NC_036838.1	12394185	0.62382	0.39569	0.00000	0.57113	0.38926	0.00000	0.58136	0.41132	0.00000
1061	fc	pl	NC_036838.1	12591695	0.60042	0.42262	0.00000	0.48555	0.38827	0.00000	0.52559	0.43250	0.00000
1073	fc	pl	NC_036838.1	12737644	0.62895	0.33711	0.00000	0.59651	0.33414	0.00000	0.56051	0.38778	0.00000
1078	fc	pl	NC_036838.1	12802183	-0.10276	0.31083	0.00000	-0.01578	0.32095	0.00000	0.68075	0.36824	0.00000
1080	fc	pl	NC_036838.1	12827449	0.82640	0.30614	0.00000	0.82640	0.32089	0.00000	0.74142	0.36484	0.00000
1081	fc	pl	NC_036838.1	12827231	0.02740	0.30617	0.00000	0.00351	0.32088	0.00000	-0.02210	0.36486	0.00000
1085	fc	pl	NC_036838.1	12867236	0.02116	0.30340	0.00000	0.00103	0.32502	0.00000	-0.00592	0.36320	0.00000
1091	fc	pl	NC_036838.1	12920297	-0.03746	0.31125	0.00000	-0.00721	0.34073	0.00000	-0.00443	0.37131	0.00000
1095	fc	pl	NC_036838.1	12985213	0.53950	0.33222	0.00000	0.70305	0.36840	0.00000	0.69845	0.39168	0.00000
1098	fc	pl	NC_036838.1	13007487	0.09677	0.34094	0.00000	0.00965	0.37827	0.00000	0.00443	0.39994	0.00000
1099	fc	pl	NC_036838.1	13007544	0.79356	0.34097	0.00000	0.92022	0.37830	0.00000	0.92641	0.39996	0.00000
1111	fc	pl	NC_036838.1	13109572	0.71735	0.38176	0.00000	0.95058	0.41259	0.00000	0.95489	0.43218	0.00000
1125	fc	pl	NC_036838.1	13205249	0.14793	0.41829	0.00000	0.06710	0.42881	0.00000	0.08250	0.44764	0.00000
1127	fc	pl	NC_036838.1	13229035	0.05332	0.42907	0.00000	0.00281	0.43426	0.00000	0.12721	0.45159	0.00000
1128	fc	pl	NC_036838.1	13228897	0.58144	0.42901	0.00000	0.54138	0.43422	0.00000	0.55931	0.45156	0.00000
1137	fc	pl	NC_036838.1	13366505	0.89431	0.50729	0.00000	0.89312	0.49325	0.00000	0.88923	0.49074	0.00000
1139	fc	pl	NC_036838.1	13398752	0.87714	0.52814	0.00000	0.88928	0.51237	0.00000	0.83216	0.50387	0.00000
1140	fc	pl	NC_036838.1	13399107	0.00371	0.52835	0.00000	-0.00506	0.51256	0.00000	-0.03264	0.50400	0.00000
1146	fc	pl	NC_036838.1	13473749	0.59534	0.57763	0.00000	0.54394	0.56026	0.00000	0.48011	0.53932	0.00000
1166	fc	pl	NC_036838.1	13775208	1.00000	0.81139	0.00000	1.00000	0.81695	0.00000	1.00000	0.80548	0.00000
1171	fc	pl	NC_036838.1	13836441	1.00000	0.74924	0.00000	1.00000	0.75561	0.00000	0.93111	0.75247	0.00000
1176	fc	pl	NC_036838.1	13882837	0.82130	0.67852	0.00000	0.87789	0.68462	0.00000	0.87686	0.68983	0.00000
1186	fc	pl	NC_036838.1	13980798	0.03697	0.47474	0.00000	0.00182	0.48047	0.00000	0.05316	0.51023	0.00000
1189	fc	pl	NC_036838.1	14025242	1.00000	0.37079	0.00000	1.00000	0.37781	0.00000	0.99411	0.41960	0.00000
1201	fc	pl	NC_036838.1	14151403	-0.02453	0.14809	0.00000	-0.00133	0.16188	0.00000	0.04093	0.22318	0.00000
1212	fc	pl	NC_036838.1	14206048	-0.06821	0.11287	0.00000	-0.02881	0.12986	0.00000	0.37502	0.18924	0.00000
1213	fc	pl	NC_036838.1	14206067	0.03247	0.11287	0.00000	0.00456	0.12986	0.00000	0.02502	0.18923	0.00000
1219	fc	pl	NC_036838.1	14270938	-0.04295	0.11509	0.00000	-0.00413	0.13556	0.00000	0.04150	0.18655	0.00000
1220	fc	pl	NC_036838.1	14270851	-0.04162	0.11505	0.00000	-0.00233	0.13552	0.00000	-0.01004	0.18653	0.00000
1223	fc	pl	NC_036838.1	14289180	-0.01834	0.12202	0.00000	-0.00078	0.14346	0.00000	0.00221	0.19143	0.00000
1229	fc	pl	NC_036838.1	14403265	-0.04565	0.21065	0.00000	-0.00635	0.23826	0.00000	-0.00141	0.26459	0.00000
