# Stacks v2.0b;  Phylip sequential; October 02, 2018
# Seq Pos	Locus ID	Column	Population
221	588	261	fc:M,fl:N,pl:N,
222	588	117	fc:S,fl:G,pl:G,
223	587	23	fc:C,fl:C,pl:T,
224	591	51	fc:K,fl:G,pl:G,
225	590	54	fc:M,fl:N,pl:C,
226	594	63	fc:R,fl:N,pl:A,
227	613	147	fc:R,fl:A,pl:A,
228	612	116	fc:Y,fl:T,pl:T,
229	627	349	fc:R,fl:N,pl:N,
230	627	347	fc:R,fl:N,pl:N,
231	627	346	fc:R,fl:N,pl:N,
232	627	345	fc:M,fl:N,pl:N,
233	627	18	fc:M,fl:N,pl:C,
234	626	99	fc:T,fl:N,pl:W,
235	629	12	fc:Y,fl:Y,pl:Y,
236	629	34	fc:Y,fl:N,pl:Y,
237	629	45	fc:R,fl:N,pl:N,
238	629	50	fc:Y,fl:N,pl:Y,
239	629	76	fc:K,fl:N,pl:K,
240	629	121	fc:R,fl:N,pl:G,
241	629	161	fc:Y,fl:N,pl:N,
242	629	166	fc:S,fl:N,pl:N,
243	635	234	fc:K,fl:N,pl:G,
244	635	233	fc:R,fl:N,pl:G,
245	637	197	fc:M,fl:N,pl:N,
246	641	57	fc:A,fl:N,pl:R,
247	649	126	fc:C,fl:N,pl:M,
248	649	134	fc:T,fl:N,pl:Y,
249	656	17	fc:T,fl:N,pl:Y,
250	672	311	fc:R,fl:N,pl:N,
251	671	181	fc:R,fl:N,pl:A,
252	673	96	fc:R,fl:N,pl:G,
253	679	131	fc:W,fl:N,pl:A,
254	678	75	fc:R,fl:A,pl:A,
255	678	244	fc:G,fl:N,pl:S,
256	684	211	fc:T,fl:N,pl:Y,
257	686	190	fc:G,fl:N,pl:K,
258	694	104	fc:K,fl:N,pl:G,
259	693	142	fc:R,fl:N,pl:R,
260	707	185	fc:G,fl:N,pl:R,
261	706	297	fc:K,fl:N,pl:T,
262	706	332	fc:G,fl:N,pl:A,
263	720	94	fc:M,fl:N,pl:C,
264	722	68	fc:T,fl:N,pl:Y,
265	732	277	fc:C,fl:N,pl:M,
266	732	256	fc:T,fl:N,pl:G,
267	732	91	fc:G,fl:N,pl:K,
268	742	68	fc:R,fl:N,pl:N,
269	746	60	fc:Y,fl:C,pl:C,
270	752	290	fc:K,fl:N,pl:T,
271	752	298	fc:K,fl:N,pl:N,
272	758	144	fc:C,fl:N,pl:Y,
273	760	29	fc:W,fl:N,pl:T,
274	760	130	fc:W,fl:N,pl:T,
275	771	89	fc:K,fl:N,pl:G,
276	780	132	fc:C,fl:N,pl:S,
277	780	15	fc:A,fl:N,pl:M,
278	779	107	fc:A,fl:N,pl:M,
279	779	134	fc:T,fl:N,pl:K,
280	779	155	fc:K,fl:N,pl:G,
281	793	53	fc:N,fl:N,pl:M,
282	795	6	fc:C,fl:N,pl:Y,
283	806	119	fc:R,fl:N,pl:G,
284	812	140	fc:Y,fl:N,pl:Y,
285	812	61	fc:W,fl:N,pl:T,
286	815	294	fc:W,fl:N,pl:N,
287	816	239	fc:C,fl:N,pl:Y,
288	816	240	fc:T,fl:N,pl:W,
289	819	44	fc:M,fl:N,pl:M,
290	819	45	fc:N,fl:N,pl:R,
291	819	93	fc:N,fl:N,pl:K,
292	819	127	fc:N,fl:N,pl:M,
293	819	128	fc:N,fl:N,pl:W,
294	819	131	fc:N,fl:N,pl:M,
295	819	151	fc:N,fl:N,pl:Y,
296	819	181	fc:N,fl:N,pl:Y,
297	824	192	fc:W,fl:T,pl:T,
298	855	215	fc:G,fl:G,pl:R,
299	859	183	fc:A,fl:N,pl:W,
300	859	184	fc:T,fl:N,pl:W,
301	862	313	fc:W,fl:N,pl:W,
302	861	103	fc:N,fl:N,pl:R,
303	866	267	fc:K,fl:N,pl:T,
304	865	87	fc:C,fl:N,pl:M,
305	865	88	fc:A,fl:N,pl:W,
306	878	45	fc:C,fl:N,pl:M,
307	877	116	fc:Y,fl:N,pl:T,
308	884	85	fc:R,fl:N,pl:N,
309	889	312	fc:Y,fl:N,pl:Y,
310	888	64	fc:S,fl:S,pl:S,
311	888	77	fc:W,fl:N,pl:W,
312	888	197	fc:W,fl:N,pl:W,
313	888	207	fc:R,fl:N,pl:R,
314	888	213	fc:W,fl:N,pl:W,
315	888	243	fc:R,fl:N,pl:R,
316	901	211	fc:K,fl:N,pl:T,
317	905	203	fc:A,fl:N,pl:R,
318	905	144	fc:Y,fl:N,pl:N,
319	905	119	fc:Y,fl:N,pl:Y,
320	905	112	fc:R,fl:N,pl:R,
321	907	111	fc:C,fl:M,pl:C,
322	907	94	fc:T,fl:K,pl:T,
323	907	93	fc:A,fl:R,pl:A,
324	907	66	fc:A,fl:R,pl:A,
325	923	257	fc:N,fl:N,pl:W,
326	923	224	fc:M,fl:N,pl:M,
327	922	195	fc:R,fl:N,pl:G,
328	925	289	fc:W,fl:N,pl:N,
329	925	288	fc:W,fl:N,pl:N,
330	925	287	fc:W,fl:N,pl:N,
331	925	279	fc:M,fl:N,pl:C,
332	924	57	fc:Y,fl:N,pl:T,
333	927	107	fc:N,fl:N,pl:R,
334	927	73	fc:N,fl:N,pl:M,
335	926	203	fc:R,fl:N,pl:G,
336	943	97	fc:R,fl:N,pl:G,
337	943	18	fc:M,fl:N,pl:N,
338	962	19	fc:R,fl:N,pl:N,
339	962	15	fc:M,fl:N,pl:N,
340	974	96	fc:W,fl:N,pl:A,
341	977	403	fc:N,fl:N,pl:S,
342	976	122	fc:N,fl:N,pl:W,
343	976	222	fc:N,fl:N,pl:K,
344	976	249	fc:N,fl:N,pl:R,
345	983	242	fc:C,fl:N,pl:M,
346	989	280	fc:R,fl:N,pl:A,
347	1003	130	fc:R,fl:N,pl:A,
348	1003	128	fc:R,fl:N,pl:R,
349	1002	9	fc:N,fl:R,pl:N,
350	1002	126	fc:N,fl:R,pl:N,
351	1012	171	fc:S,fl:N,pl:S,
352	1015	70	fc:Y,fl:T,pl:T,
353	1022	159	fc:Y,fl:N,pl:C,
354	1021	200	fc:M,fl:N,pl:M,
355	1021	205	fc:R,fl:R,pl:G,
356	1021	206	fc:W,fl:N,pl:W,
357	1021	207	fc:R,fl:N,pl:R,
358	1021	208	fc:R,fl:R,pl:R,
359	1023	19	fc:N,fl:N,pl:K,
360	1032	36	fc:K,fl:G,pl:G,
361	1037	132	fc:Y,fl:N,pl:Y,
362	1061	166	fc:Y,fl:N,pl:Y,
363	1069	225	fc:G,fl:S,pl:G,
364	1069	137	fc:T,fl:Y,pl:T,
365	1069	104	fc:G,fl:R,pl:G,
366	1073	291	fc:R,fl:N,pl:R,
367	1078	200	fc:Y,fl:N,pl:N,
368	1078	191	fc:W,fl:N,pl:N,
369	1078	190	fc:Y,fl:N,pl:N,
370	1078	182	fc:K,fl:N,pl:N,
371	1078	173	fc:W,fl:N,pl:N,
372	1078	169	fc:K,fl:N,pl:N,
373	1085	167	fc:G,fl:N,pl:R,
374	1091	72	fc:M,fl:N,pl:M,
375	1095	219	fc:S,fl:C,pl:C,
376	1095	220	fc:Y,fl:C,pl:C,
377	1095	299	fc:Y,fl:N,pl:N,
378	1099	282	fc:Y,fl:N,pl:C,
379	1099	206	fc:W,fl:N,pl:A,
380	1099	116	fc:C,fl:C,pl:M,
381	1098	187	fc:C,fl:N,pl:Y,
382	1111	25	fc:R,fl:N,pl:R,
383	1111	120	fc:S,fl:N,pl:N,
384	1111	125	fc:S,fl:N,pl:N,
385	1125	207	fc:R,fl:N,pl:N,
386	1128	300	fc:M,fl:N,pl:C,
387	1127	19	fc:A,fl:N,pl:R,
388	1137	151	fc:R,fl:N,pl:R,
389	1137	67	fc:C,fl:M,pl:C,
390	1137	29	fc:Y,fl:T,pl:Y,
391	1140	353	fc:N,fl:N,pl:K,
392	1140	343	fc:N,fl:N,pl:S,
393	1146	102	fc:Y,fl:N,pl:Y,
394	1166	99	fc:C,fl:M,pl:A,
395	1176	341	fc:R,fl:N,pl:R,
396	1176	95	fc:Y,fl:N,pl:Y,
397	1186	23	fc:G,fl:G,pl:K,
398	1189	81	fc:K,fl:N,pl:K,
399	1189	82	fc:T,fl:N,pl:A,
400	1201	303	fc:M,fl:N,pl:A,
401	1213	216	fc:C,fl:Y,pl:C,
402	1213	96	fc:Y,fl:C,pl:C,
403	1213	69	fc:A,fl:R,pl:A,
404	1212	171	fc:M,fl:N,pl:N,
405	1212	185	fc:M,fl:N,pl:N,
406	1220	275	fc:R,fl:N,pl:G,
407	1220	273	fc:R,fl:N,pl:R,
408	1219	172	fc:R,fl:N,pl:R,
409	1223	117	fc:Y,fl:N,pl:C,
410	1229	105	fc:M,fl:N,pl:M,
411	1231	101	fc:K,fl:N,pl:K,
412	1230	57	fc:N,fl:Y,pl:N,
413	1237	334	fc:R,fl:N,pl:N,
414	1237	332	fc:R,fl:N,pl:N,
415	1237	166	fc:R,fl:G,pl:G,
416	1236	18	fc:S,fl:N,pl:N,
417	1236	169	fc:C,fl:N,pl:Y,
418	1255	41	fc:W,fl:N,pl:A,
419	1258	99	fc:R,fl:N,pl:G,
420	1258	85	fc:S,fl:N,pl:G,
421	1257	246	fc:R,fl:N,pl:R,
422	1275	217	fc:N,fl:N,pl:M,
423	1275	198	fc:N,fl:N,pl:Y,
424	1275	69	fc:Y,fl:C,pl:C,
425	1285	109	fc:Y,fl:T,pl:T,
426	1292	60	fc:Y,fl:N,pl:T,
427	1301	250	fc:S,fl:N,pl:C,
428	1300	193	fc:M,fl:N,pl:N,
429	1306	59	fc:T,fl:N,pl:K,
430	1309	94	fc:Y,fl:N,pl:T,
431	1309	8	fc:S,fl:N,pl:N,
432	1308	246	fc:R,fl:N,pl:N,
433	1311	130	fc:G,fl:R,pl:G,
434	1311	83	fc:A,fl:R,pl:R,
435	1311	8	fc:T,fl:Y,pl:T,
436	1310	104	fc:C,fl:Y,pl:C,
437	1310	117	fc:R,fl:R,pl:R,
438	1313	237	fc:W,fl:N,pl:W,
439	1319	169	fc:W,fl:N,pl:A,
440	1319	178	fc:A,fl:N,pl:C,
441	1335	275	fc:C,fl:N,pl:Y,
442	1335	198	fc:C,fl:N,pl:S,
443	1335	107	fc:G,fl:N,pl:R,
444	1334	122	fc:A,fl:N,pl:W,
445	1334	135	fc:K,fl:N,pl:K,
446	1334	164	fc:G,fl:N,pl:S,
447	1341	17	fc:C,fl:C,pl:M,
448	1340	151	fc:K,fl:T,pl:T,
449	1340	257	fc:T,fl:N,pl:Y,
450	1345	235	fc:W,fl:N,pl:W,
451	1345	188	fc:Y,fl:N,pl:Y,
452	1344	6	fc:C,fl:Y,pl:C,
453	1344	37	fc:C,fl:Y,pl:C,
454	1350	164	fc:W,fl:N,pl:W,
455	1350	39	fc:R,fl:N,pl:R,
456	1352	194	fc:R,fl:N,pl:N,
457	1355	61	fc:G,fl:G,pl:R,
458	1366	254	fc:M,fl:C,pl:M,
459	1366	246	fc:R,fl:G,pl:G,
460	1369	148	fc:K,fl:N,pl:G,
461	1368	53	fc:N,fl:N,pl:W,
462	1368	151	fc:N,fl:N,pl:Y,
463	1368	166	fc:N,fl:N,pl:Y,
464	1368	213	fc:C,fl:N,pl:Y,
465	1376	216	fc:G,fl:G,pl:R,
466	1376	83	fc:G,fl:N,pl:K,
467	1375	177	fc:Y,fl:N,pl:N,
468	1392	174	fc:R,fl:G,pl:G,
469	1398	44	fc:M,fl:N,pl:M,
470	1398	15	fc:W,fl:N,pl:W,
471	1403	275	fc:R,fl:N,pl:G,
472	1403	11	fc:Y,fl:N,pl:C,
473	1408	209	fc:M,fl:N,pl:C,
474	1414	75	fc:K,fl:N,pl:K,
475	1419	85	fc:Y,fl:N,pl:N,
476	1418	162	fc:R,fl:N,pl:N,
477	1426	122	fc:G,fl:N,pl:R,
478	1425	91	fc:K,fl:N,pl:G,
479	1425	284	fc:W,fl:N,pl:T,
480	1443	9	fc:N,fl:N,pl:R,
481	1448	208	fc:W,fl:N,pl:N,
482	1448	183	fc:M,fl:N,pl:N,
483	1448	164	fc:M,fl:N,pl:N,
484	1450	293	fc:W,fl:T,pl:N,
485	1453	22	fc:C,fl:N,pl:Y,
486	1453	287	fc:T,fl:N,pl:W,
487	1463	82	fc:W,fl:N,pl:N,
488	1463	45	fc:T,fl:Y,pl:T,
489	1463	40	fc:A,fl:W,pl:A,
490	1463	15	fc:K,fl:T,pl:T,
491	1467	175	fc:K,fl:N,pl:K,
492	1472	86	fc:M,fl:N,pl:M,
493	1477	65	fc:R,fl:A,pl:A,
494	1477	162	fc:M,fl:C,pl:C,
495	1486	260	fc:R,fl:N,pl:G,
496	1486	258	fc:R,fl:N,pl:G,
497	1504	313	fc:G,fl:N,pl:R,
498	1504	287	fc:A,fl:N,pl:R,
499	1504	252	fc:K,fl:N,pl:N,
500	1504	117	fc:N,fl:N,pl:R,
501	1504	67	fc:K,fl:N,pl:K,
502	1503	198	fc:R,fl:N,pl:N,
503	1516	224	fc:R,fl:N,pl:N,
504	1515	37	fc:Y,fl:N,pl:C,
505	1515	51	fc:R,fl:N,pl:G,
506	1515	94	fc:R,fl:N,pl:R,
507	1515	106	fc:Y,fl:N,pl:Y,
508	1515	171	fc:W,fl:N,pl:A,
509	1515	228	fc:Y,fl:N,pl:T,
510	1515	259	fc:R,fl:N,pl:G,
511	1520	89	fc:Y,fl:N,pl:Y,
512	1519	150	fc:M,fl:N,pl:M,
513	1519	172	fc:R,fl:N,pl:A,
514	1519	191	fc:K,fl:N,pl:K,
515	1536	323	fc:T,fl:N,pl:W,
516	1536	322	fc:C,fl:N,pl:S,
517	1536	148	fc:R,fl:N,pl:N,
518	1539	147	fc:Y,fl:N,pl:N,
519	1539	172	fc:R,fl:N,pl:N,
520	1539	174	fc:C,fl:C,pl:Y,
521	1539	199	fc:N,fl:N,pl:R,
522	1539	231	fc:Y,fl:N,pl:N,
523	1539	233	fc:Y,fl:N,pl:C,
524	1550	255	fc:T,fl:N,pl:K,
525	1549	137	fc:G,fl:G,pl:R,
526	1562	290	fc:R,fl:N,pl:G,
527	1564	70	fc:R,fl:N,pl:N,
528	1567	11	fc:C,fl:N,pl:T,
529	1567	25	fc:R,fl:N,pl:G,
530	1573	28	fc:G,fl:N,pl:K,
531	1573	58	fc:T,fl:N,pl:Y,
532	1578	91	fc:W,fl:N,pl:N,
533	1584	37	fc:R,fl:N,pl:A,
534	1584	36	fc:M,fl:N,pl:C,
535	1593	327	fc:N,fl:Y,pl:N,
536	1604	188	fc:G,fl:N,pl:R,
537	1612	25	fc:R,fl:G,pl:G,
538	1646	94	fc:A,fl:R,pl:A,
539	1646	77	fc:A,fl:R,pl:A,
540	1646	69	fc:A,fl:M,pl:A,
541	1648	138	fc:W,fl:N,pl:A,
542	1647	183	fc:W,fl:A,pl:A,
543	1650	76	fc:N,fl:N,pl:M,
544	1655	257	fc:K,fl:N,pl:G,
545	1659	27	fc:G,fl:N,pl:S,
546	1659	26	fc:G,fl:N,pl:R,
547	1659	25	fc:G,fl:N,pl:K,
548	1659	24	fc:G,fl:N,pl:K,
549	1658	91	fc:G,fl:N,pl:R,
550	1663	232	fc:R,fl:N,pl:N,
551	1666	330	fc:K,fl:N,pl:G,
552	1665	111	fc:M,fl:N,pl:A,
553	1668	150	fc:M,fl:N,pl:C,
554	1667	192	fc:N,fl:N,pl:S,
555	1690	64	fc:N,fl:K,pl:K,
556	1690	100	fc:N,fl:N,pl:S,
557	1690	246	fc:A,fl:A,pl:W,
558	1690	277	fc:G,fl:N,pl:R,
559	1690	324	fc:T,fl:T,pl:K,
560	1692	310	fc:K,fl:N,pl:G,
561	1701	98	fc:M,fl:N,pl:C,
562	1711	190	fc:M,fl:N,pl:N,
563	1716	334	fc:M,fl:N,pl:C,
564	1716	335	fc:M,fl:N,pl:C,
565	1716	338	fc:M,fl:N,pl:C,
566	1716	340	fc:W,fl:N,pl:T,
567	1720	89	fc:A,fl:A,pl:M,
568	1735	269	fc:T,fl:N,pl:W,
569	1735	266	fc:M,fl:N,pl:N,
570	1754	18	fc:W,fl:N,pl:A,
571	1758	47	fc:Y,fl:Y,pl:Y,
572	1764	11	fc:K,fl:N,pl:G,
573	1779	40	fc:C,fl:C,pl:Y,
574	1782	271	fc:T,fl:N,pl:K,
575	1784	74	fc:A,fl:R,pl:A,
576	1784	179	fc:A,fl:R,pl:A,
577	1784	236	fc:C,fl:Y,pl:C,
578	1788	210	fc:S,fl:N,pl:G,
579	1791	60	fc:R,fl:G,pl:G,
580	1795	165	fc:M,fl:N,pl:A,
581	1795	83	fc:R,fl:N,pl:G,
582	1801	57	fc:C,fl:C,pl:Y,
583	1801	156	fc:T,fl:T,pl:K,
584	1801	172	fc:A,fl:A,pl:R,
585	1801	246	fc:A,fl:N,pl:W,
586	1807	38	fc:M,fl:N,pl:N,
587	1819	230	fc:M,fl:N,pl:N,
588	1824	194	fc:W,fl:N,pl:N,
589	1823	59	fc:R,fl:N,pl:R,
590	1830	68	fc:S,fl:N,pl:G,
591	1829	47	fc:A,fl:R,pl:A,
592	1829	103	fc:G,fl:R,pl:G,
593	1829	116	fc:A,fl:R,pl:A,
594	1829	159	fc:G,fl:R,pl:N,
595	1854	272	fc:K,fl:N,pl:N,
596	1875	117	fc:K,fl:N,pl:G,
597	1874	83	fc:K,fl:N,pl:N,
598	1878	25	fc:Y,fl:N,pl:Y,
599	1884	292	fc:W,fl:T,pl:T,
600	1883	169	fc:Y,fl:N,pl:N,
601	1906	231	fc:N,fl:N,pl:K,
602	1906	265	fc:N,fl:N,pl:K,
603	1913	117	fc:K,fl:N,pl:G,
604	1912	12	fc:K,fl:N,pl:G,
605	1921	133	fc:S,fl:N,pl:G,
606	1939	50	fc:Y,fl:N,pl:T,
607	1938	186	fc:A,fl:R,pl:A,
608	1944	229	fc:M,fl:N,pl:N,
609	1943	70	fc:T,fl:N,pl:Y,
610	1945	56	fc:A,fl:M,pl:A,
