# Population lc	G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,G14,G15,G16,G23,G24
# Population pl	PL01,PL02,PL03,PL04,PL05,PL06,PL07,PL08,PL09,PL10
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
40	lc	pl	10053|15|509	-507	-0.01834	-0.01834	0.00000	-0.00078	-0.00078	0.00000	0.00221	0.00221	0.00000
44	lc	pl	10057|10|395	-391	0.12800	0.12800	0.00000	0.04665	0.04665	0.00000	0.07464	0.07464	0.00000
45	lc	pl	10058|17|471	-455	-0.06883	-0.04541	0.00000	-0.07344	-0.03533	0.00000	0.00870	0.00723	0.00000
46	lc	pl	10060|11|425	-423	-0.02453	-0.04541	0.00000	-0.00133	-0.03533	0.00000	0.00593	0.00723	0.00000
48	lc	pl	10061|14|435	-433	-0.00592	0.56707	0.00000	-0.03175	0.56847	0.00000	0.25271	0.67632	0.00000
51	lc	pl	10063|11|447	-445	0.91086	0.56707	0.00000	0.92860	0.56847	0.00000	0.93048	0.67632	0.00000
54	lc	pl	10069|11|393	-391	0.04063	0.04063	0.00000	0.01119	0.01119	0.00000	0.07601	0.07601	0.00000
55	lc	pl	10072|8|331	-329	-0.10345	0.02905	0.00000	-0.07536	-0.01910	0.00000	0.42624	0.16114	0.00000
56	lc	pl	10074|8|356	-354	0.09677	0.02905	0.00000	0.00965	-0.01910	0.00000	0.02564	0.16114	0.00000
58	lc	pl	10077|9|409	-407	-0.20735	0.07921	0.00000	-0.26316	0.02826	0.00000	0.49200	0.45378	0.00000
59	lc	pl	10078|29|508	-506	0.19938	0.07921	0.00000	0.15046	0.02826	0.00000	0.43776	0.45378	0.00000
62	lc	pl	10080|12|480	-478	-0.01443	-0.01443	0.00000	-0.00831	-0.00831	0.00000	0.06801	0.06801	0.00000
64	lc	pl	10082|13|464	-462	-0.00509	-0.00509	0.00000	0.00250	0.00250	0.00000	0.07592	0.07592	0.00000
67	lc	pl	10087|13|504	-502	0.02980	0.02980	0.00000	0.00639	0.00639	0.00000	0.02251	0.02251	0.00000
70	lc	pl	10089|12|320	-318	0.16067	0.16067	0.00000	0.25510	0.25510	0.00000	0.31426	0.31426	0.00000
72	lc	pl	10094|22|488	-484	0.83740	0.83740	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
73	lc	pl	10095|11|471	-447	-0.01798	0.19346	0.00000	-0.00093	0.10490	0.00000	0.01060	0.07804	0.00000
74	lc	pl	10097|15|493	-491	0.44334	0.19346	0.00000	0.22998	0.10490	0.00000	0.15774	0.07804	0.00000
75	lc	pl	10098|12|459	-457	0.02643	0.03127	0.00000	0.00271	0.01864	0.00000	-0.00721	0.04587	0.00000
76	lc	pl	10099|22|456	-454	0.03767	0.03127	0.00000	0.03971	0.01864	0.00000	0.11607	0.04587	0.00000
79	lc	pl	10102|9|368	-366	0.64392	0.29123	0.00000	1.00000	0.41998	0.00000	0.92087	0.39727	0.00000
80	lc	pl	10103|12|457	-455	0.03697	0.29123	0.00000	0.00182	0.41998	0.00000	0.01979	0.39727	0.00000
84	lc	pl	10110|14|548	-460	0.94960	0.94960	0.00000	1.00000	1.00000	0.00000	0.98811	0.98811	0.00000
87	lc	pl	10117|14|437	-435	0.12212	0.28390	0.00000	0.11735	0.28725	0.00000	0.08312	0.23385	0.00000
88	lc	pl	1012|13|463	-461	0.47191	0.28390	0.00000	0.48469	0.28725	0.00000	0.40903	0.23385	0.00000
89	lc	pl	10122|19|482	-480	-0.01525	0.34194	0.00000	-0.00083	0.31713	0.00000	-0.02171	0.29403	0.00000
90	lc	pl	10123|11|472	-470	0.66427	0.34194	0.00000	0.60407	0.31713	0.00000	0.57896	0.29403	0.00000
92	lc	pl	10127|18|464	-462	-0.01834	-0.01834	0.00000	-0.00078	-0.00078	0.00000	0.00221	0.00221	0.00000
95	lc	pl	10129|8|396	-394	0.28659	0.28659	0.00000	0.08730	0.08730	0.00000	0.06183	0.06183	0.00000
96	lc	pl	1013|10|402	-400	0.39005	0.36652	0.00000	0.68802	0.54618	0.00000	0.72226	0.63932	0.00000
97	lc	pl	10130|12|455	-453	0.33080	0.36652	0.00000	0.33080	0.54618	0.00000	0.51338	0.63932	0.00000
98	lc	pl	10132|12|485	-483	0.22402	0.22402	0.00000	0.15013	0.15013	0.00000	0.13191	0.13191	0.00000
100	lc	pl	10134|10|438	-436	-0.04286	-0.04286	0.00000	-0.00392	-0.00392	0.00000	0.00410	0.00410	0.00000
104	lc	pl	10138|13|477	151	0.21429	0.21429	0.00000	0.04592	0.04592	0.00000	0.01322	0.01322	0.00000
116	lc	pl	10150|8|407	-405	-0.00072	-0.00072	0.00000	-0.00027	-0.00027	0.00000	0.19152	0.19152	0.00000
117	lc	pl	10151|10|420	-418	-0.01834	-0.01834	0.00000	-0.00078	-0.00078	0.00000	0.00221	0.00221	0.00000
120	lc	pl	10155|10|375	-373	0.03462	0.03462	0.00000	0.00376	0.00376	0.00000	0.01987	0.01987	0.00000
122	lc	pl	10158|14|455	-425	0.03929	0.03929	0.00000	0.00581	0.00581	0.00000	0.02470	0.02470	0.00000
124	lc	pl	10160|16|480	-478	1.00000	0.55759	0.00000	1.00000	0.53692	0.00000	0.99207	0.55372	0.00000
125	lc	pl	10162|8|466	-463	0.04712	0.55759	0.00000	0.00260	0.53692	0.00000	0.04794	0.55372	0.00000
127	lc	pl	10165|14|472	-470	0.49451	0.49451	0.00000	0.71341	0.71341	0.00000	0.65054	0.65054	0.00000
129	lc	pl	10169|9|425	-423	0.11763	0.11763	0.00000	0.03716	0.03716	0.00000	0.07943	0.07943	0.00000
131	lc	pl	10176|23|496	-493	0.52787	0.52787	0.00000	0.43903	0.43903	0.00000	0.44716	0.44716	0.00000
134	lc	pl	1018|8|486	-483	-0.11864	-0.11864	0.00000	-0.12895	-0.12895	0.00000	0.24505	0.24505	0.00000
137	lc	pl	10185|14|485	-483	-0.03067	-0.03067	0.00000	-0.00186	-0.00186	0.00000	-0.03211	-0.03211	0.00000
139	lc	pl	10189|13|533	-531	-0.20000	-0.20000	0.00000	-0.23529	-0.23529	0.00000	0.04349	0.04349	0.00000
140	lc	pl	1019|8|412	-410	-0.01165	-0.01165	0.00000	-0.00068	-0.00068	0.00000	-0.02110	-0.02110	0.00000
142	lc	pl	10193|16|521	-478	0.02559	0.02559	0.00000	0.00119	0.00119	0.00000	0.01223	0.01223	0.00000
144	lc	pl	10197|13|453	-451	0.24616	0.24616	0.00000	0.11784	0.11784	0.00000	0.10066	0.10066	0.00000
146	lc	pl	10201|14|453	-451	-0.06273	-0.06273	0.00000	-0.06691	-0.06691	0.00000	-0.06195	-0.06195	0.00000
149	lc	pl	10203|15|406	-404	0.07907	0.07907	0.00000	0.01338	0.01338	0.00000	0.06397	0.06397	0.00000
155	lc	pl	10208|11|405	-403	-0.00239	-0.00239	0.00000	-0.00023	-0.00023	0.00000	0.08571	0.08571	0.00000
157	lc	pl	10210|13|481	-479	0.95045	0.75165	0.00000	0.95996	0.83084	0.00000	0.94054	0.82096	0.00000
158	lc	pl	10211|12|444	-442	0.56210	0.75165	0.00000	0.70772	0.83084	0.00000	0.70693	0.82096	0.00000
159	lc	pl	10212|17|452	-450	-0.06158	0.21045	0.00000	-0.06811	0.06168	0.00000	-0.10723	0.08125	0.00000
160	lc	pl	10213|16|458	-456	0.49896	0.21045	0.00000	0.19933	0.06168	0.00000	0.28114	0.08125	0.00000
164	lc	pl	10218|15|432	-430	-0.01681	-0.01681	0.00000	-0.00075	-0.00075	0.00000	-0.00840	-0.00840	0.00000
165	lc	pl	1022|14|457	-455	-0.02315	-0.02315	0.00000	-0.00103	-0.00103	0.00000	0.03121	0.03121	0.00000
170	lc	pl	10223|17|509	-507	-0.05776	0.00083	0.00000	-0.06189	-0.02337	0.00000	-0.08015	-0.03157	0.00000
171	lc	pl	10224|14|446	-444	0.04639	0.00083	0.00000	0.00659	-0.02337	0.00000	0.00621	-0.03157	0.00000
172	lc	pl	10225|15|479	-458	-0.02453	-0.02453	0.00000	-0.00133	-0.00133	0.00000	0.00593	0.00593	0.00000
174	lc	pl	1023|15|404	-402	-0.04429	-0.04429	0.00000	-0.01628	-0.01628	0.00000	0.00500	0.00500	0.00000
177	lc	pl	10234|19|445	-443	0.04192	0.04192	0.00000	0.00198	0.00198	0.00000	0.05316	0.05316	0.00000
180	lc	pl	1024|14|409	-407	0.32273	0.13174	0.00000	0.20145	0.08771	0.00000	0.14541	0.06471	0.00000
181	lc	pl	10240|10|368	-366	-0.01681	0.13174	0.00000	-0.00075	0.08771	0.00000	0.00195	0.06471	0.00000
183	lc	pl	10242|9|326	-324	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
184	lc	pl	10244|17|468	-466	-0.09908	0.25302	0.00000	-0.12197	0.51439	0.00000	0.39310	0.67172	0.00000
185	lc	pl	10246|13|382	-380	0.48439	0.25302	0.00000	0.93256	0.51439	0.00000	0.85481	0.67172	0.00000
188	lc	pl	1025|25|497	-495	0.16193	0.16193	0.00000	0.48501	0.48501	0.00000	0.43118	0.43118	0.00000
191	lc	pl	10252|10|469	-467	-0.06667	0.02522	0.00000	-0.07087	0.01724	0.00000	0.02831	0.05888	0.00000
192	lc	pl	10253|13|478	-476	0.09669	0.02522	0.00000	0.08576	0.01724	0.00000	0.08265	0.05888	0.00000
195	lc	pl	10257|16|469	-467	-0.04368	-0.04368	0.00000	-0.00262	-0.00262	0.00000	0.10550	0.10550	0.00000
198	lc	pl	10261|16|424	-422	0.52202	0.52202	0.00000	0.76746	0.76746	0.00000	0.77161	0.77161	0.00000
207	lc	pl	10270|9|425	-423	-0.08555	-0.08555	0.00000	-0.00566	-0.00566	0.00000	0.21140	0.21140	0.00000
208	lc	pl	10272|13|476	-474	0.11927	0.27206	0.00000	0.04693	0.09149	0.00000	0.03333	0.08518	0.00000
209	lc	pl	10273|19|397	-395	0.35379	0.27206	0.00000	0.11532	0.09149	0.00000	0.11291	0.08518	0.00000
213	lc	pl	10276|15|447	-445	-0.07428	0.00624	0.00000	-0.08030	-0.02229	0.00000	0.39023	0.12973	0.00000
214	lc	pl	10277|13|538	-502	0.04749	0.00624	0.00000	0.00742	-0.02229	0.00000	-0.00370	0.12973	0.00000
215	lc	pl	10278|17|497	-495	0.62937	0.40448	0.00000	0.60902	0.31873	0.00000	0.54075	0.32901	0.00000
216	lc	pl	10281|12|365	-363	0.22049	0.40448	0.00000	0.08121	0.31873	0.00000	0.15578	0.32901	0.00000
217	lc	pl	10282|8|457	-422	0.26606	0.14114	0.00000	0.16101	0.07633	0.00000	0.09913	0.04505	0.00000
218	lc	pl	10283|8|381	-379	0.02904	0.14114	0.00000	0.00034	0.07633	0.00000	-0.00349	0.04505	0.00000
219	lc	pl	10284|17|494	-492	0.26387	0.29166	0.00000	0.09633	0.14901	0.00000	0.12468	0.14026	0.00000
220	lc	pl	10285|14|455	-453	0.32394	0.29166	0.00000	0.21024	0.14901	0.00000	0.15836	0.14026	0.00000
221	lc	pl	10288|9|341	-339	-0.04886	-0.04886	0.00000	-0.00491	-0.00491	0.00000	-0.00712	-0.00712	0.00000
223	lc	pl	10290|17|437	-435	0.36303	0.38776	0.00000	0.28897	0.37500	0.00000	0.29520	0.37875	0.00000
224	lc	pl	10292|23|508	-491	0.41382	0.38776	0.00000	0.46569	0.37500	0.00000	0.46682	0.37875	0.00000
225	lc	pl	10294|14|468	-466	0.08205	0.06851	0.00000	0.01756	0.02773	0.00000	-0.00400	0.00487	0.00000
226	lc	pl	10295|9|373	-371	0.05428	0.06851	0.00000	0.03843	0.02773	0.00000	0.01419	0.00487	0.00000
229	lc	pl	10299|18|378	-376	0.21222	0.21222	0.00000	0.03543	0.03543	0.00000	0.10830	0.10830	0.00000
233	lc	pl	10304|17|390	-388	-0.02151	-0.02151	0.00000	-0.09025	-0.09025	0.00000	-0.00780	-0.00780	0.00000
236	lc	pl	10309|21|497	-495	0.65785	0.65785	0.00000	0.68451	0.68451	0.00000	0.65229	0.65229	0.00000
240	lc	pl	10310|16|483	-481	0.48795	0.48795	0.00000	0.47674	0.47674	0.00000	0.48925	0.48925	0.00000
244	lc	pl	10314|18|507	-460	0.71474	0.71474	0.00000	0.64830	0.64830	0.00000	0.64488	0.64488	0.00000
246	lc	pl	10322|14|490	-488	0.65836	0.65836	0.00000	0.68285	0.68285	0.00000	0.66622	0.66622	0.00000
248	lc	pl	10323|30|468	-466	-0.01981	-0.04497	0.00000	-0.03642	-0.05647	0.00000	-0.01958	0.01730	0.00000
250	lc	pl	10324|27|455	-453	-0.07623	-0.04497	0.00000	-0.08139	-0.05647	0.00000	0.06312	0.01730	0.00000
252	lc	pl	10327|19|471	-469	-0.06207	-0.06207	0.00000	-0.06596	-0.06596	0.00000	-0.04197	-0.04197	0.00000
253	lc	pl	10329|10|454	-452	0.04192	0.02005	0.00000	0.00198	0.01403	0.00000	0.01544	0.04106	0.00000
254	lc	pl	1033|12|481	-475	-0.03175	0.02005	0.00000	0.04255	0.01403	0.00000	0.10171	0.04106	0.00000
255	lc	pl	10330|10|421	-419	-0.00124	-0.00124	0.00000	0.33179	0.33179	0.00000	0.31042	0.31042	0.00000
261	lc	pl	10337|26|472	-470	0.04192	0.04192	0.00000	0.00198	0.00198	0.00000	0.05316	0.05316	0.00000
263	lc	pl	1034|12|486	-484	0.11845	0.03031	0.00000	0.05839	-0.00527	0.00000	0.14179	0.03577	0.00000
264	lc	pl	10341|21|507	-505	-0.06851	0.03031	0.00000	-0.07664	-0.00527	0.00000	-0.08309	0.03577	0.00000
268	lc	pl	10344|13|396	-394	0.44847	0.44847	0.00000	0.32008	0.32008	0.00000	0.34281	0.34281	0.00000
270	lc	pl	10347|10|439	-434	0.01647	0.01647	0.00000	0.00084	0.00084	0.00000	0.01223	0.01223	0.00000
271	lc	pl	10348|14|480	-478	0.72567	0.72567	0.00000	0.71586	0.71586	0.00000	0.70155	0.70155	0.00000
274	lc	pl	10351|15|390	-388	0.15893	0.51022	0.00000	0.03648	0.46032	0.00000	0.03782	0.46053	0.00000
275	lc	pl	10352|17|410	-408	0.83162	0.51022	0.00000	0.84810	0.46032	0.00000	0.84727	0.46053	0.00000
276	lc	pl	10353|19|504	-474	0.71239	0.42597	0.00000	0.52261	0.33737	0.00000	0.83519	0.58150	0.00000
277	lc	pl	10354|22|546	-472	0.11980	0.42597	0.00000	0.13934	0.33737	0.00000	0.31031	0.58150	0.00000
285	lc	pl	1036|8|431	-429	-0.02345	-0.02345	0.00000	-0.01937	-0.01937	0.00000	0.10780	0.10780	0.00000
286	lc	pl	10360|9|416	-414	0.52097	0.52097	0.00000	0.68777	0.68777	0.00000	0.62577	0.62577	0.00000
291	lc	pl	10368|15|447	-445	0.46403	0.46403	0.00000	0.50137	0.50137	0.00000	0.48588	0.48588	0.00000
295	lc	pl	10372|32|557	-555	-0.05495	-0.05495	0.00000	-0.05800	-0.05800	0.00000	0.00553	0.00553	0.00000
297	lc	pl	10375|14|527	-525	-0.01253	0.00741	0.00000	-0.00062	0.00033	0.00000	0.00464	0.00861	0.00000
298	lc	pl	10376|15|397	-395	0.02559	0.00741	0.00000	0.00119	0.00033	0.00000	0.01223	0.00861	0.00000
299	lc	pl	10377|21|444	-442	0.52823	0.52823	0.00000	0.32426	0.32426	0.00000	0.34981	0.34981	0.00000
301	lc	pl	10380|15|441	-439	-0.12326	-0.12326	0.00000	-0.13660	-0.13660	0.00000	0.33341	0.33341	0.00000
307	lc	pl	10388|9|319	-317	-0.02179	-0.02597	0.00000	-0.00102	-0.00223	0.00000	0.03070	0.07746	0.00000
308	lc	pl	10389|11|420	-418	-0.03140	-0.02597	0.00000	-0.00382	-0.00223	0.00000	0.13838	0.07746	0.00000
309	lc	pl	1039|12|418	-416	0.13803	0.13803	0.00000	0.05461	0.05461	0.00000	0.12644	0.12644	0.00000
313	lc	pl	10399|15|408	-406	0.41818	0.21411	0.00000	0.23923	0.12082	0.00000	0.20669	0.24937	0.00000
315	lc	pl	10400|15|467	-465	-0.01812	0.21411	0.00000	-0.01392	0.12082	0.00000	0.29795	0.24937	0.00000
316	lc	pl	10403|21|464	-462	0.01636	0.00900	0.00000	-0.02394	-0.01316	0.00000	0.22827	0.16489	0.00000
317	lc	pl	10405|10|456	-453	0.00000	0.00900	0.00000	0.00000	-0.01316	0.00000	0.08742	0.16489	0.00000
318	lc	pl	10406|12|417	-406	-0.04579	-0.04579	0.00000	-0.00439	-0.00439	0.00000	-0.01556	-0.01556	0.00000
323	lc	pl	10410|8|424	-422	-0.04579	0.25833	0.00000	-0.00439	0.24426	0.00000	-0.01556	0.24842	0.00000
324	lc	pl	10412|16|515	-505	0.59364	0.25833	0.00000	0.51840	0.24426	0.00000	0.53947	0.24842	0.00000
325	lc	pl	10413|9|448	-435	0.04063	0.00708	0.00000	0.00235	0.00054	0.00000	0.02874	0.02979	0.00000
326	lc	pl	10415|14|432	-427	-0.02179	0.00708	0.00000	-0.00102	0.00054	0.00000	0.03070	0.02979	0.00000
332	lc	pl	10425|16|461	-459	0.00490	0.00490	0.00000	-0.00032	-0.00032	0.00000	0.08289	0.08289	0.00000
333	lc	pl	10426|10|544	-514	-0.01259	-0.01259	0.00000	-0.00054	-0.00054	0.00000	-0.00000	-0.00000	0.00000
335	lc	pl	10429|10|373	-371	0.58824	0.58824	0.00000	0.48035	0.48035	0.00000	0.51690	0.51690	0.00000
338	lc	pl	10432|20|447	-445	-0.07262	-0.07262	0.00000	0.00694	0.00694	0.00000	0.09298	0.09298	0.00000
339	lc	pl	10434|38|569	-541	-0.05994	-0.05994	0.00000	-0.06348	-0.06348	0.00000	-0.06247	-0.06247	0.00000
341	lc	pl	10437|15|398	-396	-0.07865	0.38874	0.00000	-0.08522	0.42482	0.00000	-0.16015	0.38443	0.00000
342	lc	pl	10438|11|473	-471	0.77115	0.38874	0.00000	0.84212	0.42482	0.00000	0.82999	0.38443	0.00000
346	lc	pl	10444|26|489	-487	-0.02315	-0.02315	0.00000	-0.00103	-0.00103	0.00000	0.01826	0.01826	0.00000
349	lc	pl	10446|9|354	-352	0.03697	0.03697	0.00000	0.00182	0.00182	0.00000	0.05316	0.05316	0.00000
350	lc	pl	10447|17|325	-323	0.14207	0.14207	0.00000	0.09134	0.09134	0.00000	0.05933	0.05933	0.00000
352	lc	pl	10449|15|489	-487	0.03378	0.03378	0.00000	0.00205	0.00205	0.00000	-0.02529	-0.02529	0.00000
354	lc	pl	10452|9|465	-463	0.51549	0.32004	0.00000	0.88783	0.46902	0.00000	0.85531	0.59694	0.00000
355	lc	pl	10453|19|515	-513	0.11111	0.32004	0.00000	0.02132	0.46902	0.00000	0.32076	0.59694	0.00000
356	lc	pl	10454|13|387	-385	-0.02011	-0.02011	0.00000	-0.00099	-0.00099	0.00000	0.03012	0.03012	0.00000
361	lc	pl	10458|9|359	-357	0.56506	0.17875	0.00000	1.00000	0.36372	0.00000	0.95367	0.38537	0.00000
362	lc	pl	10459|14|499	-497	-0.04368	0.17875	0.00000	-0.00262	0.36372	0.00000	0.05816	0.38537	0.00000
365	lc	pl	10462|8|420	-418	-0.06994	-0.06994	0.00000	-0.05334	-0.05334	0.00000	-0.03963	-0.03963	0.00000
367	lc	pl	10464|13|485	-442	-0.17619	0.00432	0.00000	-0.21937	-0.06406	0.00000	0.33648	0.14841	0.00000
368	lc	pl	10465|18|498	-496	0.10559	0.00432	0.00000	0.02307	-0.06406	0.00000	0.04290	0.14841	0.00000
369	lc	pl	10466|11|532	-446	0.09661	0.09661	0.00000	0.00664	0.00664	0.00000	0.21053	0.21053	0.00000
372	lc	pl	1047|9|414	-412	-0.05658	-0.05658	0.00000	-0.02139	-0.02139	0.00000	-0.01145	-0.01145	0.00000
377	lc	pl	10475|12|496	-494	0.01344	0.01344	0.00000	0.00136	0.00136	0.00000	0.00130	0.00130	0.00000
382	lc	pl	10482|14|375	-373	0.62660	0.62660	0.00000	0.58809	0.58809	0.00000	0.59004	0.59004	0.00000
390	lc	pl	10493|13|551	-540	-0.04727	0.28091	0.00000	-0.00373	0.26390	0.00000	-0.07464	0.23727	0.00000
393	lc	pl	10494|18|418	-416	0.51304	0.28091	0.00000	0.45320	0.26390	0.00000	0.45788	0.23727	0.00000
401	lc	pl	10503|10|430	-428	0.00137	0.09391	0.00000	0.00014	0.03223	0.00000	0.03473	0.06253	0.00000
402	lc	pl	10504|19|489	-487	0.18644	0.09391	0.00000	0.06433	0.03223	0.00000	0.09033	0.06253	0.00000
404	lc	pl	10506|14|470	-468	0.53888	0.53888	0.00000	0.47453	0.47453	0.00000	0.47183	0.47183	0.00000
408	lc	pl	10510|10|487	-480	-0.02179	-0.02179	0.00000	-0.00102	-0.00102	0.00000	0.00386	0.00386	0.00000
410	lc	pl	10514|17|431	-429	0.01814	0.01814	0.00000	0.01039	0.01039	0.00000	0.07592	0.07592	0.00000
412	lc	pl	10517|9|384	-382	0.11335	0.11335	0.00000	0.02762	0.02762	0.00000	0.00138	0.00138	0.00000
417	lc	pl	10522|17|459	-457	-0.06321	-0.06321	0.00000	-0.07049	-0.07049	0.00000	-0.10547	-0.10547	0.00000
421	lc	pl	10528|10|431	-429	0.01950	0.01950	0.00000	0.00209	0.00209	0.00000	-0.00751	-0.00751	0.00000
424	lc	pl	1053|27|486	-484	0.01344	0.01344	0.00000	0.00136	0.00136	0.00000	-0.00100	-0.00100	0.00000
426	lc	pl	10533|16|441	-439	-0.07098	-0.03662	0.00000	0.32727	0.11312	0.00000	0.32393	0.11392	0.00000
427	lc	pl	10535|16|554	-508	-0.01834	-0.03662	0.00000	-0.00078	0.11312	0.00000	0.00221	0.11392	0.00000
430	lc	pl	10537|12|472	-470	-0.17333	-0.17333	0.00000	-0.19053	-0.19053	0.00000	0.48682	0.48682	0.00000
439	lc	pl	10552|21|458	-456	0.04509	-0.01000	0.00000	0.00522	-0.03552	0.00000	0.06016	0.10937	0.00000
440	lc	pl	10553|14|517	-515	-0.08030	-0.01000	0.00000	-0.08749	-0.03552	0.00000	0.17216	0.10937	0.00000
441	lc	pl	10555|16|440	-438	0.39785	0.22511	0.00000	0.31624	0.15886	0.00000	0.27174	0.21121	0.00000
442	lc	pl	10555|16|440	-231	-0.19149	0.22511	0.00000	-0.22071	0.15886	0.00000	0.06521	0.21121	0.00000
447	lc	pl	10562|8|502	-472	0.35531	0.35531	0.00000	0.30218	0.30218	0.00000	0.23855	0.23855	0.00000
449	lc	pl	10565|24|354	-347	-0.06993	-0.06993	0.00000	-0.07120	-0.07120	0.00000	-0.04779	-0.04779	0.00000
452	lc	pl	10567|9|452	-450	0.01145	0.01145	0.00000	0.00061	0.00061	0.00000	-0.01007	-0.01007	0.00000
453	lc	pl	1057|16|535	-502	0.09344	0.09344	0.00000	0.43551	0.43551	0.00000	0.64819	0.64819	0.00000
457	lc	pl	10576|18|456	-454	-0.06607	-0.06607	0.00000	-0.07049	-0.07049	0.00000	-0.10107	-0.10107	0.00000
460	lc	pl	10580|15|453	-444	0.10070	0.10070	0.00000	0.01841	0.01841	0.00000	0.02955	0.02955	0.00000
466	lc	pl	10588|13|497	-419	0.01150	0.01150	0.00000	0.00129	0.00129	0.00000	-0.01862	-0.01862	0.00000
467	lc	pl	10589|17|497	-482	0.04956	0.02682	0.00000	0.00610	0.00485	0.00000	0.00980	0.00206	0.00000
468	lc	pl	1059|11|428	-426	0.00408	0.02682	0.00000	0.00360	0.00485	0.00000	-0.00568	0.00206	0.00000
469	lc	pl	10595|19|471	-469	0.12931	0.07028	0.00000	0.01332	0.00721	0.00000	0.07639	0.03960	0.00000
470	lc	pl	10596|23|460	-458	0.00851	0.07028	0.00000	0.00082	0.00721	0.00000	0.00109	0.03960	0.00000
471	lc	pl	10598|17|378	-376	0.03679	0.02817	0.00000	0.00447	0.00257	0.00000	0.00711	0.00993	0.00000
472	lc	pl	10599|10|517	-478	0.02116	0.02817	0.00000	0.00103	0.00257	0.00000	0.01223	0.00993	0.00000
473	lc	pl	106|12|487	-485	-0.04235	-0.04235	0.00000	-0.04411	-0.04411	0.00000	-0.04433	-0.04433	0.00000
477	lc	pl	10602|23|434	-432	0.12376	0.26316	0.00000	0.04065	0.13187	0.00000	0.02794	0.31549	0.00000
478	lc	pl	10603|13|542	-507	0.43636	0.26316	0.00000	0.24522	0.13187	0.00000	0.67275	0.31549	0.00000
480	lc	pl	10606|28|531	-527	0.01396	0.01396	0.00000	-0.01607	-0.01607	0.00000	0.05458	0.05458	0.00000
481	lc	pl	1061|22|395	-393	0.22165	0.12760	0.00000	0.13522	0.06550	0.00000	0.23647	0.14055	0.00000
482	lc	pl	10610|17|463	-461	0.04192	0.12760	0.00000	0.00198	0.06550	0.00000	0.05316	0.14055	0.00000
484	lc	pl	10615|11|372	-370	-0.01492	-0.01492	0.00000	-0.00070	-0.00070	0.00000	0.00163	0.00163	0.00000
487	lc	pl	10618|15|486	-484	0.42268	0.42268	0.00000	0.18894	0.18894	0.00000	0.21723	0.21723	0.00000
