12125|9|303 
12128|17|481 
1213|18|423 
12132|13|458 
12134|15|368 
12137|15|456 
12139|17|398 
12140|19|505 
12143|11|512 
12148|25|528 
1215|14|499 
12152|23|391 
12158|16|463 
12161|12|450 
12169|14|456 
12171|13|479 
12173|24|548 
12178|16|426 
1218|12|401 
12181|17|467 
12183|31|483 
12187|13|493 
12189|14|389 
12190|9|304 
12192|9|381 
12195|8|322 
12197|14|499 
122|11|446 
12204|13|379 
12206|15|368 
12209|18|500 
12211|17|411 
12213|17|472 
12216|12|463 
12219|12|373 
12221|12|439 
12226|17|478 
12228|20|477 
12230|11|491 
12232|14|472 
12236|13|386 
12238|12|329 
1224|17|402 
12242|10|362 
12244|29|512 
12248|17|495 
12250|12|416 
12252|8|473 
12254|21|459 
12257|16|397 
1226|9|419 
12261|12|434 
12264|12|438 
12266|13|421 
12269|11|414 
12271|16|545 
12273|15|433 
12275|17|457 
1228|11|521 
12281|15|494 
12283|9|498 
1229|16|562 
12291|16|487 
12293|13|491 
12295|9|435 
12298|14|507 
123|14|472 
12301|15|521 
12305|13|375 
12307|12|463 
12310|15|486 
12312|15|444 
12314|11|423 
12316|27|479 
12319|8|497 
12322|10|467 
12324|14|458 
12326|9|383 
12329|22|491 
12331|11|429 
12333|13|412 
12336|12|392 
12338|14|410 
12341|10|435 
12344|28|479 
12352|17|512 
12355|15|507 
12359|40|552 
12360|11|427 
12366|13|387 
12368|13|470 
1237|13|469 
12371|26|444 
12373|22|436 
12376|15|573 
12378|16|492 
12382|16|481 
12384|16|463 
12387|12|452 
12390|11|460 
12392|17|515 
12396|14|484 
12398|12|441 
124|24|477 
12401|15|423 
12408|17|367 
12412|11|351 
12416|12|421 
12418|13|538 
1242|12|496 
12421|10|469 
12423|26|481 
12425|8|406 
12427|11|467 
12430|12|427 
12432|14|513 
12435|13|532 
12439|11|380 
12440|12|446 
12442|11|346 
12446|15|380 
12449|14|425 
12451|13|398 
12454|16|498 
12457|13|500 
12461|12|448 
12463|14|486 
12465|11|365 
12468|9|421 
1247|9|357 
12471|11|379 
12474|8|390 
12475|10|459 
12477|13|381 
12480|16|457 
12482|19|415 
12487|9|473 
1249|10|536 
12492|18|506 
12494|21|469 
12497|28|464 
12499|16|496 
12504|9|425 
12508|13|454 
12513|10|346 
12515|12|446 
12519|18|449 
12523|26|442 
12526|15|481 
12531|13|422 
12534|13|489 
12537|12|489 
12538|19|511 
1254|16|536 
12542|13|478 
12545|14|425 
12548|14|449 
1255|12|443 
12552|15|484 
12556|13|421 
12558|9|537 
1256|12|484 
12561|9|412 
12563|15|460 
12567|9|418 
1257|16|538 
12571|14|458 
12574|11|370 
12577|14|500 
12580|9|479 
12583|25|544 
12585|8|470 
12588|11|393 
1259|16|491 
12592|15|414 
12594|20|488 
12596|12|388 
1260|15|419 
12603|11|459 
12605|12|373 
12609|21|503 
12610|15|339 
12614|15|386 
12616|15|458 
12619|16|436 
12621|18|501 
12624|13|513 
12626|24|495 
12628|24|494 
12630|14|465 
12633|17|466 
12637|15|449 
12639|8|406 
12641|16|508 
12645|9|547 
12647|10|367 
12649|19|446 
12651|12|485 
12655|8|445 
12657|18|412 
12664|9|361 
12666|8|328 
12668|21|476 
1267|15|503 
12671|10|447 
12673|11|360 
12679|11|452 
12681|10|428 
12683|17|371 
12687|30|492 
12690|15|387 
12692|16|388 
12694|13|447 
12696|12|451 
12700|10|479 
12702|17|446 
12706|20|536 
12708|13|442 
12711|11|381 
12715|10|469 
12719|11|496 
12721|14|450 
12723|11|546 
12725|23|457 
12727|15|480 
12729|38|505 
12731|10|376 
12735|13|390 
12738|14|400 
12741|14|459 
12743|11|510 
12745|14|496 
12748|16|453 
12750|9|426 
12753|10|451 
12756|13|478 
12760|15|518 
12763|15|478 
12771|15|446 
12773|9|454 
12776|15|481 
1278|14|549 
12781|11|303 
12786|20|546 
12790|15|513 
12795|10|441 
12799|13|485 
12800|18|507 
12803|15|532 
12804|20|534 
12806|11|448 
12808|14|465 
12811|16|496 
12814|8|436 
1282|14|453 
12821|15|401 
12823|32|542 
12825|12|489 
1283|22|563 
12833|11|425 
12835|10|469 
12841|18|484 
12844|9|423 
12846|26|461 
1285|13|380 
12852|16|396 
12855|19|484 
12859|8|465 
12860|15|492 
12865|16|459 
12867|14|452 
12869|17|512 
12870|9|480 
12873|17|484 
12875|11|435 
12881|15|418 
12884|9|392 
12886|14|495 
12888|16|414 
1289|10|365 
12892|15|439 
12895|14|377 
12897|12|464 
129|29|475 
12901|15|408 
12904|13|457 
12908|9|367 
12912|16|514 
12915|15|544 
12919|22|514 
12921|8|410 
12924|12|456 
12926|13|474 
12928|19|443 
1293|10|423 
12934|11|484 
12937|17|478 
1294|10|427 
12941|13|438 
12943|10|426 
12946|21|514 
12948|11|450 
1295|9|462 
12951|17|516 
12953|18|489 
12957|10|469 
1296|11|504 
12961|15|461 
12963|21|515 
12965|23|516 
12968|28|497 
1297|21|432 
12971|15|491 
12972|27|522 
12975|16|463 
12978|13|396 
12980|16|486 
12982|18|386 
12987|8|410 
1299|11|385 
12991|14|472 
12994|16|451 
12997|11|380 
12999|15|384 
13000|13|500 
13003|10|415 
13005|16|405 
13007|11|444 
13009|8|454 
13010|13|467 
13013|11|469 
13015|11|371 
13020|18|511 
13023|21|413 
13028|22|522 
13031|10|443 
13035|15|473 
13037|21|414 
13039|10|388 
13041|18|488 
13043|9|393 
13046|13|410 
13048|11|406 
1305|20|401 
13052|15|452 
13057|12|399 
13059|27|455 
13061|15|479 
13063|8|387 
13067|16|510 
13071|14|442 
13076|30|543 
13079|13|507 
13081|9|548 
13083|8|364 
13087|14|504 
13089|27|398 
13093|12|455 
13095|13|427 
13098|12|483 
1310|16|414 
13101|8|341 
13104|18|518 
13106|16|528 
13108|9|443 
13111|18|473 
13115|11|423 
13117|9|440 
13120|15|480 
13122|18|506 
13126|17|473 
13129|18|433 
13130|13|470 
13134|15|420 
13136|8|448 
13138|9|480 
13145|20|456 
13147|10|477 
13149|15|499 
13151|17|463 
13157|13|366 
1316|11|497 
13161|8|428 
13171|12|512 
13173|36|470 
13178|10|466 
1318|16|394 
13181|15|500 
13183|13|466 
13188|8|459 
1319|19|414 
13192|22|434 
13196|17|454 
13199|12|452 
13200|20|495 
13202|13|470 
13204|11|454 
13206|14|457 
1321|20|501 
13213|19|426 
13219|16|453 
13220|16|500 
13226|15|454 
1323|14|471 
13231|14|492 
13235|18|488 
1324|20|485 
13245|14|551 
13248|10|444 
13251|21|450 
13253|9|408 
13257|8|412 
13264|15|436 
13266|14|467 
13269|13|477 
13270|19|494 
13272|10|361 
13276|13|481 
1328|13|517 
13288|12|501 
13295|15|500 
13299|19|471 
1330|20|501 
13301|16|428 
13305|9|410 
13308|18|431 
13312|16|401 
13314|16|485 
13315|16|432 
13317|8|503 
1332|16|417 
13322|19|509 
13328|15|424 
1333|39|562 
13331|12|395 
13338|17|430 
13343|28|405 
13348|14|522 
1335|19|413 
13352|18|458 
13354|12|415 
13357|16|460 
1336|13|344 
13361|9|387 
13363|25|490 
13368|8|425 
1337|11|446 
13372|13|436 
13374|10|328 
13376|20|468 
13380|14|436 
13382|10|413 
13385|10|468 
13389|12|528 
13390|18|340 
13392|16|513 
13396|19|536 
13398|9|396 
13403|9|506 
13406|9|393 
1341|11|465 
13411|16|526 
13414|12|492 
13416|12|419 
13418|23|474 
13420|12|386 
13422|12|476 
13424|14|466 
13427|13|473 
1343|15|428 
13431|14|532 
13434|9|509 
13436|17|504 
13438|14|388 
13441|10|503 
13444|9|464 
13448|21|452 
1345|20|501 
13451|11|399 
13455|18|477 
13457|17|487 
13459|11|443 
13460|11|451 
13463|14|509 
13464|10|451 
13468|20|492 
13469|14|540 
13475|11|555 
13479|20|427 
13480|10|328 
13483|28|504 
13485|14|552 
13487|15|441 
13489|15|372 
13492|11|532 
13496|24|454 
13499|18|533 
13500|17|383 
13508|14|427 
1351|36|522 
13515|13|459 
13519|15|433 
13521|22|446 
13523|18|454 
13528|14|472 
13531|18|223 
13533|13|407 
13537|23|469 
1354|13|558 
13541|9|370 
13544|17|521 
13548|9|374 
13551|12|436 
13553|12|467 
13555|11|350 
13559|8|428 
13561|27|485 
13563|15|477 
13571|18|390 
13573|16|502 
13575|17|499 
13577|16|522 
13579|24|454 
13583|14|407 
13585|9|379 
13589|14|439 
13591|8|483 
13594|9|476 
13596|10|435 
13598|18|484 
136|10|459 
13602|17|462 
13608|17|435 
13610|18|444 
13616|13|490 
13621|15|522 
13627|14|366 
13629|13|397 
13631|12|440 
13634|18|522 
13636|17|509 
13639|17|471 
13640|15|437 
13644|15|464 
13650|12|490 
13652|18|439 
13654|10|473 
13658|15|514 
1366|13|475 
13663|17|460 
13666|17|476 
13669|12|424 
13670|17|495 
13673|8|406 
13676|10|349 
13678|11|474 
1368|12|474 
13683|12|493 
13689|10|422 
13690|10|491 
13697|16|459 
13704|13|424 
13708|13|426 
13710|12|427 
13713|13|409 
13717|10|462 
13719|11|506 
13723|23|522 
13725|17|469 
1373|18|465 
13733|24|466 
13735|10|408 
1374|19|525 
13743|13|523 
13745|10|514 
13750|12|490 
13755|11|445 
13758|23|442 
1376|16|453 
13761|10|483 
13767|14|469 
13769|14|486 
13773|14|507 
13775|11|440 
13778|16|472 
1378|11|449 
13781|14|495 
13783|17|433 
13786|18|406 
13788|12|489 
13796|14|460 
13799|18|456 
13802|15|439 
13804|11|458 
13806|15|505 
13808|8|360 
1381|8|440 
13811|11|503 
13814|11|427 
13816|26|459 
13818|14|401 
1382|11|419 
13821|8|411 
13826|16|428 
13828|11|341 
1383|14|480 
13831|14|468 
13833|13|442 
13835|10|469 
13844|15|393 
13848|13|502 
13850|21|493 
13852|14|407 
13855|10|442 
13857|15|532 
1386|12|364 
13862|8|391 
13865|17|484 
13869|12|542 
13871|14|500 
13873|10|458 
13876|12|441 
13879|15|431 
13882|14|354 
13884|15|493 
13886|12|463 
13888|16|508 
1389|11|442 
13891|16|448 
13893|16|445 
13895|10|390 
13897|29|490 
139|10|442 
13900|12|488 
13902|15|531 
13903|14|412 
13907|12|323 
1391|9|427 
13911|19|448 
13917|18|454 
13919|13|399 
13920|14|546 
13923|11|435 
13925|11|429 
13928|17|439 
13930|34|567 
13934|13|501 
13936|10|383 
13939|12|506 
13940|16|430 
13942|8|392 
13945|18|484 
13947|10|371 
13949|12|521 
13953|14|483 
13955|16|495 
13958|10|460 
13960|11|487 
13962|10|458 
13964|22|484 
13969|12|309 
13973|12|488 
13975|14|353 
13978|9|539 
1398|13|472 
13981|17|507 
13984|8|427 
13986|14|510 
13988|17|500 
13991|15|574 
13995|9|372 
13997|10|500 
13999|9|434 
14000|19|424 
14006|16|441 
14008|13|396 
14011|9|417 
14014|14|411 
14018|9|464 
14021|13|482 
14024|23|514 
14026|13|439 
14033|10|423 
14036|14|471 
14039|19|474 
14040|18|505 
14042|9|382 
14046|12|439 
14048|10|368 
14050|14|469 
14054|8|380 
14058|12|465 
14064|25|328 
14069|9|368 
14071|12|486 
14073|30|481 
14075|13|449 
14077|16|419 
1408|15|445 
14081|12|339 
14085|13|468 
14091|18|475 
14093|12|519 
14097|9|440 
14099|9|443 
14101|15|431 
14104|10|480 
14106|23|423 
14109|10|357 
14111|13|508 
14113|13|448 
14115|22|518 
14119|12|376 
14121|8|415 
14124|14|382 
14126|14|464 
14128|14|409 
1413|13|472 
14132|12|481 
14134|14|477 
14136|15|430 
14139|17|425 
14141|13|468 
14143|19|502 
14146|11|411 
14148|14|366 
1415|36|508 
14152|16|426 
14153|16|476 
14155|17|511 
14157|23|472 
14158|22|473 
14160|20|487 
14163|11|487 
14168|19|435 
14174|15|427 
14176|11|479 
1418|15|487 
14181|14|508 
14184|9|464 
14191|18|517 
14196|21|436 
142|19|493 
14204|16|515 
14208|13|443 
14211|21|514 
14216|8|470 
1422|12|440 
14221|10|383 
14223|12|486 
14228|12|525 
1423|18|485 
14231|17|504 
14234|13|490 
14237|14|503 
1424|19|482 
14241|10|422 
14243|14|432 
14245|9|453 
1425|17|419 
14252|14|506 
14254|10|426 
14258|15|459 
1426|19|527 
14264|9|383 
14267|12|411 
14269|11|429 
14271|14|475 
14276|17|386 
1428|9|427 
14283|11|537 
14286|9|415 
14291|15|527 
14293|14|443 
14296|24|424 
14299|14|451 
14302|15|468 
14306|11|379 
14308|35|549 
14311|16|405 
14314|14|376 
14317|15|339 
14319|11|489 
14320|11|458 
14322|18|469 
14325|40|418 
14327|15|499 
14329|16|513 
14331|17|426 
14333|14|449 
14335|9|484 
14339|11|426 
14341|21|541 
14343|16|461 
14346|10|463 
14349|11|447 
14350|14|445 
14354|18|442 
14357|9|438 
14359|20|428 
14363|16|454 
14365|20|463 
14367|13|411 
14369|12|479 
14370|9|396 
14372|14|383 
14376|10|488 
14378|24|386 
14382|16|469 
14384|17|469 
14386|12|392 
14389|11|487 
14393|19|421 
14396|13|436 
14398|11|338 
1440|12|415 
14404|13|404 
14407|14|451 
1441|18|460 
14412|15|489 
14414|13|459 
14416|16|522 
14419|10|417 
14421|16|403 
14425|13|446 
14429|8|387 
14430|13|466 
14432|21|472 
14434|8|333 
14436|14|553 
1444|14|519 
14443|13|440 
14445|19|498 
14447|9|368 
14449|18|436 
14451|19|502 
14455|18|466 
14459|21|422 
14460|15|450 
14463|15|397 
14466|24|475 
14469|8|425 
14470|11|462 
14473|11|504 
14476|14|479 
14479|20|408 
14480|18|446 
