# Population fl	R05,Y01,Y02,Y03
# Population pl	PL01,PL02,PL03,PL04,PL05,PL06,PL07,PL08,PL09,PL10
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
100	fl	pl	10134|10|438	-436	-0.13649	-0.13649	0.00000	-0.01216	-0.01216	0.00000	-0.01034	-0.01034	0.00000
104	fl	pl	10138|13|477	151	-0.17557	-0.17557	0.00000	-0.06838	-0.06838	0.00000	0.09897	0.09897	0.00000
116	fl	pl	10150|8|407	-405	0.30730	0.30730	0.00000	0.17321	0.17321	0.00000	0.54106	0.54106	0.00000
121	fl	pl	10157|19|376	-374	0.40496	0.40496	0.00000	0.25195	0.25195	0.00000	0.45514	0.45514	0.00000
124	fl	pl	10160|16|480	-478	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.94780	0.94780	0.00000
127	fl	pl	10165|14|472	-470	0.21778	0.21778	0.00000	0.27547	0.27547	0.00000	0.02207	0.02207	0.00000
134	fl	pl	1018|8|486	-483	-0.50000	-0.50000	0.00000	-0.80000	-0.80000	0.00000	-1.11111	-1.11111	0.00000
142	fl	pl	10193|16|521	-478	-0.08127	-0.08127	0.00000	-0.00688	-0.00688	0.00000	0.01223	0.01223	0.00000
146	fl	pl	10201|14|453	-451	-0.39130	-0.39130	0.00000	-0.46286	-0.46286	0.00000	0.09091	0.09091	0.00000
157	fl	pl	10210|13|481	-479	0.17949	0.38501	0.00000	0.02141	0.35818	0.00000	-0.01877	0.34474	0.00000
158	fl	pl	10211|12|444	-442	0.59053	0.38501	0.00000	0.69495	0.35818	0.00000	0.70825	0.34474	0.00000
159	fl	pl	10212|17|452	-450	-0.40000	-0.40000	0.00000	-0.48485	-0.48485	0.00000	0.35122	0.35122	0.00000
167	fl	pl	10221|10|212	-210	0.40496	0.40496	0.00000	0.06372	0.06372	0.00000	0.10261	0.10261	0.00000
170	fl	pl	10223|17|509	-507	-0.38831	0.34441	0.00000	-0.56735	0.25986	0.00000	0.36947	0.64715	0.00000
171	fl	pl	10224|14|446	-444	1.00000	0.34441	0.00000	1.00000	0.25986	0.00000	0.89560	0.64715	0.00000
174	fl	pl	1023|15|404	-402	0.11111	0.11111	0.00000	0.00526	0.00526	0.00000	-0.00691	-0.00691	0.00000
188	fl	pl	1025|25|497	-495	0.31034	0.31034	0.00000	1.00000	1.00000	0.00000	0.64319	0.64319	0.00000
191	fl	pl	10252|10|469	-467	-0.41176	-0.41176	0.00000	-0.51579	-0.51579	0.00000	-0.43151	-0.43151	0.00000
207	fl	pl	10270|9|425	-423	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.85294	0.85294	0.00000
208	fl	pl	10272|13|476	-474	0.62791	0.18005	0.00000	0.29670	0.07988	0.00000	0.40000	0.38782	0.00000
209	fl	pl	10273|19|397	-395	-0.05706	0.18005	0.00000	-0.03491	0.07988	0.00000	0.38137	0.38782	0.00000
217	fl	pl	10282|8|457	-422	0.73034	0.12968	0.00000	0.31100	0.09896	0.00000	0.25439	0.32130	0.00000
218	fl	pl	10283|8|381	-379	-0.32964	0.12968	0.00000	-0.06319	0.09896	0.00000	0.37248	0.32130	0.00000
219	fl	pl	10284|17|494	-492	-0.26554	-0.26554	0.00000	-0.26031	-0.26031	0.00000	0.46853	0.46853	0.00000
221	fl	pl	10288|9|341	-339	-0.13649	-0.13649	0.00000	-0.01216	-0.01216	0.00000	-0.01034	-0.01034	0.00000
223	fl	pl	10290|17|437	-435	0.27360	0.49613	0.00000	0.15604	0.47859	0.00000	0.48722	0.60539	0.00000
224	fl	pl	10292|23|508	-491	0.69524	0.49613	0.00000	0.76718	0.47859	0.00000	0.71112	0.60539	0.00000
226	fl	pl	10295|9|373	-371	0.33684	0.33684	0.00000	0.38303	0.38303	0.00000	0.57948	0.57948	0.00000
229	fl	pl	10299|18|378	-376	0.02879	0.02879	0.00000	0.00882	0.00882	0.00000	0.10830	0.10830	0.00000
233	fl	pl	10304|17|390	-388	0.23729	0.23729	0.00000	0.47917	0.47917	0.00000	0.64815	0.64815	0.00000
240	fl	pl	10310|16|483	-481	0.26136	0.26136	0.00000	0.47183	0.47183	0.00000	0.18039	0.18039	0.00000
244	fl	pl	10314|18|507	-460	0.54930	0.54930	0.00000	0.64641	0.64641	0.00000	0.54400	0.54400	0.00000
246	fl	pl	10322|14|490	-488	-0.13475	-0.13475	0.00000	-0.01337	-0.01337	0.00000	-0.03578	-0.03578	0.00000
248	fl	pl	10323|30|468	-466	0.11516	-0.09845	0.00000	0.22792	-0.08260	0.00000	0.21723	-0.18614	0.00000
250	fl	pl	10324|27|455	-453	-0.42857	-0.09845	0.00000	-0.56250	-0.08260	0.00000	-0.80952	-0.18614	0.00000
252	fl	pl	10327|19|471	-469	-0.40000	-0.40000	0.00000	-0.48485	-0.48485	0.00000	0.42424	0.42424	0.00000
253	fl	pl	10329|10|454	-452	-0.13475	-0.13475	0.00000	-0.01337	-0.01337	0.00000	-0.02217	-0.02217	0.00000
255	fl	pl	10330|10|421	-419	-0.31765	0.54389	0.00000	0.05325	0.67228	0.00000	0.54762	0.68908	0.00000
256	fl	pl	10331|20|502	-500	1.00000	0.54389	0.00000	1.00000	0.67228	0.00000	0.76398	0.68908	0.00000
261	fl	pl	10337|26|472	-470	-0.07865	-0.07865	0.00000	-0.00735	-0.00735	0.00000	0.05316	0.05316	0.00000
263	fl	pl	1034|12|486	-484	-0.22360	-0.21319	0.00000	-0.08517	-0.15140	0.00000	0.23810	0.07486	0.00000
264	fl	pl	10341|21|507	-505	-0.20000	-0.21319	0.00000	-0.23529	-0.15140	0.00000	-0.13191	0.07486	0.00000
270	fl	pl	10347|10|439	-434	-0.13649	-0.13649	0.00000	-0.01216	-0.01216	0.00000	-0.01034	-0.01034	0.00000
274	fl	pl	10351|15|390	-388	0.75706	0.75706	0.00000	1.00000	1.00000	0.00000	0.79063	0.79063	0.00000
276	fl	pl	10353|19|504	-474	-0.09091	0.27634	0.00000	-0.05882	0.31298	0.00000	-0.09880	0.26256	0.00000
277	fl	pl	10354|22|546	-472	0.47409	0.27634	0.00000	0.51318	0.31298	0.00000	0.45714	0.26256	0.00000
285	fl	pl	1036|8|431	-429	-0.10769	-0.10769	0.00000	-0.02459	-0.02459	0.00000	-0.05106	-0.05106	0.00000
286	fl	pl	10360|9|416	-414	-0.08175	-0.08175	0.00000	-0.08755	-0.08755	0.00000	0.36990	0.36990	0.00000
291	fl	pl	10368|15|447	-445	-0.13475	-0.13475	0.00000	-0.01337	-0.01337	0.00000	0.02896	0.02896	0.00000
295	fl	pl	10372|32|557	-555	-0.18519	-0.18519	0.00000	-0.21008	-0.21008	0.00000	0.14744	0.14744	0.00000
298	fl	pl	10376|15|397	-395	-0.13649	-0.13649	0.00000	-0.01216	-0.01216	0.00000	-0.01034	-0.01034	0.00000
299	fl	pl	10377|21|444	-442	0.28713	0.28713	0.00000	0.26606	0.26606	0.00000	0.21649	0.21649	0.00000
315	fl	pl	10400|15|467	-465	-0.19885	-0.19885	0.00000	-0.09871	-0.09871	0.00000	0.35423	0.35423	0.00000
316	fl	pl	10403|21|464	-462	-0.04430	-0.04430	0.00000	0.06716	0.06716	0.00000	0.21522	0.21522	0.00000
318	fl	pl	10406|12|417	-406	-0.13649	-0.13649	0.00000	-0.01216	-0.01216	0.00000	-0.01034	-0.01034	0.00000
323	fl	pl	10410|8|424	-422	-0.13649	0.40334	0.00000	-0.01216	0.46862	0.00000	-0.01034	0.43823	0.00000
324	fl	pl	10412|16|515	-505	1.00000	0.40334	0.00000	1.00000	0.46862	0.00000	0.93403	0.43823	0.00000
325	fl	pl	10413|9|448	-435	-0.07480	-0.07480	0.00000	-0.00779	-0.00779	0.00000	0.12721	0.12721	0.00000
330	fl	pl	10420|17|434	-432	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.44526	0.44526	0.00000
331	fl	pl	10423|15|435	-433	1.00000	0.58637	0.00000	1.00000	0.53599	0.00000	0.89560	0.48869	0.00000
332	fl	pl	10425|16|461	-459	0.12409	0.58637	0.00000	0.01740	0.53599	0.00000	0.03390	0.48869	0.00000
338	fl	pl	10432|20|447	-445	-0.40000	-0.40000	0.00000	-0.48485	-0.48485	0.00000	0.33574	0.33574	0.00000
339	fl	pl	10434|38|569	-541	-0.40000	-0.40000	0.00000	-0.48485	-0.48485	0.00000	0.17494	0.17494	0.00000
341	fl	pl	10437|15|398	-396	-0.29730	-0.31197	0.00000	0.24211	0.09966	0.00000	0.18280	0.13524	0.00000
342	fl	pl	10438|11|473	-471	-0.32663	-0.31197	0.00000	-0.04279	0.09966	0.00000	0.08768	0.13524	0.00000
349	fl	pl	10446|9|354	-352	-0.07865	-0.07865	0.00000	-0.00735	-0.00735	0.00000	0.05316	0.05316	0.00000
352	fl	pl	10449|15|489	-487	-0.32847	-0.32847	0.00000	-0.03662	-0.03662	0.00000	0.23423	0.23423	0.00000
354	fl	pl	10452|9|465	-463	0.75000	0.42996	0.00000	1.00000	0.51372	0.00000	0.39231	0.15448	0.00000
355	fl	pl	10453|19|515	-513	0.15916	0.42996	0.00000	0.10224	0.51372	0.00000	-0.04676	0.15448	0.00000
361	fl	pl	10458|9|359	-357	0.16667	0.16667	0.00000	0.00000	0.00000	0.00000	1.00000	1.00000	0.00000
367	fl	pl	10464|13|485	-442	-0.29032	-0.29032	0.00000	-0.14286	-0.14286	0.00000	0.36667	0.36667	0.00000
372	fl	pl	1047|9|414	-412	-0.38386	-0.38386	0.00000	-1.00619	-1.00619	0.00000	-0.18750	-0.18750	0.00000
382	fl	pl	10482|14|375	-373	0.45017	0.45017	0.00000	0.52958	0.52958	0.00000	0.86774	0.86774	0.00000
390	fl	pl	10493|13|551	-540	0.14721	0.65355	0.00000	0.24211	0.69211	0.00000	0.43676	0.70920	0.00000
393	fl	pl	10494|18|418	-416	1.00000	0.65355	0.00000	1.00000	0.69211	0.00000	0.89560	0.70920	0.00000
401	fl	pl	10503|10|430	-428	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.86540	0.86540	0.00000
410	fl	pl	10514|17|431	-429	-0.07006	-0.07006	0.00000	-0.01664	-0.01664	0.00000	-0.04440	-0.04440	0.00000
417	fl	pl	10522|17|459	-457	-0.39261	-0.39261	0.00000	-0.60859	-0.60859	0.00000	0.33957	0.33957	0.00000
426	fl	pl	10533|16|441	-439	-0.41176	-0.41176	0.00000	-0.51579	-0.51579	0.00000	0.10938	0.10938	0.00000
430	fl	pl	10537|12|472	-470	0.22581	0.22581	0.00000	1.00000	1.00000	0.00000	0.61421	0.61421	0.00000
440	fl	pl	10553|14|517	-515	-0.22165	-0.22165	0.00000	-0.33971	-0.33971	0.00000	0.08276	0.08276	0.00000
441	fl	pl	10555|16|440	-438	1.00000	0.65825	0.00000	1.00000	0.52273	0.00000	0.80808	0.70721	0.00000
442	fl	pl	10555|16|440	-231	-0.07407	0.65825	0.00000	-0.50000	0.52273	0.00000	0.49107	0.70721	0.00000
447	fl	pl	10562|8|502	-472	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.27752	0.27752	0.00000
449	fl	pl	10565|24|354	-347	-0.40939	-0.40939	0.00000	-0.66737	-0.66737	0.00000	0.32361	0.32361	0.00000
452	fl	pl	10567|9|452	-450	-0.33043	-0.33043	0.00000	-0.02838	-0.02838	0.00000	0.55512	0.55512	0.00000
453	fl	pl	1057|16|535	-502	0.79399	0.79399	0.00000	1.00000	1.00000	0.00000	0.82243	0.82243	0.00000
457	fl	pl	10576|18|456	-454	-0.39723	-0.39723	0.00000	-0.60859	-0.60859	0.00000	0.38948	0.38948	0.00000
460	fl	pl	10580|15|453	-444	0.54930	0.54930	0.00000	0.64641	0.64641	0.00000	0.66071	0.66071	0.00000
467	fl	pl	10589|17|497	-482	-0.31195	-0.31195	0.00000	-0.05623	-0.05623	0.00000	0.28302	0.28302	0.00000
469	fl	pl	10595|19|471	-469	-0.02595	-0.02595	0.00000	-0.00509	-0.00509	0.00000	0.07639	0.07639	0.00000
471	fl	pl	10598|17|378	-376	1.00000	0.29783	0.00000	1.00000	0.45724	0.00000	0.87975	0.63216	0.00000
472	fl	pl	10599|10|517	-478	-0.33043	0.29783	0.00000	-0.02838	0.45724	0.00000	0.41064	0.63216	0.00000
473	fl	pl	106|12|487	-485	-0.09589	-0.09589	0.00000	-0.10403	-0.10403	0.00000	-0.10833	-0.10833	0.00000
477	fl	pl	10602|23|434	-432	0.91785	0.71441	0.00000	1.00000	0.71939	0.00000	0.82960	0.80749	0.00000
478	fl	pl	10603|13|542	-507	0.40000	0.71441	0.00000	0.28571	0.71939	0.00000	0.77333	0.80749	0.00000
481	fl	pl	1061|22|395	-393	0.21127	0.02865	0.00000	0.16729	0.07194	0.00000	0.05000	-0.01780	0.00000
482	fl	pl	10610|17|463	-461	-0.13475	0.02865	0.00000	-0.01337	0.07194	0.00000	-0.07846	-0.01780	0.00000
486	fl	pl	10617|10|417	-415	0.40496	0.40496	0.00000	0.06372	0.06372	0.00000	0.10261	0.10261	0.00000
487	fl	pl	10618|15|486	-484	0.16719	0.16719	0.00000	0.12321	0.12321	0.00000	0.08249	0.08249	0.00000
494	fl	pl	10629|23|482	-480	0.48936	0.48936	0.00000	0.53488	0.53488	0.00000	0.48047	0.48047	0.00000
498	fl	pl	10632|13|448	-446	-0.12500	-0.12500	0.00000	-0.13793	-0.13793	0.00000	-0.12783	-0.12783	0.00000
500	fl	pl	10635|11|414	-412	0.10515	0.10839	0.00000	0.23338	0.09391	0.00000	0.43591	0.15767	0.00000
501	fl	pl	10636|17|399	-397	0.11033	0.10839	0.00000	0.01023	0.09391	0.00000	-0.00927	0.15767	0.00000
508	fl	pl	10648|14|563	-503	-0.46218	-0.46218	0.00000	-0.35000	-0.35000	0.00000	-0.90000	-0.90000	0.00000
514	fl	pl	1065|18|517	-491	0.03030	0.35881	0.00000	0.00809	0.37254	0.00000	0.03497	0.17222	0.00000
515	fl	pl	10650|10|354	-352	0.83893	0.35881	0.00000	0.90520	0.37254	0.00000	0.37282	0.17222	0.00000
517	fl	pl	10652|14|453	-451	-0.13649	-0.13649	0.00000	-0.01216	-0.01216	0.00000	0.04579	0.04579	0.00000
518	fl	pl	10655|14|435	-433	-0.42857	-0.42857	0.00000	-0.56250	-0.56250	0.00000	-0.72727	-0.72727	0.00000
523	fl	pl	10660|13|384	-382	-0.33043	-0.33043	0.00000	-0.02838	-0.02838	0.00000	0.41064	0.41064	0.00000
526	fl	pl	10664|36|458	-456	0.24507	0.24507	0.00000	0.23338	0.23338	0.00000	0.20833	0.20833	0.00000
527	fl	pl	10665|16|392	-390	1.00000	0.58099	0.00000	1.00000	0.55762	0.00000	0.60959	0.31231	0.00000
528	fl	pl	10666|9|427	-425	0.21127	0.58099	0.00000	0.16729	0.55762	0.00000	0.05000	0.31231	0.00000
530	fl	pl	10670|17|523	-521	-0.13219	-0.13219	0.00000	-0.01481	-0.01481	0.00000	-0.03481	-0.03481	0.00000
531	fl	pl	10671|18|454	-452	-0.33043	-0.33043	0.00000	-0.02838	-0.02838	0.00000	0.41064	0.41064	0.00000
547	fl	pl	10684|30|553	-503	-0.02857	-0.02857	0.00000	-0.01887	-0.01887	0.00000	0.40625	0.40625	0.00000
552	fl	pl	10691|16|342	-340	-0.25373	-0.25373	0.00000	-0.06137	-0.06137	0.00000	0.08556	0.08556	0.00000
554	fl	pl	10693|20|475	-473	0.76271	0.25188	0.00000	0.31469	0.12005	0.00000	0.33883	0.14115	0.00000
555	fl	pl	10694|11|430	-428	-0.08127	0.25188	0.00000	-0.00688	0.12005	0.00000	0.01223	0.14115	0.00000
557	fl	pl	10696|8|464	-462	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.94780	0.94780	0.00000
559	fl	pl	10699|21|479	-477	0.02703	0.02703	0.00000	0.01176	0.01176	0.00000	-0.06542	-0.06542	0.00000
560	fl	pl	107|21|502	-500	0.00592	0.00592	0.00000	0.00238	0.00238	0.00000	-0.01786	-0.01786	0.00000
565	fl	pl	10704|9|465	-463	0.30730	0.30730	0.00000	0.17321	0.17321	0.00000	0.22256	0.22256	0.00000
568	fl	pl	1071|13|470	-468	0.49091	0.49091	0.00000	0.57940	0.57940	0.00000	0.60511	0.60511	0.00000
569	fl	pl	10710|30|506	-503	-0.39710	-0.39710	0.00000	-0.80451	-0.80451	0.00000	-0.27885	-0.27885	0.00000
571	fl	pl	10715|10|512	-476	0.40496	0.40496	0.00000	0.06372	0.06372	0.00000	0.10261	0.10261	0.00000
578	fl	pl	10724|16|427	-425	-0.02716	-0.02716	0.00000	-0.00889	-0.00889	0.00000	-0.08159	-0.08159	0.00000
580	fl	pl	10729|25|502	-500	-0.13514	-0.13514	0.00000	0.25758	0.25758	0.00000	0.49621	0.49621	0.00000
583	fl	pl	10734|22|461	-459	-0.09689	-0.09689	0.00000	-0.05955	-0.05955	0.00000	0.20793	0.20793	0.00000
585	fl	pl	10739|28|501	-499	-0.25373	-0.25373	0.00000	-0.06137	-0.06137	0.00000	0.52401	0.52401	0.00000
593	fl	pl	10750|17|436	-434	-0.32964	-0.32964	0.00000	-0.03198	-0.03198	0.00000	0.38185	0.38185	0.00000
594	fl	pl	10751|16|383	-381	0.10204	0.10204	0.00000	0.01754	0.01754	0.00000	0.07831	0.07831	0.00000
604	fl	pl	10763|17|503	-493	0.37255	0.37255	0.00000	0.06189	0.06189	0.00000	-0.00377	-0.00377	0.00000
609	fl	pl	1077|9|399	-397	0.20354	0.20354	0.00000	0.02270	0.02270	0.00000	-0.01544	-0.01544	0.00000
611	fl	pl	10771|17|432	-430	0.07395	0.07395	0.00000	0.00461	0.00461	0.00000	0.00127	0.00127	0.00000
613	fl	pl	10773|20|504	-496	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.94780	0.94780	0.00000
616	fl	pl	10775|8|357	-355	-0.25373	-0.25373	0.00000	-0.06137	-0.06137	0.00000	0.21514	0.21514	0.00000
623	fl	pl	10784|16|477	-475	-0.50000	-0.50000	0.00000	-0.80000	-0.80000	0.00000	0.90618	0.90618	0.00000
629	fl	pl	1079|10|445	-443	-0.13649	-0.13649	0.00000	-0.01216	-0.01216	0.00000	-0.01034	-0.01034	0.00000
631	fl	pl	10791|27|468	-466	0.80851	0.80851	0.00000	0.31933	0.31933	0.00000	0.61152	0.61152	0.00000
636	fl	pl	10795|20|548	-506	-0.21212	-0.03325	0.00000	-0.07527	-0.02505	0.00000	0.00000	-0.01077	0.00000
637	fl	pl	10797|11|375	-373	0.06045	-0.03325	0.00000	0.00125	-0.02505	0.00000	-0.01641	-0.01077	0.00000
638	fl	pl	10799|26|480	-474	-0.32353	-0.01542	0.00000	-0.05140	0.00427	0.00000	-0.04628	-0.07586	0.00000
639	fl	pl	10800|10|455	-453	0.24528	-0.01542	0.00000	0.05138	0.00427	0.00000	-0.10089	-0.07586	0.00000
640	fl	pl	10802|14|475	-473	-0.33043	0.10339	0.00000	-0.02838	0.09778	0.00000	0.31238	0.45716	0.00000
641	fl	pl	10803|22|356	-354	0.65289	0.10339	0.00000	0.25758	0.09778	0.00000	0.64054	0.45716	0.00000
650	fl	pl	10818|27|445	-443	-0.21212	-0.21212	0.00000	-0.25654	-0.25654	0.00000	-0.24590	-0.24590	0.00000
661	fl	pl	10835|11|412	-410	0.17949	0.17949	0.00000	0.02141	0.02141	0.00000	-0.01877	-0.01877	0.00000
663	fl	pl	1084|13|429	-427	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.86540	0.86540	0.00000
669	fl	pl	10848|28|495	-469	0.29412	0.72136	0.00000	0.05618	0.62744	0.00000	-0.14573	0.54774	0.00000
670	fl	pl	10851|18|444	-442	1.00000	0.72136	0.00000	1.00000	0.62744	0.00000	1.00000	0.54774	0.00000
672	fl	pl	10855|11|356	-354	0.08197	0.08197	0.00000	0.07109	0.07109	0.00000	0.24695	0.24695	0.00000
681	fl	pl	10865|22|530	-511	0.87833	0.87833	0.00000	0.93120	0.93120	0.00000	0.84504	0.84504	0.00000
684	fl	pl	10872|20|433	-431	0.17949	0.17949	0.00000	0.02141	0.02141	0.00000	-0.01877	-0.01877	0.00000
690	fl	pl	10880|22|444	-442	-0.37931	-0.37931	0.00000	-0.52381	-0.52381	0.00000	-0.47097	-0.47097	0.00000
698	fl	pl	10898|16|463	-461	-0.60000	-0.60000	0.00000	-1.28571	-1.28571	0.00000	0.25490	0.25490	0.00000
702	fl	pl	1090|14|364	-362	-0.08127	-0.08127	0.00000	-0.00688	-0.00688	0.00000	0.01223	0.01223	0.00000
704	fl	pl	10902|17|463	-461	0.84155	0.84155	0.00000	1.00000	1.00000	0.00000	0.84553	0.84553	0.00000
715	fl	pl	1092|27|509	-489	-0.12152	-0.12152	0.00000	-0.07163	-0.07163	0.00000	0.55510	0.55510	0.00000
725	fl	pl	1093|23|581	-579	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.76398	0.76398	0.00000
729	fl	pl	10941|9|459	-457	0.34653	0.34653	0.00000	0.10000	0.10000	0.00000	0.45541	0.45541	0.00000
733	fl	pl	10947|14|479	-477	-0.08157	-0.08157	0.00000	-0.02244	-0.02244	0.00000	-0.03578	-0.03578	0.00000
739	fl	pl	10951|9|391	-389	0.05970	0.05970	0.00000	0.02257	0.02257	0.00000	0.07639	0.07639	0.00000
745	fl	pl	10961|21|520	-518	-0.32847	-0.32847	0.00000	-0.03662	-0.03662	0.00000	0.12844	0.12844	0.00000
751	fl	pl	10969|12|420	-418	-0.13649	-0.13649	0.00000	-0.01216	-0.01216	0.00000	-0.01034	-0.01034	0.00000
755	fl	pl	10972|12|428	-426	0.50989	0.50989	0.00000	0.67297	0.67297	0.00000	0.68483	0.68483	0.00000
756	fl	pl	10977|13|456	-454	1.00000	0.57673	0.00000	1.00000	0.57155	0.00000	0.94780	0.71368	0.00000
757	fl	pl	10978|22|486	-484	0.10891	0.57673	0.00000	0.09800	0.57155	0.00000	0.45492	0.71368	0.00000
759	fl	pl	10980|8|442	-440	-0.32847	-0.32847	0.00000	-0.03662	-0.03662	0.00000	0.37037	0.37037	0.00000
760	fl	pl	10981|13|419	-417	-0.12941	0.02500	0.00000	-0.06077	0.09421	0.00000	0.12644	0.08416	0.00000
761	fl	pl	10982|9|489	-487	0.40000	0.02500	0.00000	0.47059	0.09421	0.00000	-0.01852	0.08416	0.00000
766	fl	pl	10988|13|480	-449	0.16667	0.06650	0.00000	0.15254	0.07034	0.00000	-0.00529	-0.04169	0.00000
